Nodo;X;Y;Demanda
1;500.0;500.0;0
2;305.0;805.0;8
3;270.0;842.0;35
4;359.0;791.0;19
5;54.0;632.0;52
6;354.0;670.0;91
7;121.0;677.0;83
8;430.0;850.0;94
9;410.0;841.0;92
10;501.0;707.0;78
11;530.0;359.0;67
12;472.0;656.0;34
13;467.0;197.0;91
14;365.0;903.0;1
15;61.0;792.0;32
16;19.0;717.0;84
17;566.0;224.0;40
18;81.0;803.0;81
19;404.0;745.0;42
20;195.0;857.0;9
21;454.0;680.0;88
22;534.0;788.0;24
23;395.0;778.0;58
24;482.0;329.0;62
25;564.0;342.0;65
26;195.0;863.0;91
27;257.0;753.0;22
28;46.0;653.0;79
29;252.0;840.0;44
30;392.0;681.0;43
31;355.0;800.0;69
32;270.0;769.0;25
33;658.0;550.0;81
34;638.0;884.0;40
35;500.0;302.0;22
36;300.0;944.0;89
37;439.0;774.0;58
38;720.0;82.0;3
39;331.0;262.0;9
40;55.0;723.0;50
41;678.0;553.0;5
42;424.0;288.0;3
43;379.0;682.0;28
44;30.0;707.0;59
45;309.0;715.0;28
46;196.0;625.0;93
47;311.0;770.0;22
48;368.0;380.0;99
49;456.0;777.0;60
50;422.0;724.0;47
51;199.0;638.0;83
52;277.0;805.0;8
53;478.0;292.0;1
54;397.0;734.0;79
55;366.0;436.0;70
56;390.0;593.0;38
57;346.0;774.0;24
58;191.0;607.0;26
59;13.0;621.0;20
60;631.0;243.0;96
61;337.0;585.0;87
62;244.0;771.0;44
63;329.0;706.0;41
64;429.0;708.0;74
65;449.0;823.0;29
66;421.0;926.0;67
67;382.0;764.0;45
68;297.0;837.0;41
69;204.0;730.0;51
70;365.0;617.0;50
71;332.0;796.0;64
72;451.0;196.0;57
73;35.0;827.0;84
74;229.0;904.0;80
75;367.0;780.0;16
76;279.0;947.0;93
77;302.0;753.0;78
78;646.0;330.0;39
79;675.0;908.0;32
80;483.0;259.0;83
81;537.0;804.0;16
82;17.0;647.0;2
83;504.0;305.0;5
84;515.0;724.0;65
85;239.0;853.0;78
86;307.0;852.0;33
87;106.0;652.0;26
88;562.0;689.0;10
89;461.0;197.0;89
90;631.0;180.0;28
91;164.0;789.0;40
92;3.0;585.0;52
93;543.0;216.0;49
94;513.0;484.0;29
95;560.0;335.0;60
96;399.0;745.0;48
97;574.0;339.0;55
98;657.0;742.0;5
99;517.0;220.0;70
100;433.0;955.0;89
101;495.0;271.0;4
102;144.0;715.0;17
103;549.0;163.0;62
104;441.0;298.0;16
105;420.0;647.0;69
106;347.0;852.0;20
107;235.0;741.0;65
108;399.0;240.0;28
109;340.0;319.0;53
110;396.0;800.0;92
111;652.0;276.0;22
112;328.0;287.0;38
113;510.0;739.0;57
114;428.0;799.0;83
115;454.0;930.0;29
116;245.0;691.0;65
117;330.0;506.0;4
118;450.0;803.0;13
119;100.0;590.0;5
120;434.0;798.0;23
121;445.0;762.0;23
122;39.0;759.0;81
123;379.0;907.0;36
124;372.0;713.0;33
125;418.0;752.0;4
126;307.0;713.0;14
127;363.0;484.0;44
128;498.0;233.0;92
129;474.0;737.0;87
130;429.0;590.0;34
131;422.0;735.0;49
132;36.0;591.0;14
133;411.0;787.0;37
134;388.0;475.0;49
135;131.0;715.0;82
136;415.0;827.0;33
137;486.0;823.0;55
138;338.0;220.0;32
139;327.0;828.0;18
140;36.0;745.0;52
141;20.0;804.0;57
142;424.0;866.0;20
143;337.0;964.0;9
144;526.0;726.0;15
145;123.0;277.0;54
146;488.0;645.0;89
147;506.0;950.0;38
148;520.0;339.0;11
149;466.0;177.0;1
150;480.0;290.0;29
151;264.0;873.0;55
152;104.0;659.0;99
153;510.0;586.0;48
154;413.0;813.0;89
155;497.0;861.0;96
156;430.0;404.0;4
157;143.0;750.0;17
158;38.0;666.0;7
159;486.0;905.0;53
160;447.0;299.0;80
161;10.0;638.0;23
162;381.0;786.0;28
163;168.0;679.0;30
164;255.0;52.0;91
165;316.0;735.0;15
166;473.0;786.0;42
167;519.0;219.0;72
168;503.0;225.0;93
169;503.0;727.0;12
170;822.0;773.0;56
171;351.0;785.0;31
172;25.0;698.0;41
173;431.0;180.0;36
174;543.0;771.0;18
175;257.0;810.0;67
176;425.0;110.0;87
177;747.0;146.0;28
178;328.0;816.0;17
179;537.0;822.0;50
180;477.0;859.0;50
181;409.0;714.0;8
182;280.0;766.0;72
183;534.0;601.0;49
184;435.0;915.0;72
185;477.0;766.0;61
186;580.0;306.0;53
187;24.0;579.0;97
188;589.0;596.0;11
189;331.0;854.0;98
190;94.0;822.0;75
191;344.0;793.0;53
192;549.0;207.0;85
193;571.0;668.0;66
194;122.0;679.0;45
195;517.0;316.0;81
196;247.0;279.0;11
197;409.0;790.0;82
198;412.0;184.0;91
199;332.0;853.0;64
200;365.0;663.0;95
201;463.0;183.0;82
202;406.0;758.0;59
203;298.0;742.0;86
204;344.0;805.0;59
205;396.0;806.0;51
206;120.0;943.0;84
207;373.0;259.0;85
208;514.0;759.0;28
209;84.0;842.0;95
210;453.0;244.0;85
211;500.0;928.0;91
212;559.0;457.0;35
213;459.0;316.0;29
214;75.0;697.0;20
215;404.0;398.0;54
216;399.0;118.0;82
217;151.0;773.0;66
218;374.0;919.0;4
219;401.0;777.0;57
220;40.0;684.0;7
221;494.0;748.0;82
222;230.0;728.0;48
223;320.0;723.0;41
224;27.0;729.0;38
225;504.0;380.0;62
226;319.0;783.0;85
227;4.0;634.0;45
228;479.0;287.0;36
229;271.0;766.0;16
230;428.0;824.0;69
231;200.0;200.0;29
232;500.0;809.0;18
233;386.0;817.0;100
234;543.0;258.0;17
235;225.0;845.0;21
236;41.0;549.0;84
237;362.0;674.0;3
238;390.0;847.0;31
239;325.0;931.0;37
240;384.0;737.0;9
241;426.0;376.0;69
242;424.0;259.0;24
243;489.0;302.0;18
244;448.0;698.0;76
245;354.0;170.0;81
246;352.0;310.0;25
247;599.0;472.0;26
248;446.0;692.0;43
249;80.0;730.0;52
250;475.0;838.0;59
251;491.0;867.0;18
252;254.0;843.0;55
253;685.0;433.0;32
254;210.0;851.0;64
255;516.0;227.0;59
256;131.0;730.0;66
257;214.0;768.0;12
258;7.0;770.0;32
259;427.0;461.0;66
260;209.0;770.0;14
261;401.0;744.0;81
262;433.0;339.0;3
263;619.0;644.0;75
264;560.0;234.0;73
265;496.0;260.0;9
266;26.0;672.0;41
267;424.0;768.0;34
268;432.0;346.0;98
269;169.0;569.0;12
270;373.0;670.0;60
271;389.0;921.0;5
272;372.0;133.0;81
273;283.0;804.0;22
274;369.0;620.0;65
275;548.0;248.0;12
276;243.0;704.0;53
277;31.0;675.0;77
278;436.0;111.0;41
279;563.0;212.0;6
280;277.0;764.0;80
281;258.0;634.0;80
282;310.0;291.0;43
283;537.0;208.0;48
284;243.0;865.0;1
285;360.0;405.0;89
286;99.0;963.0;36
287;19.0;646.0;2
288;477.0;369.0;88
289;290.0;808.0;32
290;375.0;950.0;2
291;392.0;789.0;16
292;422.0;352.0;33
293;162.0;746.0;83
294;283.0;880.0;59
295;409.0;173.0;73
296;77.0;732.0;28
297;416.0;832.0;49
298;423.0;816.0;44
299;352.0;874.0;25
300;146.0;745.0;60
301;258.0;866.0;48
302;158.0;642.0;21
303;598.0;764.0;49
304;175.0;549.0;17
305;415.0;864.0;90
306;350.0;966.0;51
307;250.0;751.0;88
308;47.0;650.0;21
309;404.0;716.0;78
310;43.0;617.0;24
311;468.0;758.0;10
312;467.0;748.0;10
313;368.0;680.0;6
314;369.0;728.0;64
315;176.0;732.0;53
316;370.0;588.0;47
317;565.0;281.0;40
318;78.0;736.0;8
319;56.0;695.0;37
320;398.0;846.0;24
321;144.0;814.0;88
322;159.0;830.0;54
323;523.0;281.0;14
324;398.0;786.0;12
325;152.0;703.0;24
326;480.0;796.0;60
327;579.0;248.0;43
328;235.0;240.0;81
329;596.0;300.0;65
330;367.0;791.0;35
331;32.0;798.0;48
332;302.0;691.0;5
333;480.0;717.0;55
334;226.0;500.0;75
335;574.0;392.0;9
336;259.0;752.0;86
337;373.0;927.0;100
338;464.0;853.0;55
339;582.0;246.0;2
340;196.0;632.0;14
341;16.0;664.0;35
342;386.0;827.0;18
343;257.0;896.0;88
344;490.0;322.0;96
345;607.0;204.0;56
346;88.0;679.0;79
347;181.0;960.0;38
348;339.0;605.0;93
349;595.0;711.0;77
350;110.0;761.0;11
351;322.0;734.0;34
352;283.0;691.0;79
353;300.0;755.0;58
354;519.0;831.0;60
355;325.0;757.0;53
356;406.0;684.0;27
357;413.0;814.0;8
358;476.0;871.0;84
359;255.0;767.0;73
360;192.0;650.0;83
361;696.0;852.0;9
362;252.0;581.0;49
363;422.0;868.0;25
364;538.0;250.0;15
365;454.0;338.0;45
366;365.0;813.0;58
367;372.0;291.0;1
368;39.0;609.0;100
369;70.0;587.0;46
370;493.0;275.0;98
371;378.0;707.0;24
372;484.0;891.0;23
373;424.0;788.0;1
374;277.0;414.0;40
375;487.0;572.0;11
376;458.0;174.0;36
377;434.0;392.0;92
378;324.0;885.0;67
379;305.0;877.0;31
380;282.0;949.0;27
381;304.0;824.0;3
382;292.0;897.0;2
383;496.0;210.0;90
384;313.0;508.0;79
385;469.0;302.0;42
386;428.0;866.0;2
387;441.0;779.0;29
388;212.0;758.0;13
389;731.0;782.0;5
390;155.0;565.0;91
391;573.0;378.0;99
392;414.0;841.0;80
393;354.0;713.0;4
394;100.0;718.0;66
395;76.0;723.0;11
396;225.0;783.0;11
397;462.0;716.0;48
398;230.0;889.0;68
399;536.0;248.0;44
400;344.0;749.0;26
401;223.0;759.0;86
402;5.0;726.0;68
403;541.0;420.0;83
404;340.0;772.0;59
405;190.0;902.0;43
406;412.0;229.0;78
407;296.0;813.0;71
408;593.0;371.0;99
409;510.0;597.0;44
410;93.0;595.0;64
411;529.0;202.0;89
412;481.0;238.0;44
413;171.0;546.0;55
414;389.0;802.0;9
415;218.0;604.0;37
416;276.0;683.0;53
417;500.0;871.0;64
418;40.0;648.0;66
419;583.0;305.0;1
420;15.0;477.0;65
421;240.0;814.0;74
422;395.0;770.0;45
423;385.0;812.0;45
424;476.0;180.0;54
425;141.0;983.0;88
426;468.0;889.0;57
427;443.0;750.0;92
428;564.0;376.0;95
429;131.0;775.0;86
430;474.0;307.0;65
431;588.0;643.0;1
432;447.0;48.0;43
433;262.0;885.0;12
434;368.0;860.0;54
435;496.0;690.0;82
436;399.0;710.0;68
437;381.0;771.0;82
438;29.0;674.0;64
439;237.0;787.0;72
440;224.0;617.0;68
441;357.0;961.0;99
442;445.0;836.0;58
443;369.0;411.0;35
444;420.0;703.0;79
445;148.0;539.0;84
446;77.0;669.0;68
447;271.0;780.0;58
448;191.0;845.0;80
449;350.0;751.0;48
450;569.0;889.0;66
451;507.0;785.0;35
452;215.0;828.0;31
453;266.0;428.0;48
454;638.0;189.0;62
455;290.0;618.0;22
456;232.0;809.0;9
457;429.0;241.0;87
458;246.0;809.0;71
459;462.0;746.0;32
460;502.0;253.0;8
461;251.0;709.0;72
462;377.0;744.0;94
463;214.0;671.0;26
464;39.0;535.0;54
465;230.0;805.0;65
466;482.0;208.0;58
467;356.0;745.0;54
468;407.0;511.0;66
469;413.0;200.0;38
470;425.0;757.0;61
471;105.0;707.0;7
472;363.0;483.0;71
473;338.0;816.0;71
474;962.0;151.0;82
475;523.0;784.0;95
476;405.0;699.0;27
477;254.0;799.0;18
478;433.0;260.0;39
479;323.0;656.0;41
480;444.0;730.0;5
481;515.0;735.0;91
482;370.0;756.0;55
483;322.0;817.0;17
484;577.0;610.0;19
485;483.0;610.0;92
486;398.0;714.0;43
487;418.0;713.0;40
488;697.0;767.0;36
489;332.0;744.0;54
490;367.0;757.0;93
491;348.0;726.0;4
492;537.0;660.0;22
493;431.0;865.0;42
494;359.0;708.0;43
495;622.0;131.0;73
496;287.0;781.0;47
497;191.0;589.0;14
498;412.0;718.0;64
499;498.0;210.0;37
500;631.0;340.0;57
501;224.0;803.0;5
502;336.0;525.0;56
503;310.0;831.0;4
504;392.0;986.0;50
505;557.0;685.0;1
506;672.0;638.0;38
507;6.0;840.0;6
508;285.0;833.0;13
509;411.0;751.0;30
510;449.0;336.0;78
511;420.0;356.0;42
512;4.0;661.0;87
513;475.0;877.0;77
514;292.0;677.0;22
515;455.0;357.0;27
516;461.0;274.0;61
517;336.0;788.0;37
518;389.0;303.0;84
519;465.0;688.0;13
520;524.0;284.0;73
521;522.0;291.0;61
522;501.0;952.0;40
523;384.0;234.0;6
524;430.0;715.0;59
525;281.0;793.0;93
526;344.0;306.0;74
527;587.0;229.0;100
528;174.0;729.0;61
529;327.0;785.0;66
530;418.0;275.0;65
531;264.0;938.0;95
532;9.0;572.0;68
533;92.0;930.0;64
534;285.0;819.0;86
535;504.0;879.0;43
536;630.0;765.0;62
537;417.0;778.0;61
538;70.0;903.0;57
539;361.0;215.0;43
540;443.0;835.0;28
541;486.0;750.0;53
542;320.0;753.0;24
543;469.0;404.0;56
544;499.0;233.0;48
545;538.0;155.0;34
546;348.0;884.0;49
547;467.0;753.0;59
548;183.0;738.0;55
549;299.0;88.0;40
550;51.0;642.0;58
551;638.0;842.0;41
552;563.0;300.0;62
553;436.0;261.0;55
554;438.0;711.0;68
555;239.0;334.0;16
556;267.0;812.0;86
557;49.0;644.0;37
558;378.0;824.0;71
559;316.0;703.0;60
560;481.0;291.0;65
561;578.0;243.0;52
562;452.0;712.0;59
563;337.0;734.0;87
564;140.0;524.0;41
565;281.0;848.0;35
566;467.0;731.0;47
567;387.0;703.0;27
568;652.0;676.0;1
569;198.0;856.0;75
570;508.0;283.0;21
571;123.0;712.0;13
572;458.0;765.0;33
573;547.0;260.0;46
574;166.0;766.0;25
575;624.0;210.0;6
576;81.0;667.0;20
577;618.0;715.0;53
578;497.0;220.0;45
579;275.0;346.0;63
580;272.0;802.0;29
581;275.0;731.0;20
582;601.0;719.0;33
583;404.0;896.0;58
584;618.0;725.0;63
