Nodo;X;Y;Demanda;Capacidad
1;0.0;0.0;0;19
2;655.0;923.0;5;
3;397.0;951.0;7;
4;453.0;779.0;8;
5;556.0;940.0;8;
6;158.0;336.0;6;
7;146.0;264.0;8;
8;328.0;635.0;3;
9;368.0;696.0;2;
10;32.0;367.0;7;
11;893.0;414.0;6;
12;758.0;191.0;2;
13;364.0;716.0;1;
14;476.0;950.0;2;
15;721.0;277.0;5;
16;730.0;237.0;3;
17;514.0;942.0;8;
18;640.0;285.0;2;
19;630.0;578.0;4;
20;423.0;602.0;4;
21;62.0;238.0;8;
22;394.0;684.0;4;
23;622.0;934.0;8;
24;326.0;291.0;1;
25;346.0;613.0;9;
26;351.0;602.0;3;
27;817.0;289.0;5;
28;446.0;664.0;6;
29;141.0;237.0;7;
30;86.0;355.0;4;
31;714.0;904.0;2;
32;345.0;260.0;10;
33;102.0;340.0;4;
34;494.0;644.0;3;
35;198.0;248.0;6;
36;588.0;816.0;7;
37;385.0;723.0;6;
38;130.0;376.0;10;
39;437.0;876.0;9;
40;412.0;974.0;9;
41;343.0;778.0;9;
42;179.0;221.0;5;
43;615.0;734.0;5;
44;312.0;117.0;1;
45;56.0;246.0;5;
46;715.0;268.0;3;
47;93.0;144.0;7;
48;150.0;89.0;4;
49;98.0;262.0;8;
50;370.0;646.0;1;
51;611.0;988.0;5;
52;685.0;317.0;8;
53;874.0;374.0;8;
54;474.0;920.0;9;
55;760.0;369.0;6;
56;803.0;159.0;7;
57;162.0;269.0;2;
58;685.0;223.0;5;
59;396.0;686.0;1;
60;91.0;270.0;8;
61;92.0;253.0;10;
62;538.0;963.0;7;
63;336.0;695.0;9;
64;564.0;839.0;2;
65;745.0;587.0;9;
66;585.0;420.0;1;
67;345.0;655.0;8;
68;718.0;200.0;6;
69;478.0;897.0;10;
70;210.0;291.0;6;
71;798.0;160.0;7;
72;391.0;890.0;1;
73;638.0;931.0;1;
74;750.0;729.0;1;
75;200.0;277.0;3;
76;332.0;786.0;4;
77;445.0;749.0;1;
78;48.0;345.0;7;
79;391.0;651.0;2;
80;161.0;158.0;9;
81;513.0;929.0;1;
82;896.0;87.0;8;
83;346.0;146.0;9;
84;352.0;6.0;2;
85;768.0;264.0;8;
86;544.0;985.0;2;
