Nodo;X;Y;Demanda;Capacidad
1;903.0;626.0;0;957
2;530.0;640.0;81;
3;361.0;589.0;85;
4;481.0;782.0;88;
5;191.0;155.0;65;
6;727.0;53.0;65;
7;397.0;520.0;87;
8;798.0;75.0;64;
9;247.0;400.0;96;
10;194.0;28.0;63;
11;466.0;720.0;99;
12;612.0;122.0;81;
13;583.0;683.0;92;
14;659.0;43.0;76;
15;806.0;142.0;84;
16;367.0;664.0;76;
17;66.0;245.0;62;
18;29.0;511.0;53;
19;187.0;939.0;98;
20;776.0;92.0;55;
21;557.0;94.0;76;
22;319.0;618.0;58;
23;657.0;847.0;72;
24;696.0;147.0;68;
25;517.0;491.0;92;
26;187.0;536.0;52;
27;443.0;626.0;86;
28;207.0;469.0;76;
29;654.0;12.0;95;
30;257.0;714.0;81;
31;499.0;907.0;57;
32;639.0;327.0;89;
33;306.0;25.0;84;
34;425.0;701.0;63;
35;745.0;816.0;72;
36;942.0;378.0;94;
37;676.0;290.0;79;
38;624.0;115.0;56;
39;541.0;648.0;99;
40;323.0;631.0;62;
41;378.0;758.0;69;
42;343.0;616.0;100;
43;235.0;163.0;96;
44;454.0;323.0;82;
45;98.0;761.0;68;
46;407.0;731.0;64;
47;196.0;707.0;86;
48;149.0;896.0;69;
49;278.0;735.0;97;
50;210.0;1.0;61;
51;799.0;107.0;65;
52;302.0;539.0;87;
53;419.0;279.0;71;
54;444.0;674.0;62;
55;820.0;745.0;74;
56;509.0;900.0;80;
57;500.0;761.0;80;
58;600.0;679.0;80;
59;684.0;63.0;100;
60;662.0;69.0;53;
61;661.0;217.0;84;
62;491.0;780.0;93;
63;411.0;594.0;59;
64;280.0;707.0;75;
65;297.0;683.0;69;
66;649.0;306.0;81;
67;119.0;280.0;51;
68;604.0;375.0;85;
69;195.0;312.0;90;
70;591.0;702.0;76;
71;302.0;667.0;96;
72;673.0;5.0;88;
73;125.0;536.0;99;
74;308.0;488.0;70;
75;738.0;163.0;52;
76;686.0;977.0;100;
77;415.0;809.0;97;
78;886.0;964.0;71;
79;887.0;53.0;69;
80;799.0;951.0;95;
81;621.0;105.0;74;
82;382.0;679.0;97;
83;630.0;473.0;64;
84;390.0;571.0;75;
85;155.0;405.0;64;
86;658.0;4.0;100;
87;566.0;645.0;74;
88;277.0;682.0;50;
89;101.0;918.0;62;
90;248.0;566.0;54;
91;725.0;44.0;55;
92;524.0;556.0;54;
93;173.0;410.0;81;
94;134.0;928.0;52;
95;53.0;897.0;73;
96;684.0;953.0;50;
97;704.0;7.0;72;
98;524.0;786.0;79;
99;176.0;736.0;80;
100;314.0;882.0;100;
101;331.0;688.0;87;
102;656.0;41.0;97;
103;766.0;340.0;52;
104;733.0;53.0;51;
105;383.0;748.0;73;
106;240.0;630.0;55;
107;295.0;638.0;74;
108;377.0;614.0;51;
109;318.0;805.0;51;
110;282.0;327.0;92;
111;417.0;468.0;80;
112;400.0;646.0;67;
113;202.0;574.0;89;
114;775.0;833.0;62;
115;746.0;19.0;51;
116;379.0;678.0;89;
117;766.0;54.0;65;
118;850.0;63.0;86;
119;309.0;735.0;60;
120;736.0;101.0;79;
121;628.0;51.0;66;
122;228.0;897.0;76;
123;211.0;693.0;62;
124;506.0;815.0;71;
125;284.0;514.0;93;
126;926.0;465.0;55;
127;626.0;959.0;89;
128;355.0;623.0;86;
129;500.0;588.0;91;
130;447.0;71.0;65;
131;931.0;394.0;79;
132;471.0;349.0;99;
133;807.0;295.0;56;
134;4.0;528.0;81;
135;544.0;997.0;67;
136;486.0;638.0;56;
137;364.0;630.0;85;
138;717.0;54.0;61;
139;354.0;572.0;51;
140;635.0;917.0;50;
141;281.0;882.0;57;
142;638.0;520.0;91;
143;347.0;497.0;72;
144;220.0;865.0;53;
145;170.0;90.0;79;
146;502.0;799.0;81;
147;17.0;709.0;59;
148;705.0;91.0;60;
149;347.0;622.0;73;
150;422.0;124.0;69;
151;316.0;983.0;88;
152;464.0;706.0;99;
153;821.0;778.0;56;
154;513.0;585.0;76;
155;442.0;752.0;70;
156;772.0;450.0;56;
157;578.0;17.0;76;
158;360.0;514.0;88;
159;570.0;765.0;63;
160;290.0;662.0;77;
161;403.0;526.0;51;
162;631.0;20.0;54;
163;8.0;254.0;57;
164;360.0;657.0;60;
165;911.0;686.0;97;
166;308.0;657.0;55;
167;165.0;8.0;84;
168;147.0;533.0;80;
169;95.0;203.0;56;
170;26.0;462.0;91;
171;689.0;646.0;80;
172;523.0;926.0;98;
173;377.0;434.0;89;
174;838.0;353.0;80;
175;325.0;818.0;75;
176;74.0;498.0;51;
177;386.0;982.0;96;
178;779.0;917.0;81;
179;948.0;592.0;66;
180;544.0;145.0;55;
181;936.0;120.0;58;
182;719.0;407.0;82;
183;528.0;290.0;61;
184;529.0;255.0;59;
185;301.0;682.0;64;
186;329.0;17.0;97;
187;554.0;602.0;93;
188;330.0;45.0;58;
189;690.0;10.0;92;
190;361.0;640.0;94;
191;418.0;713.0;58;
192;111.0;564.0;66;
193;187.0;684.0;81;
194;253.0;323.0;70;
195;486.0;56.0;61;
196;380.0;539.0;55;
197;224.0;119.0;83;
198;611.0;613.0;96;
199;794.0;399.0;55;
200;997.0;644.0;100;
201;390.0;306.0;59;
202;283.0;910.0;59;
203;140.0;781.0;96;
204;513.0;301.0;66;
205;344.0;656.0;51;
206;742.0;88.0;85;
207;154.0;913.0;62;
208;817.0;119.0;82;
209;638.0;25.0;57;
210;237.0;672.0;88;
211;272.0;556.0;93;
212;680.0;441.0;77;
213;332.0;628.0;62;
214;816.0;169.0;85;
215;375.0;566.0;73;
216;727.0;349.0;68;
217;203.0;737.0;77;
218;572.0;622.0;59;
219;16.0;750.0;51;
220;230.0;743.0;77;
221;232.0;335.0;85;
222;509.0;829.0;67;
223;884.0;351.0;91;
224;280.0;197.0;85;
225;501.0;893.0;90;
226;281.0;556.0;79;
227;217.0;686.0;51;
228;327.0;721.0;89;
229;426.0;162.0;97;
230;137.0;429.0;79;
231;391.0;608.0;72;
232;769.0;688.0;92;
233;696.0;811.0;57;
234;215.0;749.0;100;
235;844.0;163.0;94;
236;612.0;71.0;69;
237;764.0;139.0;76;
238;414.0;701.0;91;
239;96.0;970.0;68;
240;852.0;549.0;72;
241;724.0;9.0;90;
242;339.0;586.0;93;
243;891.0;9.0;100;
244;198.0;499.0;88;
245;143.0;278.0;80;
246;285.0;545.0;99;
247;415.0;630.0;71;
248;330.0;922.0;59;
249;317.0;112.0;62;
250;801.0;579.0;80;
251;144.0;970.0;80;
252;880.0;452.0;56;
253;23.0;450.0;93;
254;778.0;885.0;59;
255;304.0;640.0;51;
256;582.0;60.0;83;
257;899.0;219.0;57;
258;224.0;471.0;67;
259;369.0;722.0;87;
260;239.0;524.0;68;
261;390.0;557.0;83;
262;13.0;121.0;94;
263;469.0;535.0;52;
264;733.0;298.0;70;
265;331.0;538.0;68;
266;351.0;599.0;81;
267;690.0;95.0;89;
268;361.0;723.0;92;
269;378.0;723.0;59;
270;837.0;220.0;50;
271;808.0;46.0;66;
272;827.0;794.0;87;
273;520.0;994.0;77;
274;685.0;472.0;53;
275;758.0;822.0;71;
276;468.0;448.0;99;
277;794.0;112.0;77;
278;387.0;646.0;62;
279;922.0;220.0;76;
280;582.0;258.0;79;
281;696.0;815.0;99;
282;849.0;497.0;63;
283;543.0;125.0;55;
284;158.0;917.0;84;
285;920.0;164.0;75;
286;258.0;599.0;98;
287;353.0;595.0;79;
288;135.0;511.0;82;
289;842.0;649.0;54;
290;480.0;602.0;55;
291;963.0;788.0;65;
292;345.0;588.0;76;
293;660.0;157.0;75;
294;394.0;537.0;53;
295;439.0;698.0;84;
296;298.0;826.0;86;
297;391.0;567.0;81;
298;929.0;244.0;81;
299;385.0;634.0;85;
300;61.0;521.0;75;
301;321.0;356.0;68;
302;393.0;87.0;55;
303;17.0;611.0;89;
304;381.0;632.0;95;
305;328.0;636.0;52;
306;424.0;635.0;89;
307;243.0;587.0;74;
308;218.0;151.0;92;
309;437.0;695.0;97;
310;720.0;61.0;89;
311;973.0;293.0;71;
312;740.0;48.0;74;
313;337.0;515.0;57;
314;636.0;97.0;65;
315;229.0;565.0;64;
316;437.0;728.0;76;
317;556.0;610.0;76;
318;108.0;345.0;78;
319;682.0;24.0;50;
320;374.0;431.0;76;
321;161.0;739.0;55;
322;308.0;585.0;90;
323;364.0;942.0;66;
324;601.0;394.0;98;
325;842.0;55.0;89;
326;74.0;157.0;80;
327;383.0;405.0;59;
328;710.0;6.0;68;
329;435.0;612.0;52;
330;827.0;806.0;73;
331;426.0;885.0;64;
332;283.0;552.0;92;
333;710.0;913.0;74;
334;779.0;445.0;56;
335;609.0;226.0;77;
336;662.0;84.0;99;
337;44.0;347.0;83;
338;245.0;758.0;59;
339;645.0;962.0;51;
340;808.0;556.0;97;
341;323.0;660.0;62;
342;414.0;381.0;60;
343;366.0;538.0;65;
344;699.0;79.0;87;
345;375.0;728.0;50;
346;327.0;853.0;84;
347;341.0;713.0;71;
348;323.0;946.0;86;
