Nodo;X;Y;Demanda;Capacidad
1;0.0;0.0;0;32
2;904.0;469.0;7;
3;561.0;962.0;6;
4;781.0;785.0;5;
5;802.0;492.0;10;
6;954.0;659.0;6;
7;815.0;598.0;7;
8;411.0;773.0;5;
9;854.0;43.0;8;
10;197.0;442.0;10;
11;325.0;695.0;10;
12;184.0;137.0;5;
13;517.0;201.0;6;
14;513.0;640.0;6;
15;26.0;756.0;7;
16;317.0;435.0;10;
17;389.0;838.0;5;
18;740.0;209.0;10;
19;1.0;946.0;7;
20;825.0;384.0;5;
21;420.0;940.0;8;
22;153.0;751.0;5;
23;485.0;894.0;8;
24;808.0;461.0;7;
25;596.0;436.0;5;
26;298.0;403.0;8;
27;175.0;43.0;7;
28;89.0;302.0;8;
29;745.0;935.0;7;
30;407.0;900.0;6;
31;523.0;935.0;7;
32;283.0;410.0;9;
33;946.0;246.0;6;
34;287.0;434.0;6;
35;307.0;272.0;10;
36;771.0;481.0;7;
37;491.0;847.0;7;
38;903.0;629.0;8;
39;460.0;865.0;7;
40;634.0;436.0;8;
41;887.0;522.0;7;
42;763.0;536.0;8;
43;235.0;163.0;5;
44;809.0;336.0;10;
45;390.0;731.0;5;
46;763.0;649.0;9;
47;704.0;217.0;10;
48;984.0;633.0;7;
49;54.0;775.0;5;
50;983.0;926.0;8;
51;381.0;719.0;10;
52;461.0;912.0;5;
53;971.0;847.0;9;
54;992.0;418.0;7;
55;836.0;115.0;10;
56;862.0;811.0;6;
57;744.0;466.0;6;
58;871.0;555.0;5;
59;431.0;942.0;6;
60;252.0;217.0;7;
61;396.0;867.0;8;
62;258.0;860.0;8;
63;759.0;522.0;6;
64;797.0;489.0;6;
65;553.0;797.0;9;
66;860.0;399.0;7;
67;55.0;943.0;6;
68;773.0;256.0;6;
69;406.0;875.0;7;
70;171.0;178.0;5;
71;191.0;191.0;6;
72;873.0;812.0;10;
73;640.0;475.0;10;
74;531.0;977.0;6;
75;243.0;548.0;9;
76;760.0;634.0;8;
77;450.0;918.0;9;
78;570.0;903.0;8;
79;406.0;949.0;7;
80;812.0;584.0;8;
81;617.0;416.0;9;
82;946.0;598.0;9;
83;708.0;521.0;5;
84;325.0;683.0;9;
85;847.0;810.0;8;
86;818.0;540.0;7;
87;963.0;605.0;10;
88;32.0;105.0;7;
89;198.0;314.0;7;
90;53.0;461.0;10;
91;520.0;494.0;10;
92;369.0;808.0;6;
93;778.0;554.0;7;
94;790.0;521.0;6;
95;196.0;958.0;10;
96;597.0;994.0;6;
97;66.0;618.0;7;
98;451.0;776.0;5;
99;895.0;205.0;9;
100;362.0;905.0;6;
101;37.0;187.0;5;
102;504.0;894.0;8;
103;857.0;702.0;7;
104;770.0;432.0;9;
105;438.0;945.0;9;
106;222.0;776.0;10;
107;657.0;375.0;10;
108;873.0;312.0;7;
109;790.0;181.0;6;
110;900.0;541.0;5;
111;315.0;23.0;5;
112;816.0;464.0;10;
113;193.0;695.0;10;
114;839.0;536.0;5;
115;679.0;947.0;6;
116;427.0;590.0;7;
117;968.0;378.0;10;
118;567.0;178.0;6;
119;794.0;474.0;6;
120;871.0;792.0;6;
121;875.0;733.0;9;
122;417.0;325.0;9;
123;290.0;806.0;10;
124;846.0;494.0;10;
125;564.0;859.0;6;
126;269.0;358.0;7;
127;879.0;354.0;7;
128;907.0;12.0;9;
129;812.0;555.0;7;
130;470.0;829.0;5;
131;42.0;732.0;7;
132;629.0;568.0;5;
133;333.0;459.0;7;
134;579.0;271.0;8;
135;559.0;813.0;7;
136;451.0;981.0;7;
137;863.0;604.0;7;
138;354.0;572.0;10;
139;685.0;536.0;5;
140;748.0;652.0;7;
141;472.0;943.0;10;
142;513.0;687.0;7;
143;845.0;338.0;8;
144;423.0;828.0;10;
145;815.0;526.0;8;
146;472.0;862.0;9;
147;476.0;894.0;6;
148;661.0;576.0;9;
149;389.0;781.0;5;
150;450.0;877.0;10;
151;768.0;394.0;8;
152;952.0;215.0;10;
153;796.0;472.0;8;
154;319.0;605.0;5;
155;415.0;914.0;6;
156;916.0;993.0;9;
157;478.0;54.0;8;
158;316.0;821.0;8;
159;235.0;815.0;9;
160;437.0;819.0;8;
161;118.0;120.0;5;
162;801.0;528.0;7;
163;16.0;296.0;10;
164;678.0;254.0;5;
165;644.0;954.0;8;
166;648.0;445.0;7;
167;446.0;946.0;8;
168;766.0;519.0;8;
169;425.0;757.0;9;
170;799.0;495.0;5;
171;280.0;619.0;8;
172;980.0;208.0;9;
173;747.0;71.0;9;
174;275.0;816.0;6;
175;455.0;870.0;8;
176;435.0;714.0;5;
177;721.0;561.0;9;
178;580.0;973.0;10;
179;488.0;940.0;7;
180;768.0;750.0;8;
181;435.0;891.0;5;
182;332.0;741.0;5;
183;774.0;468.0;9;
184;336.0;736.0;5;
185;727.0;492.0;5;
186;563.0;631.0;6;
187;534.0;436.0;8;
188;827.0;442.0;5;
189;133.0;613.0;10;
190;621.0;826.0;9;
191;413.0;789.0;7;
192;241.0;566.0;7;
193;112.0;954.0;6;
194;676.0;578.0;10;
195;959.0;318.0;8;
196;279.0;920.0;8;
197;699.0;853.0;5;
198;424.0;865.0;9;
199;479.0;901.0;9;
200;834.0;692.0;6;
201;720.0;338.0;8;
202;780.0;562.0;5;
203;893.0;151.0;7;
204;676.0;611.0;6;
205;129.0;992.0;6;
206;967.0;513.0;8;
207;281.0;846.0;5;
208;795.0;545.0;10;
209;961.0;345.0;9;
210;622.0;24.0;9;
211;215.0;578.0;10;
212;369.0;150.0;8;
213;26.0;657.0;8;
214;446.0;274.0;7;
215;818.0;548.0;5;
216;691.0;270.0;6;
217;549.0;852.0;5;
218;456.0;893.0;5;
219;403.0;554.0;10;
220;943.0;428.0;10;
221;765.0;882.0;6;
222;917.0;833.0;10;
223;957.0;64.0;6;
224;282.0;840.0;7;
225;445.0;300.0;6;
226;1000.0;957.0;10;
227;537.0;982.0;9;
228;921.0;567.0;5;
229;403.0;776.0;5;
230;888.0;574.0;9;
231;390.0;978.0;10;
232;818.0;921.0;5;
233;377.0;63.0;10;
234;729.0;274.0;5;
235;329.0;188.0;8;
236;438.0;974.0;8;
237;3.0;191.0;10;
238;813.0;658.0;6;
239;529.0;884.0;7;
240;14.0;972.0;5;
241;225.0;221.0;8;
242;430.0;892.0;7;
243;901.0;785.0;9;
