Nodo;X;Y;Demanda;Capacidad
1;0.0;0.0;0;357
2;105.0;333.0;5;
3;214.0;377.0;3;
4;36.0;882.0;10;
5;882.0;62.0;4;
6;939.0;77.0;6;
7;703.0;60.0;1;
8;25.0;701.0;6;
9;216.0;363.0;4;
10;911.0;80.0;4;
11;0.0;636.0;6;
12;222.0;321.0;8;
13;820.0;30.0;7;
14;189.0;249.0;6;
15;143.0;664.0;2;
16;43.0;604.0;2;
17;136.0;330.0;4;
18;193.0;367.0;5;
19;31.0;667.0;3;
20;127.0;290.0;8;
21;308.0;584.0;5;
22;202.0;247.0;9;
23;170.0;617.0;5;
24;762.0;15.0;5;
25;65.0;341.0;5;
26;139.0;746.0;62;
27;947.0;179.0;5;
28;71.0;283.0;6;
29;701.0;96.0;5;
30;61.0;257.0;3;
31;135.0;638.0;6;
32;88.0;353.0;78;
33;876.0;138.0;10;
34;328.0;432.0;4;
35;58.0;633.0;2;
36;28.0;637.0;4;
37;197.0;82.0;2;
38;14.0;568.0;4;
39;182.0;430.0;1;
40;837.0;130.0;8;
41;40.0;736.0;7;
42;58.0;347.0;1;
43;130.0;188.0;4;
44;41.0;527.0;1;
45;25.0;402.0;71;
46;88.0;460.0;9;
47;407.0;584.0;5;
48;988.0;129.0;9;
49;205.0;681.0;2;
50;817.0;47.0;9;
51;90.0;603.0;1;
52;138.0;209.0;8;
53;850.0;49.0;2;
54;244.0;288.0;93;
55;46.0;730.0;5;
56;91.0;447.0;2;
57;789.0;50.0;10;
58;812.0;4.0;4;
59;802.0;46.0;6;
60;219.0;384.0;6;
61;750.0;34.0;5;
62;190.0;259.0;6;
63;798.0;66.0;1;
64;158.0;643.0;10;
65;76.0;158.0;4;
66;132.0;408.0;9;
67;152.0;374.0;9;
68;741.0;156.0;3;
69;119.0;280.0;1;
70;855.0;132.0;2;
71;218.0;251.0;9;
72;882.0;34.0;8;
73;872.0;84.0;9;
74;108.0;670.0;5;
75;55.0;845.0;6;
76;246.0;308.0;9;
77;13.0;621.0;6;
78;30.0;533.0;7;
79;94.0;360.0;7;
80;237.0;352.0;5;
81;113.0;338.0;3;
82;131.0;271.0;1;
83;60.0;447.0;4;
84;867.0;57.0;3;
85;260.0;169.0;61;
86;645.0;4.0;10;
87;74.0;335.0;7;
88;648.0;50.0;1;
89;193.0;331.0;6;
90;203.0;318.0;6;
91;856.0;36.0;10;
92;819.0;88.0;1;
93;639.0;379.0;2;
94;151.0;423.0;7;
95;173.0;299.0;2;
96;67.0;824.0;2;
97;838.0;39.0;1;
98;936.0;43.0;6;
99;79.0;452.0;4;
100;216.0;282.0;3;
101;45.0;881.0;7;
102;895.0;35.0;71;
103;54.0;705.0;9;
104;220.0;249.0;2;
105;6.0;612.0;5;
106;137.0;795.0;5;
107;178.0;293.0;4;
108;24.0;643.0;6;
109;64.0;644.0;3;
110;103.0;285.0;9;
111;111.0;758.0;7;
112;662.0;226.0;6;
113;91.0;411.0;9;
114;138.0;451.0;7;
115;96.0;371.0;3;
116;190.0;477.0;4;
117;285.0;503.0;9;
118;379.0;388.0;3;
119;59.0;726.0;1;
120;2.0;729.0;9;
121;105.0;372.0;1;
122;59.0;583.0;8;
123;48.0;675.0;7;
124;123.0;249.0;7;
125;104.0;218.0;8;
126;75.0;459.0;6;
127;94.0;437.0;3;
128;117.0;636.0;8;
129;30.0;625.0;6;
130;271.0;361.0;3;
131;60.0;492.0;91;
132;192.0;732.0;77;
133;84.0;474.0;9;
134;47.0;214.0;56;
135;285.0;605.0;2;
136;108.0;416.0;4;
137;127.0;388.0;1;
138;56.0;379.0;1;
139;80.0;385.0;9;
140;76.0;621.0;6;
141;136.0;435.0;5;
142;763.0;132.0;1;
143;692.0;136.0;10;
144;862.0;216.0;4;
145;113.0;463.0;6;
146;421.0;414.0;1;
147;249.0;104.0;9;
148;842.0;78.0;9;
149;168.0;310.0;8;
150;158.0;524.0;3;
151;268.0;244.0;3;
152;355.0;431.0;3;
153;240.0;515.0;3;
154;97.0;398.0;6;
155;150.0;240.0;3;
156;154.0;255.0;80;
157;58.0;275.0;3;
158;955.0;3.0;9;
159;41.0;583.0;7;
160;67.0;707.0;9;
161;68.0;168.0;78;
162;823.0;8.0;4;
163;239.0;321.0;5;
164;805.0;49.0;6;
165;141.0;693.0;3;
166;110.0;470.0;7;
167;864.0;54.0;10;
168;24.0;445.0;9;
169;194.0;629.0;1;
170;12.0;422.0;9;
171;866.0;33.0;6;
172;712.0;121.0;2;
173;968.0;195.0;9;
174;200.0;301.0;2;
175;115.0;410.0;8;
176;72.0;359.0;8;
177;241.0;272.0;6;
178;277.0;403.0;10;
179;132.0;449.0;4;
180;774.0;16.0;5;
181;66.0;349.0;6;
182;128.0;312.0;72;
183;167.0;249.0;5;
184;171.0;250.0;10;
185;306.0;232.0;2;
186;105.0;626.0;7;
187;252.0;487.0;3;
188;104.0;526.0;6;
189;167.0;334.0;4;
190;18.0;414.0;2;
191;78.0;607.0;1;
192;545.0;26.0;66;
193;342.0;208.0;2;
194;37.0;360.0;5;
195;830.0;101.0;1;
196;133.0;219.0;8;
197;134.0;556.0;4;
198;143.0;278.0;9;
199;41.0;256.0;6;
200;421.0;80.0;6;
201;80.0;478.0;2;
202;123.0;336.0;1;
203;806.0;77.0;10;
204;41.0;453.0;9;
205;120.0;524.0;8;
206;448.0;449.0;4;
207;123.0;705.0;6;
208;217.0;260.0;2;
209;164.0;261.0;2;
210;221.0;724.0;8;
211;95.0;303.0;86;
212;947.0;86.0;1;
213;805.0;28.0;5;
214;45.0;663.0;7;
215;856.0;28.0;1;
216;175.0;372.0;9;
217;738.0;192.0;66;
218;374.0;668.0;1;
219;71.0;569.0;5;
220;273.0;421.0;2;
221;112.0;395.0;10;
222;757.0;85.0;3;
223;174.0;572.0;6;
224;150.0;156.0;10;
225;174.0;278.0;7;
226;125.0;380.0;92;
227;295.0;518.0;2;
228;171.0;213.0;1;
229;171.0;636.0;5;
230;163.0;144.0;3;
231;204.0;33.0;3;
232;55.0;390.0;9;
233;188.0;549.0;4;
234;84.0;630.0;7;
235;99.0;895.0;9;
236;153.0;315.0;9;
237;11.0;181.0;4;
238;822.0;95.0;3;
239;181.0;333.0;4;
240;208.0;293.0;1;
241;135.0;268.0;6;
242;86.0;730.0;10;
243;16.0;668.0;6;
244;81.0;442.0;1;
245;11.0;403.0;10;
246;855.0;114.0;9;
247;307.0;792.0;10;
248;845.0;56.0;4;
249;593.0;39.0;4;
250;190.0;247.0;59;
251;252.0;404.0;1;
252;146.0;265.0;8;
253;114.0;405.0;1;
254;226.0;571.0;5;
255;6.0;293.0;8;
256;134.0;618.0;8;
257;109.0;398.0;5;
258;146.0;408.0;10;
259;240.0;451.0;8;
260;129.0;750.0;10;
261;78.0;699.0;5;
262;810.0;66.0;6;
263;191.0;457.0;10;
264;164.0;603.0;6;
265;806.0;30.0;5;
266;188.0;321.0;10;
267;117.0;677.0;1;
268;759.0;26.0;1;
269;212.0;335.0;9;
270;857.0;22.0;2;
271;113.0;262.0;76;
272;43.0;607.0;8;
273;83.0;730.0;1;
274;169.0;389.0;4;
275;62.0;600.0;4;
276;106.0;616.0;6;
277;716.0;91.0;10;
278;274.0;568.0;10;
279;193.0;392.0;10;
280;508.0;827.0;9;
281;112.0;344.0;5;
282;387.0;376.0;9;
283;64.0;411.0;6;
284;62.0;698.0;5;
285;54.0;762.0;10;
286;168.0;361.0;8;
287;251.0;321.0;1;
288;61.0;482.0;1;
289;67.0;637.0;8;
290;196.0;287.0;2;
291;841.0;70.0;6;
292;794.0;84.0;7;
293;172.0;288.0;6;
294;304.0;232.0;3;
295;324.0;251.0;10;
296;813.0;41.0;6;
297;253.0;188.0;2;
298;850.0;46.0;3;
299;86.0;516.0;6;
300;110.0;398.0;3;
301;295.0;264.0;1;
302;802.0;188.0;6;
303;234.0;426.0;9;
304;73.0;616.0;3;
305;826.0;54.0;2;
306;55.0;648.0;9;
307;174.0;673.0;10;
308;188.0;908.0;2;
309;225.0;511.0;1;
310;200.0;357.0;5;
311;879.0;47.0;1;
312;95.0;636.0;1;
313;42.0;648.0;6;
314;99.0;633.0;7;
315;798.0;67.0;1;
316;176.0;510.0;3;
317;158.0;290.0;3;
318;151.0;687.0;9;
319;48.0;696.0;5;
320;105.0;441.0;8;
321;858.0;153.0;9;
322;252.0;440.0;6;
323;807.0;96.0;5;
324;303.0;321.0;6;
325;911.0;6.0;1;
326;240.0;495.0;10;
327;167.0;278.0;2;
328;830.0;82.0;8;
329;246.0;309.0;4;
330;726.0;3.0;1;
331;194.0;400.0;8;
332;40.0;534.0;8;
333;187.0;650.0;8;
334;114.0;746.0;1;
335;295.0;292.0;2;
336;0.0;392.0;1;
337;89.0;408.0;7;
338;74.0;332.0;8;
339;135.0;703.0;9;
340;338.0;585.0;56;
341;122.0;80.0;2;
342;62.0;628.0;2;
343;67.0;413.0;3;
344;197.0;275.0;6;
345;729.0;130.0;9;
346;329.0;235.0;6;
347;95.0;500.0;3;
348;10.0;822.0;7;
349;69.0;233.0;4;
350;89.0;555.0;7;
351;277.0;508.0;2;
352;175.0;413.0;2;
353;767.0;23.0;3;
354;794.0;57.0;95;
355;88.0;412.0;9;
356;107.0;328.0;95;
357;384.0;365.0;6;
358;258.0;330.0;73;
359;225.0;261.0;5;
360;851.0;57.0;3;
361;215.0;422.0;5;
362;162.0;302.0;10;
363;70.0;495.0;6;
364;112.0;689.0;9;
365;46.0;644.0;1;
366;76.0;767.0;7;
367;315.0;357.0;1;
368;153.0;322.0;7;
369;135.0;438.0;4;
370;145.0;399.0;10;
371;73.0;699.0;9;
372;661.0;26.0;6;
373;220.0;318.0;9;
374;390.0;377.0;8;
375;9.0;387.0;5;
376;160.0;529.0;5;
377;257.0;349.0;8;
378;688.0;39.0;2;
379;768.0;79.0;3;
380;72.0;332.0;3;
381;95.0;592.0;6;
382;152.0;292.0;3;
383;100.0;389.0;9;
384;85.0;458.0;7;
385;4.0;672.0;9;
386;81.0;275.0;10;
387;39.0;414.0;9;
388;199.0;212.0;9;
389;844.0;15.0;6;
390;167.0;314.0;2;
391;117.0;635.0;54;
392;172.0;652.0;8;
393;308.0;380.0;8;
394;322.0;336.0;8;
395;86.0;313.0;2;
396;118.0;206.0;7;
397;249.0;269.0;2;
398;123.0;292.0;3;
399;71.0;188.0;10;
400;866.0;132.0;1;
401;923.0;119.0;7;
402;65.0;355.0;4;
403;89.0;357.0;6;
404;809.0;124.0;9;
405;120.0;653.0;3;
406;250.0;272.0;3;
407;11.0;639.0;1;
408;72.0;639.0;3;
409;109.0;700.0;6;
410;795.0;103.0;65;
411;115.0;515.0;4;
412;277.0;272.0;3;
413;151.0;315.0;1;
414;58.0;673.0;1;
415;330.0;394.0;7;
416;918.0;27.0;6;
417;841.0;30.0;5;
418;92.0;384.0;4;
419;185.0;546.0;6;
420;135.0;244.0;7;
421;211.0;370.0;8;
422;927.0;104.0;3;
423;162.0;306.0;2;
424;205.0;368.0;9;
425;766.0;83.0;2;
426;215.0;315.0;4;
427;220.0;403.0;1;
428;756.0;77.0;5;
429;232.0;289.0;4;
430;203.0;736.0;5;
431;846.0;122.0;6;
432;59.0;644.0;6;
433;100.0;376.0;7;
434;124.0;358.0;10;
435;162.0;684.0;1;
436;792.0;50.0;5;
437;96.0;399.0;4;
438;356.0;362.0;76;
439;778.0;77.0;2;
440;835.0;116.0;2;
441;72.0;360.0;3;
442;209.0;305.0;8;
443;51.0;562.0;4;
444;533.0;342.0;4;
445;94.0;628.0;3;
446;116.0;736.0;10;
447;872.0;30.0;99;
448;754.0;94.0;1;
449;185.0;297.0;9;
450;104.0;311.0;3;
451;719.0;95.0;7;
452;179.0;436.0;1;
453;195.0;598.0;4;
454;208.0;676.0;6;
455;89.0;423.0;7;
456;95.0;153.0;8;
457;188.0;301.0;5;
458;136.0;336.0;8;
459;795.0;108.0;9;
460;49.0;578.0;5;
461;876.0;17.0;6;
462;752.0;15.0;4;
463;292.0;418.0;7;
464;278.0;245.0;6;
465;136.0;654.0;6;
466;980.0;23.0;7;
467;412.0;587.0;4;
468;254.0;276.0;3;
469;278.0;100.0;10;
470;151.0;494.0;2;
471;102.0;344.0;85;
472;767.0;94.0;5;
473;420.0;477.0;6;
474;814.0;5.0;1;
475;129.0;357.0;2;
476;58.0;325.0;3;
477;29.0;629.0;10;
478;103.0;292.0;6;
479;37.0;694.0;4;
480;813.0;85.0;5;
481;279.0;729.0;5;
482;106.0;255.0;3;
483;91.0;341.0;1;
484;110.0;499.0;1;
485;208.0;407.0;9;
486;775.0;25.0;10;
487;23.0;724.0;68;
488;300.0;447.0;1;
489;883.0;94.0;4;
490;314.0;367.0;8;
491;280.0;179.0;6;
492;216.0;817.0;1;
493;101.0;363.0;10;
494;54.0;357.0;7;
495;683.0;279.0;3;
496;21.0;356.0;10;
497;189.0;706.0;7;
498;134.0;205.0;2;
499;102.0;593.0;4;
500;110.0;502.0;10;
501;52.0;334.0;3;
502;90.0;185.0;8;
503;225.0;521.0;98;
504;788.0;58.0;7;
505;727.0;55.0;10;
506;195.0;350.0;72;
507;111.0;338.0;3;
508;811.0;120.0;7;
509;189.0;420.0;7;
510;247.0;402.0;10;
511;104.0;132.0;1;
512;801.0;34.0;4;
513;114.0;485.0;2;
514;153.0;319.0;7;
515;7.0;172.0;6;
516;34.0;546.0;7;
517;74.0;631.0;7;
518;147.0;769.0;4;
519;283.0;193.0;8;
520;70.0;651.0;10;
521;877.0;25.0;2;
522;143.0;373.0;8;
523;274.0;388.0;5;
524;39.0;644.0;9;
525;189.0;247.0;8;
526;139.0;782.0;6;
527;58.0;219.0;3;
528;198.0;367.0;2;
529;143.0;666.0;7;
530;127.0;300.0;5;
531;74.0;440.0;8;
532;809.0;43.0;7;
533;169.0;388.0;4;
534;80.0;729.0;2;
535;9.0;595.0;7;
536;122.0;428.0;10;
537;151.0;413.0;10;
538;83.0;315.0;7;
539;66.0;695.0;5;
540;72.0;552.0;4;
541;14.0;655.0;9;
542;316.0;435.0;2;
543;173.0;342.0;2;
