Nodo;X;Y;Demanda;Capacidad
1;500.0;500.0;0;45
2;621.0;577.0;1;
3;38.0;939.0;1;
4;226.0;587.0;1;
5;155.0;589.0;1;
6;82.0;551.0;1;
7;603.0;75.0;1;
8;879.0;238.0;1;
9;185.0;470.0;1;
10;5.0;195.0;1;
11;233.0;546.0;1;
12;159.0;846.0;1;
13;273.0;651.0;1;
14;336.0;50.0;1;
15;192.0;613.0;1;
16;212.0;616.0;1;
17;514.0;942.0;1;
18;640.0;285.0;1;
19;807.0;931.0;1;
20;959.0;868.0;1;
21;558.0;654.0;1;
22;83.0;618.0;1;
23;85.0;56.0;1;
24;123.0;381.0;1;
25;469.0;345.0;1;
26;326.0;434.0;1;
27;181.0;597.0;1;
28;902.0;671.0;1;
29;355.0;350.0;1;
30;943.0;65.0;1;
31;875.0;407.0;1;
32;160.0;336.0;1;
33;640.0;938.0;1;
34;254.0;724.0;1;
35;796.0;805.0;1;
36;100.0;746.0;1;
37;415.0;649.0;1;
38;109.0;612.0;1;
39;39.0;889.0;1;
40;27.0;913.0;1;
41;32.0;521.0;1;
42;788.0;868.0;1;
43;843.0;467.0;1;
44;240.0;876.0;1;
45;27.0;782.0;1;
46;101.0;761.0;1;
47;585.0;872.0;1;
48;433.0;235.0;1;
49;222.0;959.0;1;
50;850.0;380.0;1;
51;761.0;47.0;1;
52;745.0;594.0;1;
53;157.0;740.0;1;
54;115.0;870.0;1;
55;154.0;822.0;1;
56;762.0;451.0;1;
57;447.0;623.0;1;
58;158.0;726.0;1;
59;340.0;541.0;1;
60;129.0;508.0;1;
61;633.0;342.0;1;
62;125.0;669.0;1;
63;200.0;55.0;1;
64;128.0;820.0;1;
65;111.0;835.0;1;
66;662.0;177.0;1;
67;132.0;836.0;1;
68;758.0;686.0;1;
69;171.0;854.0;1;
70;270.0;718.0;1;
71;560.0;230.0;1;
72;667.0;666.0;1;
73;357.0;80.0;1;
74;837.0;710.0;1;
75;113.0;645.0;1;
76;144.0;472.0;1;
77;132.0;521.0;1;
78;176.0;799.0;1;
79;560.0;452.0;1;
80;47.0;766.0;1;
81;727.0;104.0;1;
82;180.0;285.0;1;
83;378.0;864.0;1;
84;243.0;439.0;1;
85;336.0;243.0;1;
86;69.0;995.0;1;
87;151.0;541.0;1;
88;398.0;110.0;1;
89;100.0;842.0;1;
90;513.0;621.0;1;
91;511.0;688.0;1;
92;9.0;798.0;1;
93;142.0;226.0;1;
94;259.0;322.0;1;
95;173.0;760.0;1;
96;123.0;281.0;1;
97;195.0;884.0;1;
98;235.0;835.0;1;
99;36.0;688.0;1;
100;238.0;570.0;1;
101;187.0;548.0;1;
102;307.0;511.0;1;
103;88.0;832.0;1;
104;66.0;618.0;1;
105;268.0;498.0;1;
106;162.0;877.0;1;
107;58.0;938.0;1;
108;866.0;965.0;1;
109;67.0;824.0;1;
110;47.0;374.0;1;
111;148.0;671.0;1;
112;214.0;936.0;1;
113;89.0;597.0;1;
114;219.0;514.0;1;
115;148.0;526.0;1;
116;330.0;361.0;1;
117;171.0;935.0;1;
118;50.0;792.0;1;
119;62.0;705.0;1;
120;144.0;477.0;1;
121;239.0;444.0;1;
122;41.0;619.0;1;
123;30.0;941.0;1;
124;996.0;680.0;1;
125;157.0;458.0;1;
126;110.0;570.0;1;
127;223.0;889.0;1;
128;133.0;513.0;1;
129;23.0;685.0;1;
130;337.0;238.0;1;
131;93.0;553.0;1;
132;102.0;825.0;1;
133;160.0;528.0;1;
134;460.0;506.0;1;
135;146.0;543.0;1;
136;93.0;602.0;1;
137;629.0;568.0;1;
