Nodo;X;Y;Demanda
1;396.0;155.0;0
2;204.0;34.0;66
3;114.0;621.0;17
4;595.0;489.0;36
5;661.0;848.0;67
6;766.0;905.0;95
7;802.0;898.0;63
8;55.0;168.0;95
9;862.0;328.0;47
10;175.0;81.0;79
11;851.0;640.0;80
12;11.0;90.0;82
13;923.0;779.0;51
14;188.0;91.0;69
15;28.0;90.0;65
16;86.0;87.0;92
17;870.0;305.0;20
18;605.0;527.0;59
19;44.0;169.0;89
20;120.0;43.0;75
21;635.0;118.0;15
22;786.0;839.0;86
23;407.0;132.0;90
24;211.0;34.0;100
25;726.0;824.0;67
26;132.0;37.0;92
27;70.0;956.0;21
28;845.0;484.0;28
29;635.0;569.0;59
30;478.0;145.0;75
31;393.0;139.0;59
32;621.0;818.0;61
33;328.0;914.0;15
34;506.0;177.0;18
35;72.0;433.0;93
36;678.0;727.0;51
37;192.0;163.0;68
38;75.0;137.0;70
39;61.0;141.0;67
40;256.0;161.0;82
41;683.0;873.0;89
42;831.0;711.0;81
43;755.0;798.0;91
44;277.0;898.0;5
45;348.0;508.0;32
46;893.0;778.0;70
47;979.0;827.0;97
48;225.0;164.0;72
49;348.0;982.0;4
50;991.0;172.0;43
51;189.0;46.0;54
52;548.0;300.0;35
53;17.0;887.0;8
54;312.0;1.0;53
55;180.0;18.0;99
56;804.0;897.0;52
57;2.0;529.0;28
58;900.0;925.0;75
59;113.0;136.0;89
60;734.0;813.0;70
61;167.0;96.0;78
62;52.0;67.0;90
63;817.0;839.0;98
64;669.0;254.0;36
65;197.0;268.0;68
66;81.0;139.0;86
67;489.0;790.0;14
68;471.0;343.0;56
69;260.0;112.0;90
70;82.0;144.0;60
71;768.0;776.0;98
72;60.0;52.0;76
73;798.0;63.0;47
74;677.0;149.0;36
75;503.0;154.0;22
76;812.0;157.0;10
77;75.0;847.0;3
78;932.0;276.0;44
79;514.0;772.0;91
80;363.0;358.0;66
81;171.0;91.0;100
82;912.0;6.0;44
83;55.0;143.0;85
84;302.0;178.0;77
85;701.0;797.0;97
86;854.0;845.0;91
87;606.0;148.0;28
88;376.0;464.0;99
89;607.0;364.0;7
90;30.0;113.0;85
91;101.0;495.0;64
92;714.0;884.0;77
93;340.0;456.0;86
94;745.0;979.0;93
95;815.0;528.0;94
96;706.0;837.0;68
97;29.0;155.0;100
98;161.0;155.0;83
99;388.0;743.0;39
100;969.0;667.0;73
101;676.0;745.0;70
102;609.0;485.0;41
103;187.0;121.0;53
104;945.0;190.0;27
105;631.0;718.0;57
106;881.0;980.0;69
107;158.0;118.0;92
108;76.0;119.0;62
109;791.0;789.0;51
110;304.0;359.0;86
111;600.0;599.0;59
112;762.0;828.0;92
113;722.0;823.0;75
114;881.0;933.0;78
115;33.0;264.0;78
116;357.0;767.0;19
117;183.0;48.0;86
118;320.0;559.0;1
119;59.0;611.0;33
120;445.0;371.0;51
121;125.0;220.0;87
122;191.0;826.0;26
123;791.0;745.0;70
124;100.0;172.0;94
125;714.0;831.0;83
126;163.0;60.0;91
127;621.0;93.0;22
128;944.0;78.0;35
129;852.0;882.0;53
130;759.0;525.0;67
131;986.0;627.0;61
132;806.0;485.0;28
133;596.0;944.0;63
134;336.0;657.0;25
135;379.0;848.0;36
136;202.0;43.0;62
137;143.0;108.0;73
138;175.0;98.0;95
139;805.0;710.0;78
140;846.0;736.0;58
141;303.0;928.0;12
142;804.0;782.0;88
143;26.0;34.0;100
144;85.0;163.0;53
145;588.0;401.0;8
146;401.0;100.0;75
147;39.0;347.0;64
148;393.0;242.0;65
149;486.0;716.0;42
150;360.0;891.0;6
151;883.0;596.0;70
152;736.0;746.0;58
153;737.0;747.0;100
154;711.0;597.0;89
155;178.0;9.0;88
156;166.0;164.0;63
157;518.0;649.0;52
158;3.0;107.0;71
159;67.0;168.0;85
160;32.0;134.0;77
161;541.0;71.0;36
162;6.0;87.0;56
163;82.0;156.0;63
164;314.0;81.0;60
165;879.0;201.0;35
166;775.0;956.0;85
167;735.0;797.0;79
168;897.0;704.0;63
169;759.0;824.0;81
170;181.0;30.0;60
171;155.0;9.0;99
172;635.0;820.0;69
173;138.0;49.0;73
174;753.0;847.0;71
175;751.0;771.0;81
176;390.0;544.0;45
177;781.0;859.0;85
178;732.0;805.0;84
179;951.0;924.0;54
180;209.0;472.0;68
181;110.0;90.0;57
182;90.0;326.0;80
183;544.0;959.0;93
