Nodo;X;Y;Demanda;Capacidad
1;0.0;0.0;0;479
2;360.0;14.0;63;
3;161.0;99.0;91;
4;971.0;542.0;76;
5;39.0;70.0;84;
6;5.0;178.0;75;
7;959.0;49.0;55;
8;849.0;602.0;58;
9;878.0;67.0;100;
10;749.0;674.0;51;
11;795.0;669.0;50;
12;480.0;790.0;71;
13;773.0;599.0;66;
14;751.0;66.0;59;
15;531.0;903.0;73;
16;830.0;615.0;93;
17;5.0;84.0;70;
18;779.0;922.0;70;
19;543.0;980.0;79;
20;52.0;297.0;58;
21;797.0;475.0;55;
22;15.0;143.0;71;
23;80.0;298.0;84;
24;8.0;87.0;89;
25;32.0;77.0;73;
26;714.0;569.0;93;
27;716.0;159.0;59;
28;38.0;119.0;74;
29;4.0;35.0;50;
30;688.0;696.0;54;
31;818.0;715.0;71;
32;835.0;571.0;84;
33;535.0;682.0;92;
34;633.0;568.0;79;
35;579.0;574.0;65;
36;43.0;102.0;53;
37;810.0;502.0;75;
38;870.0;654.0;94;
39;891.0;737.0;84;
40;433.0;265.0;75;
41;179.0;221.0;77;
42;956.0;931.0;77;
43;903.0;740.0;67;
44;53.0;166.0;96;
45;120.0;707.0;57;
46;563.0;67.0;96;
47;749.0;660.0;59;
48;698.0;742.0;100;
49;511.0;161.0;82;
50;830.0;747.0;82;
51;98.0;262.0;99;
52;10.0;740.0;52;
53;391.0;289.0;79;
54;728.0;945.0;91;
55;70.0;224.0;75;
56;438.0;836.0;81;
57;794.0;36.0;78;
58;871.0;22.0;99;
59;170.0;130.0;92;
60;837.0;130.0;68;
61;988.0;274.0;78;
62;684.0;763.0;58;
63;150.0;187.0;88;
64;31.0;108.0;93;
65;608.0;805.0;67;
66;82.0;52.0;85;
67;448.0;922.0;83;
68;929.0;762.0;76;
69;328.0;76.0;97;
70;721.0;651.0;83;
71;154.0;968.0;85;
72;67.0;297.0;61;
73;233.0;49.0;65;
74;185.0;822.0;69;
75;149.0;211.0;53;
76;152.0;41.0;76;
77;0.0;109.0;68;
78;186.0;328.0;77;
79;777.0;619.0;82;
80;794.0;523.0;98;
81;264.0;562.0;75;
82;822.0;213.0;55;
83;352.0;6.0;66;
84;39.0;149.0;53;
85;242.0;995.0;51;
86;690.0;891.0;97;
87;587.0;925.0;99;
88;753.0;501.0;94;
89;368.0;597.0;77;
90;744.0;240.0;61;
91;765.0;631.0;56;
92;958.0;631.0;78;
93;774.0;612.0;67;
94;185.0;498.0;85;
