Nodo;X;Y;Demanda;Capacidad
1;500.0;500.0;0;415
2;925.0;870.0;7;
3;933.0;709.0;1;
4;811.0;233.0;7;
5;963.0;946.0;1;
6;858.0;132.0;8;
7;697.0;145.0;10;
8;963.0;835.0;1;
9;730.0;122.0;7;
10;750.0;121.0;7;
11;678.0;746.0;4;
12;916.0;715.0;5;
13;955.0;807.0;7;
14;597.0;394.0;7;
15;564.0;197.0;4;
16;506.0;397.0;5;
17;803.0;891.0;10;
18;959.0;868.0;7;
19;1000.0;867.0;7;
20;550.0;131.0;9;
21;754.0;294.0;2;
22;903.0;945.0;2;
23;833.0;157.0;8;
24;1000.0;762.0;6;
25;911.0;886.0;8;
26;860.0;926.0;7;
27;682.0;426.0;1;
28;759.0;136.0;6;
29;706.0;308.0;4;
30;895.0;856.0;1;
31;752.0;218.0;4;
32;951.0;986.0;2;
33;973.0;874.0;2;
34;978.0;916.0;7;
35;884.0;542.0;3;
36;634.0;69.0;1;
37;1000.0;807.0;9;
38;879.0;805.0;1;
39;931.0;884.0;4;
40;634.0;295.0;5;
41;832.0;782.0;10;
42;797.0;820.0;5;
43;689.0;139.0;2;
44;974.0;852.0;1;
45;957.0;922.0;8;
46;859.0;660.0;8;
47;845.0;921.0;5;
48;647.0;167.0;6;
49;997.0;814.0;10;
50;612.0;93.0;10;
51;697.0;115.0;6;
52;923.0;820.0;4;
53;480.0;118.0;2;
54;710.0;604.0;5;
55;846.0;172.0;7;
56;765.0;36.0;10;
57;629.0;137.0;5;
58;968.0;873.0;8;
59;570.0;165.0;1;
60;975.0;878.0;9;
61;906.0;163.0;9;
62;670.0;152.0;9;
63;764.0;211.0;7;
64;786.0;909.0;5;
65;843.0;708.0;7;
66;955.0;835.0;3;
67;929.0;876.0;8;
68;803.0;791.0;10;
69;532.0;319.0;5;
70;757.0;680.0;2;
71;739.0;149.0;5;
72;715.0;236.0;10;
73;648.0;163.0;3;
74;902.0;744.0;3;
75;628.0;346.0;4;
76;819.0;186.0;10;
77;692.0;180.0;3;
78;696.0;175.0;8;
79;903.0;810.0;3;
80;944.0;857.0;9;
81;688.0;819.0;9;
82;934.0;808.0;5;
83;772.0;147.0;3;
84;847.0;761.0;10;
85;691.0;101.0;1;
86;445.0;254.0;8;
87;987.0;970.0;2;
88;645.0;111.0;1;
89;491.0;251.0;7;
90;687.0;209.0;10;
91;714.0;17.0;10;
92;992.0;915.0;6;
93;844.0;908.0;4;
94;738.0;139.0;10;
95;761.0;90.0;7;
96;962.0;847.0;2;
97;690.0;102.0;4;
98;586.0;87.0;2;
99;935.0;840.0;9;
100;793.0;855.0;9;
101;971.0;960.0;4;
102;872.0;824.0;4;
103;466.0;89.0;6;
104;943.0;921.0;7;
105;965.0;893.0;8;
106;642.0;116.0;7;
107;628.0;285.0;9;
108;934.0;756.0;10;
109;990.0;842.0;2;
110;983.0;973.0;4;
111;605.0;123.0;10;
112;914.0;768.0;2;
113;685.0;195.0;6;
114;614.0;235.0;7;
115;675.0;117.0;2;
116;864.0;42.0;1;
117;793.0;226.0;4;
118;958.0;740.0;6;
119;928.0;823.0;4;
120;971.0;875.0;5;
121;879.0;354.0;5;
122;793.0;147.0;9;
123;688.0;87.0;4;
124;779.0;96.0;7;
125;945.0;888.0;7;
126;508.0;224.0;5;
127;937.0;824.0;3;
128;864.0;776.0;1;
129;628.0;209.0;4;
130;889.0;683.0;7;
131;980.0;854.0;4;
132;855.0;74.0;1;
133;608.0;269.0;8;
134;755.0;206.0;8;
135;647.0;318.0;7;
136;885.0;863.0;6;
137;707.0;83.0;1;
138;693.0;140.0;4;
139;989.0;817.0;6;
140;536.0;248.0;3;
141;721.0;204.0;4;
142;703.0;116.0;5;
143;947.0;702.0;10;
144;565.0;115.0;5;
145;772.0;307.0;1;
146;898.0;914.0;10;
147;851.0;942.0;3;
148;726.0;46.0;4;
149;772.0;245.0;5;
150;804.0;876.0;9;
151;659.0;99.0;9;
152;612.0;129.0;3;
153;940.0;863.0;3;
154;947.0;860.0;5;
155;530.0;140.0;4;
156;861.0;766.0;5;
157;952.0;838.0;10;
158;809.0;835.0;4;
159;921.0;825.0;7;
160;960.0;721.0;3;
161;620.0;267.0;2;
162;539.0;279.0;5;
163;725.0;192.0;6;
164;785.0;107.0;6;
165;895.0;784.0;5;
166;696.0;314.0;3;
167;938.0;667.0;10;
168;852.0;197.0;2;
169;725.0;177.0;8;
170;771.0;57.0;7;
171;819.0;293.0;10;
172;892.0;821.0;6;
173;643.0;115.0;10;
174;690.0;10.0;3;
175;656.0;134.0;1;
176;931.0;925.0;10;
177;681.0;24.0;5;
178;900.0;896.0;10;
179;686.0;145.0;7;
180;652.0;33.0;6;
181;914.0;868.0;4;
182;665.0;154.0;1;
183;918.0;868.0;4;
184;991.0;854.0;9;
185;684.0;3.0;8;
186;543.0;153.0;1;
187;709.0;161.0;2;
188;694.0;287.0;9;
189;958.0;816.0;4;
190;756.0;76.0;6;
191;812.0;174.0;1;
192;957.0;819.0;3;
193;984.0;847.0;6;
194;768.0;73.0;8;
195;698.0;69.0;10;
196;664.0;845.0;5;
197;862.0;848.0;9;
198;647.0;124.0;8;
199;780.0;931.0;6;
200;570.0;123.0;2;
201;988.0;798.0;5;
202;976.0;830.0;1;
203;850.0;795.0;8;
204;707.0;190.0;9;
205;958.0;845.0;3;
206;643.0;212.0;1;
207;932.0;836.0;7;
208;989.0;789.0;3;
209;902.0;884.0;3;
210;741.0;212.0;10;
211;835.0;147.0;3;
212;730.0;103.0;6;
213;690.0;140.0;3;
214;902.0;775.0;7;
215;941.0;803.0;3;
216;907.0;927.0;4;
217;503.0;214.0;8;
218;820.0;148.0;7;
219;959.0;835.0;7;
220;730.0;185.0;7;
221;810.0;241.0;1;
222;715.0;180.0;2;
223;748.0;180.0;6;
224;658.0;76.0;7;
225;678.0;139.0;5;
226;946.0;834.0;9;
227;630.0;176.0;9;
228;795.0;109.0;6;
229;895.0;820.0;1;
230;932.0;832.0;3;
231;738.0;81.0;7;
232;939.0;714.0;2;
233;744.0;231.0;8;
234;965.0;838.0;9;
235;969.0;259.0;4;
236;735.0;876.0;4;
237;666.0;357.0;10;
238;667.0;196.0;6;
239;746.0;695.0;10;
240;619.0;207.0;10;
241;931.0;859.0;1;
242;878.0;796.0;3;
243;992.0;859.0;8;
244;866.0;892.0;4;
245;870.0;860.0;3;
246;653.0;186.0;3;
247;953.0;864.0;10;
248;793.0;783.0;2;
249;723.0;74.0;2;
250;872.0;880.0;4;
251;870.0;815.0;8;
252;887.0;839.0;3;
253;642.0;60.0;8;
254;737.0;122.0;4;
255;666.0;182.0;5;
256;979.0;933.0;10;
257;713.0;241.0;4;
258;993.0;833.0;9;
259;595.0;245.0;2;
260;614.0;179.0;1;
261;651.0;135.0;6;
262;689.0;72.0;3;
263;854.0;898.0;7;
264;709.0;133.0;10;
265;570.0;317.0;7;
266;845.0;837.0;6;
267;662.0;261.0;9;
268;949.0;807.0;1;
269;718.0;28.0;10;
270;647.0;96.0;7;
271;906.0;938.0;3;
272;746.0;301.0;6;
273;548.0;507.0;3;
274;937.0;880.0;6;
275;850.0;767.0;5;
276;927.0;897.0;9;
277;720.0;287.0;4;
278;850.0;654.0;8;
279;946.0;849.0;9;
280;963.0;949.0;1;
281;637.0;182.0;6;
282;674.0;160.0;1;
283;858.0;133.0;7;
284;622.0;218.0;6;
285;768.0;165.0;10;
286;723.0;103.0;10;
287;989.0;889.0;8;
288;920.0;864.0;5;
289;741.0;200.0;6;
290;669.0;123.0;1;
291;946.0;800.0;2;
292;693.0;117.0;9;
293;659.0;189.0;1;
294;960.0;972.0;1;
295;797.0;215.0;7;
296;956.0;888.0;6;
297;678.0;890.0;6;
298;668.0;359.0;10;
299;682.0;137.0;8;
300;668.0;164.0;5;
301;616.0;141.0;9;
302;908.0;763.0;7;
303;689.0;174.0;1;
304;929.0;816.0;6;
305;986.0;869.0;1;
306;661.0;745.0;6;
307;847.0;966.0;8;
308;654.0;98.0;4;
309;565.0;333.0;2;
310;786.0;106.0;3;
311;951.0;932.0;7;
312;844.0;308.0;3;
313;863.0;104.0;6;
314;792.0;743.0;5;
315;891.0;883.0;8;
316;501.0;445.0;1;
317;472.0;200.0;2;
318;917.0;869.0;3;
319;903.0;854.0;8;
320;687.0;79.0;8;
321;784.0;742.0;4;
322;876.0;116.0;4;
323;738.0;117.0;9;
324;762.0;127.0;2;
325;965.0;826.0;2;
326;572.0;140.0;8;
327;918.0;849.0;8;
328;757.0;184.0;1;
329;913.0;800.0;2;
330;736.0;164.0;6;
331;996.0;855.0;8;
332;795.0;260.0;2;
333;724.0;166.0;6;
334;767.0;192.0;5;
335;624.0;338.0;8;
336;663.0;261.0;1;
337;979.0;976.0;9;
338;713.0;28.0;10;
339;749.0;838.0;2;
340;827.0;4.0;5;
341;831.0;756.0;9;
342;709.0;232.0;6;
343;638.0;198.0;2;
344;689.0;82.0;9;
345;936.0;908.0;8;
346;647.0;166.0;8;
347;615.0;242.0;8;
348;812.0;716.0;1;
349;971.0;846.0;2;
350;661.0;6.0;2;
351;699.0;191.0;1;
352;957.0;891.0;2;
353;949.0;827.0;6;
354;769.0;218.0;2;
355;745.0;62.0;7;
356;980.0;819.0;8;
357;688.0;138.0;4;
358;764.0;893.0;8;
359;603.0;57.0;9;
360;731.0;108.0;5;
361;697.0;172.0;10;
362;921.0;793.0;5;
363;536.0;110.0;3;
364;793.0;204.0;4;
365;989.0;861.0;3;
366;902.0;828.0;7;
367;981.0;861.0;8;
368;912.0;828.0;9;
369;640.0;331.0;9;
370;921.0;764.0;7;
371;989.0;974.0;1;
372;523.0;518.0;5;
373;564.0;218.0;5;
374;679.0;187.0;1;
375;648.0;213.0;8;
376;702.0;104.0;5;
377;706.0;119.0;3;
378;726.0;114.0;8;
379;907.0;820.0;5;
380;964.0;803.0;4;
381;911.0;804.0;1;
382;715.0;239.0;6;
383;697.0;360.0;8;
384;648.0;164.0;2;
385;833.0;120.0;3;
386;691.0;326.0;5;
387;964.0;946.0;5;
388;839.0;70.0;9;
389;681.0;188.0;2;
390;675.0;183.0;7;
391;930.0;849.0;4;
392;745.0;898.0;6;
393;657.0;84.0;3;
394;985.0;898.0;3;
395;634.0;102.0;7;
396;729.0;83.0;9;
397;948.0;748.0;10;
398;991.0;718.0;8;
399;577.0;270.0;6;
400;500.0;235.0;7;
401;943.0;811.0;3;
402;841.0;145.0;8;
403;913.0;780.0;4;
404;953.0;815.0;7;
405;935.0;843.0;4;
406;827.0;834.0;9;
407;719.0;208.0;3;
408;653.0;194.0;5;
409;675.0;278.0;9;
410;657.0;263.0;1;
411;767.0;228.0;3;
412;804.0;114.0;8;
413;663.0;297.0;9;
414;999.0;796.0;4;
415;889.0;878.0;9;
416;591.0;59.0;1;
417;736.0;102.0;1;
418;614.0;123.0;6;
419;698.0;174.0;5;
420;671.0;145.0;9;
421;617.0;18.0;7;
422;600.0;118.0;5;
423;989.0;622.0;4;
424;712.0;173.0;6;
425;695.0;444.0;5;
426;684.0;179.0;2;
427;868.0;976.0;10;
428;775.0;260.0;2;
429;523.0;247.0;9;
430;546.0;76.0;6;
431;968.0;902.0;2;
432;960.0;790.0;6;
433;856.0;935.0;4;
434;734.0;968.0;3;
435;864.0;710.0;2;
436;920.0;856.0;1;
437;590.0;255.0;4;
438;895.0;735.0;3;
439;682.0;190.0;5;
440;720.0;5.0;5;
441;777.0;66.0;1;
442;617.0;387.0;6;
443;696.0;110.0;7;
444;787.0;153.0;10;
445;598.0;85.0;10;
446;763.0;180.0;10;
447;431.0;118.0;4;
448;792.0;688.0;9;
449;888.0;837.0;7;
450;621.0;221.0;4;
451;771.0;282.0;4;
452;990.0;914.0;6;
453;741.0;156.0;3;
454;830.0;827.0;8;
455;654.0;197.0;8;
456;982.0;726.0;6;
457;687.0;176.0;2;
458;677.0;172.0;7;
459;861.0;927.0;5;
460;678.0;255.0;3;
461;607.0;175.0;7;
462;934.0;853.0;2;
463;611.0;168.0;2;
464;621.0;88.0;3;
465;788.0;166.0;5;
466;973.0;898.0;4;
467;978.0;748.0;1;
468;740.0;915.0;2;
469;619.0;226.0;8;
470;896.0;775.0;3;
471;605.0;267.0;8;
472;866.0;857.0;1;
473;914.0;620.0;6;
474;624.0;267.0;9;
475;700.0;208.0;5;
476;719.0;180.0;7;
477;652.0;83.0;1;
478;767.0;152.0;5;
479;897.0;796.0;1;
480;680.0;156.0;5;
481;976.0;755.0;9;
482;538.0;102.0;8;
483;689.0;210.0;7;
484;893.0;850.0;9;
485;732.0;208.0;1;
486;685.0;38.0;1;
487;689.0;35.0;9;
488;928.0;997.0;3;
489;709.0;160.0;1;
490;750.0;948.0;6;
491;699.0;118.0;3;
492;756.0;77.0;5;
493;876.0;806.0;1;
494;826.0;127.0;8;
495;522.0;276.0;2;
496;746.0;310.0;3;
497;988.0;799.0;8;
498;719.0;149.0;7;
499;664.0;253.0;10;
500;775.0;219.0;5;
501;670.0;55.0;10;
502;727.0;162.0;5;
503;712.0;201.0;8;
504;731.0;39.0;5;
505;788.0;38.0;5;
506;684.0;151.0;7;
507;975.0;944.0;4;
508;871.0;707.0;7;
509;584.0;259.0;3;
510;977.0;820.0;4;
511;851.0;879.0;2;
512;781.0;892.0;9;
513;692.0;297.0;3;
514;655.0;167.0;4;
515;734.0;932.0;9;
516;860.0;743.0;10;
517;702.0;198.0;2;
518;902.0;772.0;8;
519;706.0;157.0;1;
520;749.0;200.0;4;
521;929.0;954.0;5;
522;895.0;755.0;8;
523;676.0;120.0;4;
524;869.0;704.0;8;
525;947.0;778.0;2;
526;986.0;812.0;4;
527;894.0;877.0;3;
528;753.0;111.0;3;
529;644.0;234.0;1;
530;882.0;845.0;5;
531;730.0;193.0;4;
532;598.0;113.0;3;
533;821.0;926.0;9;
534;629.0;184.0;4;
535;894.0;852.0;6;
536;621.0;193.0;4;
537;625.0;134.0;4;
538;995.0;788.0;10;
539;779.0;803.0;3;
540;728.0;185.0;7;
541;502.0;292.0;1;
542;739.0;283.0;3;
543;896.0;884.0;5;
544;550.0;289.0;1;
545;808.0;128.0;1;
546;973.0;934.0;3;
547;667.0;199.0;5;
548;995.0;754.0;9;
549;724.0;28.0;3;
550;652.0;273.0;7;
551;892.0;858.0;1;
552;634.0;257.0;10;
553;743.0;161.0;4;
554;746.0;711.0;1;
555;982.0;847.0;5;
556;676.0;238.0;6;
557;948.0;843.0;3;
558;662.0;73.0;6;
559;803.0;229.0;2;
560;598.0;109.0;6;
561;940.0;826.0;9;
562;832.0;851.0;2;
563;906.0;742.0;7;
564;914.0;841.0;1;
565;871.0;803.0;7;
566;984.0;957.0;5;
567;628.0;116.0;8;
568;722.0;17.0;4;
569;945.0;822.0;9;
570;910.0;768.0;10;
571;971.0;818.0;4;
572;988.0;844.0;6;
573;647.0;99.0;8;
574;775.0;174.0;7;
575;543.0;402.0;2;
576;910.0;947.0;3;
577;508.0;41.0;6;
578;988.0;739.0;7;
579;347.0;237.0;7;
580;828.0;852.0;4;
581;885.0;869.0;1;
582;523.0;174.0;8;
583;707.0;157.0;8;
584;877.0;725.0;10;
585;975.0;916.0;2;
586;946.0;846.0;6;
587;546.0;116.0;1;
588;894.0;604.0;9;
589;701.0;135.0;10;
590;418.0;483.0;2;
591;898.0;825.0;10;
592;617.0;313.0;2;
593;963.0;837.0;6;
594;693.0;116.0;8;
595;679.0;150.0;9;
596;921.0;982.0;10;
597;773.0;93.0;8;
598;668.0;165.0;3;
599;763.0;97.0;4;
600;813.0;936.0;4;
601;912.0;767.0;4;
602;655.0;89.0;2;
603;933.0;775.0;4;
604;716.0;153.0;7;
605;592.0;151.0;9;
606;645.0;147.0;6;
607;616.0;285.0;2;
608;874.0;801.0;1;
609;964.0;863.0;3;
610;806.0;110.0;7;
611;899.0;792.0;1;
612;701.0;156.0;10;
613;995.0;931.0;8;
614;852.0;792.0;7;
615;654.0;18.0;2;
616;506.0;220.0;7;
617;678.0;180.0;10;
618;973.0;872.0;9;
619;978.0;914.0;9;
620;959.0;725.0;8;
621;654.0;189.0;8;
622;677.0;100.0;3;
623;849.0;903.0;1;
624;1000.0;809.0;9;
625;965.0;825.0;4;
626;676.0;300.0;3;
627;549.0;58.0;7;
628;432.0;156.0;4;
629;849.0;784.0;1;
630;996.0;961.0;6;
631;667.0;163.0;4;
632;687.0;172.0;1;
633;627.0;137.0;4;
634;520.0;204.0;1;
635;974.0;952.0;4;
636;903.0;388.0;1;
637;905.0;843.0;2;
638;982.0;875.0;10;
639;510.0;120.0;4;
640;700.0;152.0;6;
641;824.0;912.0;2;
642;953.0;748.0;1;
643;609.0;82.0;1;
644;665.0;160.0;6;
645;906.0;666.0;1;
646;883.0;806.0;10;
647;979.0;817.0;5;
648;707.0;187.0;9;
