Nodo;X;Y;Demanda
1;0.0;0.0;0
2;70.0;435.0;5
3;985.0;541.0;2
4;496.0;422.0;8
5;20.0;885.0;4
6;761.0;293.0;5
7;120.0;80.0;10
8;469.0;246.0;7
9;375.0;386.0;1
10;783.0;255.0;3
11;782.0;827.0;2
12;374.0;36.0;7
13;606.0;656.0;2
14;752.0;532.0;7
15;88.0;991.0;9
16;959.0;803.0;6
17;226.0;26.0;9
18;1000.0;997.0;6
19;779.0;306.0;8
20;30.0;881.0;9
21;621.0;61.0;9
22;37.0;170.0;7
23;321.0;857.0;7
24;285.0;264.0;10
25;229.0;697.0;9
26;897.0;506.0;2
27;912.0;557.0;1
28;749.0;752.0;2
29;837.0;594.0;10
30;758.0;368.0;6
31;23.0;770.0;5
32;359.0;298.0;5
33;92.0;66.0;7
34;91.0;356.0;5
35;850.0;146.0;2
36;630.0;892.0;2
37;616.0;699.0;4
38;854.0;842.0;8
39;104.0;238.0;9
40;517.0;53.0;6
41;148.0;781.0;10
42;665.0;642.0;5
43;585.0;827.0;2
44;625.0;966.0;1
45;472.0;946.0;5
46;342.0;209.0;3
47;104.0;416.0;8
48;688.0;674.0;9
49;889.0;249.0;8
50;291.0;713.0;10
51;648.0;798.0;3
52;879.0;134.0;6
53;363.0;705.0;3
54;895.0;442.0;4
55;437.0;171.0;7
56;768.0;937.0;5
57;329.0;238.0;7
58;630.0;641.0;2
59;499.0;581.0;1
60;415.0;319.0;2
61;491.0;395.0;8
62;300.0;729.0;10
63;676.0;340.0;5
64;609.0;351.0;7
65;973.0;665.0;4
66;658.0;782.0;5
67;1000.0;853.0;9
68;829.0;64.0;10
69;954.0;895.0;1
70;741.0;262.0;2
71;173.0;412.0;1
72;714.0;957.0;10
73;442.0;817.0;2
74;885.0;929.0;7
75;319.0;500.0;4
76;29.0;121.0;9
77;470.0;286.0;10
78;56.0;501.0;7
79;436.0;799.0;7
80;765.0;710.0;6
81;770.0;336.0;5
82;111.0;886.0;4
83;466.0;548.0;7
84;34.0;457.0;10
85;603.0;591.0;2
86;114.0;866.0;6
87;949.0;111.0;1
88;454.0;286.0;1
89;605.0;301.0;7
90;1.0;872.0;7
91;402.0;531.0;4
92;241.0;569.0;9
93;525.0;776.0;1
94;580.0;760.0;2
95;705.0;733.0;8
96;66.0;837.0;1
97;369.0;142.0;5
98;32.0;642.0;6
99;722.0;428.0;10
100;108.0;756.0;2
101;3.0;429.0;9
102;10.0;305.0;4
103;445.0;993.0;4
104;853.0;662.0;4
105;230.0;614.0;3
106;790.0;233.0;10
107;989.0;293.0;1
108;665.0;584.0;10
109;95.0;196.0;10
110;755.0;258.0;5
111;149.0;202.0;3
112;115.0;832.0;5
113;660.0;658.0;6
114;479.0;117.0;1
115;105.0;6.0;3
116;895.0;663.0;6
117;737.0;322.0;10
118;529.0;389.0;9
119;948.0;475.0;8
120;826.0;916.0;1
121;615.0;476.0;1
122;487.0;571.0;7
123;382.0;130.0;9
124;952.0;733.0;1
125;142.0;114.0;4
126;667.0;721.0;9
127;541.0;258.0;6
128;312.0;279.0;8
129;771.0;957.0;1
130;392.0;913.0;7
131;524.0;673.0;6
132;732.0;505.0;6
133;233.0;313.0;4
134;544.0;375.0;5
135;882.0;852.0;8
136;754.0;670.0;8
137;138.0;491.0;1
138;575.0;743.0;9
139;924.0;651.0;4
140;73.0;271.0;10
141;421.0;838.0;10
142;795.0;943.0;7
143;877.0;132.0;2
144;134.0;202.0;8
145;103.0;632.0;2
146;614.0;94.0;2
147;693.0;670.0;10
148;976.0;22.0;6
149;950.0;231.0;3
150;287.0;618.0;2
151;476.0;704.0;4
152;201.0;24.0;9
153;722.0;766.0;1
154;767.0;224.0;7
155;0.0;119.0;6
156;888.0;546.0;10
157;468.0;940.0;3
158;667.0;123.0;7
159;91.0;341.0;7
160;737.0;811.0;5
161;653.0;900.0;10
162;439.0;879.0;2
163;335.0;166.0;5
164;192.0;905.0;7
165;237.0;175.0;3
166;850.0;851.0;8
167;432.0;314.0;10
168;145.0;823.0;10
169;302.0;607.0;4
170;925.0;527.0;1
171;879.0;193.0;10
172;498.0;331.0;2
173;782.0;868.0;10
174;760.0;575.0;4
175;751.0;241.0;6
176;726.0;719.0;10
177;546.0;285.0;8
178;744.0;504.0;2
179;842.0;491.0;6
180;17.0;540.0;8
181;393.0;317.0;4
182;209.0;234.0;1
183;611.0;919.0;1
184;470.0;890.0;7
185;219.0;325.0;3
186;46.0;459.0;5
187;623.0;43.0;9
188;279.0;917.0;4
189;815.0;419.0;5
190;423.0;380.0;7
191;891.0;578.0;7
192;819.0;481.0;6
193;331.0;684.0;6
194;562.0;690.0;9
195;306.0;365.0;8
196;943.0;941.0;10
197;145.0;681.0;3
198;816.0;748.0;8
199;625.0;381.0;3
200;157.0;21.0;10
201;715.0;374.0;1
202;316.0;981.0;5
203;651.0;628.0;4
204;731.0;267.0;3
205;710.0;355.0;7
206;834.0;650.0;8
207;100.0;193.0;10
208;874.0;317.0;7
209;291.0;675.0;8
210;837.0;745.0;1
211;791.0;589.0;10
212;739.0;611.0;10
213;146.0;487.0;9
214;288.0;6.0;7
215;393.0;2.0;7
216;595.0;647.0;1
217;987.0;979.0;3
218;888.0;997.0;7
219;945.0;88.0;5
220;944.0;791.0;5
221;64.0;684.0;9
222;389.0;166.0;2
223;397.0;60.0;10
224;643.0;343.0;10
225;832.0;490.0;7
226;679.0;426.0;4
227;139.0;53.0;2
228;492.0;170.0;2
229;596.0;260.0;9
230;401.0;974.0;3
231;715.0;307.0;6
232;989.0;717.0;9
233;657.0;581.0;5
234;435.0;594.0;9
235;804.0;713.0;3
236;727.0;95.0;5
237;202.0;39.0;6
238;790.0;460.0;10
239;630.0;47.0;6
240;122.0;956.0;4
241;761.0;300.0;8
242;935.0;727.0;4
243;841.0;477.0;6
244;16.0;251.0;5
245;252.0;356.0;6
246;444.0;686.0;2
247;318.0;851.0;10
248;58.0;228.0;5
249;296.0;116.0;9
250;13.0;533.0;8
251;656.0;490.0;1
252;419.0;504.0;9
253;435.0;306.0;2
254;338.0;310.0;3
255;517.0;133.0;6
256;695.0;433.0;10
257;524.0;269.0;4
258;990.0;201.0;6
259;860.0;950.0;2
260;736.0;817.0;4
261;676.0;908.0;3
262;118.0;669.0;1
263;453.0;872.0;3
264;656.0;909.0;7
265;856.0;946.0;5
266;614.0;349.0;6
267;962.0;914.0;6
268;192.0;985.0;1
269;936.0;53.0;8
270;85.0;668.0;9
271;508.0;160.0;10
272;978.0;621.0;7
273;716.0;440.0;5
274;656.0;955.0;4
275;812.0;68.0;1
276;729.0;1.0;6
277;671.0;820.0;7
278;265.0;731.0;6
279;944.0;312.0;5
280;193.0;417.0;5
281;377.0;989.0;6
282;488.0;904.0;6
283;96.0;64.0;10
284;9.0;46.0;5
285;856.0;701.0;9
286;522.0;24.0;9
287;620.0;429.0;4
288;957.0;116.0;8
289;31.0;270.0;10
290;596.0;564.0;9
291;612.0;590.0;9
292;985.0;492.0;3
293;215.0;668.0;2
294;385.0;392.0;10
295;903.0;645.0;2
296;405.0;10.0;9
297;688.0;839.0;2
298;796.0;768.0;2
299;733.0;718.0;8
300;329.0;125.0;7
301;257.0;480.0;3
302;488.0;944.0;3
303;792.0;931.0;10
304;328.0;686.0;5
305;934.0;946.0;6
306;770.0;691.0;6
307;710.0;936.0;6
308;985.0;228.0;5
309;32.0;494.0;7
310;278.0;410.0;9
311;499.0;294.0;7
312;623.0;801.0;9
313;220.0;610.0;1
314;439.0;75.0;8
315;683.0;387.0;5
316;73.0;279.0;9
317;939.0;466.0;10
318;930.0;942.0;7
319;91.0;124.0;7
320;883.0;714.0;2
321;312.0;383.0;2
322;273.0;594.0;7
323;485.0;149.0;9
324;608.0;475.0;7
325;883.0;681.0;5
326;689.0;553.0;7
327;890.0;481.0;8
328;108.0;749.0;6
329;369.0;671.0;10
330;638.0;866.0;5
331;895.0;143.0;9
332;105.0;439.0;1
333;169.0;458.0;9
334;493.0;209.0;8
335;731.0;171.0;6
336;437.0;272.0;9
337;925.0;837.0;9
338;622.0;898.0;9
339;487.0;872.0;2
340;235.0;482.0;5
341;166.0;837.0;8
342;282.0;334.0;7
343;342.0;151.0;1
344;925.0;957.0;6
345;547.0;345.0;9
346;811.0;5.0;2
347;769.0;942.0;4
348;151.0;631.0;7
349;860.0;631.0;9
350;149.0;611.0;6
351;841.0;365.0;6
352;552.0;830.0;7
353;682.0;462.0;2
354;726.0;430.0;8
355;460.0;649.0;10
356;352.0;695.0;9
357;692.0;720.0;6
358;783.0;508.0;10
359;95.0;742.0;10
360;427.0;521.0;7
361;752.0;933.0;8
362;406.0;237.0;5
363;536.0;859.0;3
364;219.0;665.0;8
365;808.0;533.0;5
366;939.0;374.0;10
367;981.0;323.0;7
368;378.0;1000.0;6
369;70.0;537.0;1
370;499.0;697.0;6
371;403.0;451.0;4
372;952.0;951.0;4
373;680.0;523.0;2
374;63.0;522.0;2
375;276.0;784.0;6
376;138.0;351.0;5
377;256.0;470.0;5
378;581.0;644.0;1
379;892.0;721.0;6
380;894.0;0.0;4
381;108.0;379.0;6
382;730.0;387.0;9
383;997.0;621.0;9
384;85.0;279.0;3
385;456.0;917.0;10
386;667.0;243.0;3
387;200.0;286.0;1
388;255.0;26.0;5
389;915.0;461.0;6
390;516.0;373.0;2
391;870.0;689.0;3
392;646.0;431.0;3
393;600.0;490.0;7
394;785.0;836.0;8
395;50.0;426.0;3
396;97.0;203.0;6
397;720.0;491.0;8
398;877.0;439.0;3
399;805.0;433.0;6
400;822.0;502.0;9
401;734.0;294.0;10
402;347.0;345.0;3
403;672.0;941.0;3
404;245.0;61.0;5
405;577.0;225.0;3
406;420.0;314.0;10
407;846.0;570.0;2
408;292.0;918.0;6
409;706.0;153.0;3
410;574.0;500.0;3
411;420.0;415.0;2
412;60.0;780.0;9
413;960.0;627.0;3
414;850.0;618.0;6
