Nodo;X;Y;Demanda
1;500.0;500.0;0
2;999.0;276.0;15
3;726.0;515.0;74
4;840.0;355.0;8
5;521.0;300.0;49
6;170.0;21.0;96
7;52.0;17.0;77
8;614.0;648.0;90
9;601.0;888.0;86
10;441.0;289.0;60
11;447.0;234.0;70
12;68.0;733.0;17
13;934.0;582.0;96
14;612.0;402.0;3
15;388.0;655.0;34
16;74.0;442.0;72
17;384.0;547.0;36
18;976.0;461.0;26
19;980.0;375.0;20
20;968.0;236.0;42
21;888.0;601.0;67
22;303.0;137.0;93
23;697.0;777.0;88
24;17.0;606.0;27
25;597.0;657.0;75
26;180.0;752.0;49
27;277.0;512.0;24
28;803.0;159.0;14
29;844.0;528.0;94
30;977.0;91.0;3
31;565.0;884.0;59
32;35.0;419.0;67
33;916.0;386.0;20
34;705.0;625.0;81
35;578.0;737.0;75
36;689.0;930.0;76
37;781.0;455.0;26
38;829.0;528.0;57
39;916.0;736.0;51
40;281.0;628.0;50
41;126.0;854.0;11
42;125.0;822.0;38
43;918.0;509.0;71
44;25.0;744.0;5
45;64.0;488.0;96
46;83.0;436.0;88
47;114.0;581.0;18
48;614.0;415.0;7
49;125.0;237.0;89
50;207.0;337.0;92
51;318.0;332.0;98
52;484.0;92.0;55
53;376.0;247.0;84
54;286.0;164.0;81
55;127.0;480.0;81
56;957.0;167.0;17
57;372.0;728.0;5
58;836.0;210.0;22
59;399.0;769.0;44
60;41.0;977.0;14
61;392.0;187.0;67
62;764.0;89.0;28
63;295.0;140.0;77
64;413.0;65.0;85
65;223.0;446.0;78
66;299.0;557.0;8
67;484.0;413.0;84
68;548.0;198.0;36
69;715.0;229.0;9
70;552.0;257.0;5
71;882.0;197.0;3
72;391.0;261.0;93
73;971.0;882.0;86
74;2.0;36.0;74
75;317.0;263.0;80
76;693.0;481.0;32
77;527.0;734.0;75
78;680.0;191.0;4
79;402.0;297.0;82
80;492.0;362.0;59
81;617.0;525.0;54
82;692.0;984.0;88
83;702.0;950.0;52
84;689.0;630.0;98
85;601.0;354.0;1
86;98.0;98.0;98
87;561.0;667.0;87
88;972.0;480.0;1
89;25.0;120.0;93
90;43.0;873.0;42
91;762.0;60.0;1
92;197.0;661.0;8
93;738.0;37.0;48
94;928.0;982.0;95
95;6.0;702.0;13
96;636.0;253.0;13
97;30.0;787.0;27
98;821.0;605.0;93
99;722.0;348.0;5
100;731.0;214.0;35
101;567.0;324.0;8
102;333.0;921.0;40
103;448.0;333.0;100
104;889.0;914.0;95
105;898.0;281.0;18
106;24.0;961.0;39
