Nodo;X;Y;Demanda;Capacidad
1;404.0;920.0;0;4
2;772.0;253.0;1;
3;893.0;188.0;1;
4;832.0;216.0;1;
5;930.0;595.0;1;
6;816.0;655.0;1;
7;756.0;63.0;1;
8;740.0;209.0;1;
9;813.0;645.0;1;
10;760.0;751.0;1;
11;779.0;573.0;1;
12;686.0;731.0;1;
13;746.0;247.0;1;
14;800.0;75.0;1;
15;17.0;979.0;1;
16;729.0;833.0;1;
17;694.0;806.0;1;
18;825.0;642.0;1;
19;679.0;776.0;1;
20;849.0;689.0;1;
21;44.0;904.0;1;
22;794.0;655.0;1;
23;11.0;992.0;1;
24;45.0;940.0;1;
25;593.0;859.0;1;
26;853.0;58.0;1;
27;909.0;376.0;1;
28;602.0;762.0;1;
29;70.0;956.0;1;
30;896.0;211.0;1;
31;643.0;833.0;1;
32;881.0;510.0;1;
33;679.0;803.0;1;
34;19.0;965.0;1;
35;776.0;518.0;1;
36;658.0;660.0;1;
37;852.0;713.0;1;
38;671.0;793.0;1;
39;874.0;151.0;1;
40;765.0;580.0;1;
41;823.0;793.0;1;
42;819.0;634.0;1;
43;604.0;710.0;1;
44;735.0;971.0;1;
45;791.0;574.0;1;
46;648.0;824.0;1;
47;811.0;292.0;1;
48;833.0;697.0;1;
49;43.0;702.0;1;
50;836.0;658.0;1;
51;854.0;721.0;1;
52;734.0;670.0;1;
53;13.0;986.0;1;
54;925.0;828.0;1;
55;785.0;212.0;1;
56;734.0;700.0;1;
57;809.0;222.0;1;
58;853.0;185.0;1;
59;816.0;243.0;1;
60;962.0;650.0;1;
61;945.0;270.0;1;
62;690.0;801.0;1;
63;638.0;38.0;1;
64;0.0;945.0;1;
65;694.0;825.0;1;
66;843.0;721.0;1;
67;978.0;620.0;1;
68;955.0;280.0;1;
69;26.0;989.0;1;
70;794.0;662.0;1;
71;776.0;949.0;1;
72;559.0;906.0;1;
73;795.0;696.0;1;
74;746.0;143.0;1;
75;909.0;828.0;1;
76;674.0;726.0;1;
77;677.0;602.0;1;
78;869.0;849.0;1;
79;845.0;702.0;1;
80;916.0;722.0;1;
81;757.0;871.0;1;
82;773.0;642.0;1;
83;777.0;12.0;1;
84;562.0;778.0;1;
85;851.0;584.0;1;
86;772.0;68.0;1;
87;711.0;800.0;1;
88;602.0;691.0;1;
89;23.0;961.0;1;
90;516.0;753.0;1;
91;686.0;60.0;1;
92;98.0;960.0;1;
93;619.0;724.0;1;
94;637.0;685.0;1;
95;943.0;722.0;1;
96;712.0;930.0;1;
97;684.0;865.0;1;
98;821.0;844.0;1;
99;861.0;655.0;1;
100;788.0;206.0;1;
101;644.0;768.0;1;
102;773.0;286.0;1;
103;740.0;896.0;1;
104;830.0;154.0;1;
105;655.0;290.0;1;
106;781.0;771.0;1;
107;802.0;648.0;1;
108;784.0;899.0;1;
109;30.0;962.0;1;
110;896.0;717.0;1;
111;16.0;994.0;1;
112;668.0;192.0;1;
113;680.0;393.0;1;
114;863.0;667.0;1;
115;774.0;738.0;1;
116;776.0;210.0;1;
117;731.0;620.0;1;
118;740.0;824.0;1;
119;726.0;842.0;1;
120;692.0;846.0;1;
121;765.0;784.0;1;
122;913.0;690.0;1;
123;915.0;639.0;1;
124;827.0;737.0;1;
125;811.0;674.0;1;
126;739.0;790.0;1;
127;938.0;714.0;1;
128;831.0;307.0;1;
129;800.0;882.0;1;
130;895.0;667.0;1;
131;662.0;872.0;1;
132;568.0;888.0;1;
133;788.0;553.0;1;
134;806.0;184.0;1;
135;679.0;721.0;1;
136;688.0;179.0;1;
137;389.0;840.0;1;
138;838.0;50.0;1;
139;767.0;807.0;1;
140;678.0;966.0;1;
141;38.0;988.0;1;
142;847.0;256.0;1;
143;533.0;644.0;1;
144;833.0;548.0;1;
145;904.0;596.0;1;
146;814.0;187.0;1;
147;764.0;559.0;1;
148;856.0;312.0;1;
149;731.0;584.0;1;
150;843.0;719.0;1;
151;699.0;265.0;1;
152;717.0;234.0;1;
153;677.0;236.0;1;
154;773.0;867.0;1;
155;799.0;743.0;1;
156;1000.0;631.0;1;
157;784.0;580.0;1;
158;699.0;497.0;1;
159;910.0;132.0;1;
160;791.0;641.0;1;
161;0.0;978.0;1;
162;628.0;843.0;1;
163;2.0;970.0;1;
164;684.0;63.0;1;
165;675.0;167.0;1;
166;708.0;514.0;1;
167;823.0;217.0;1;
168;736.0;225.0;1;
169;818.0;701.0;1;
170;865.0;657.0;1;
171;58.0;807.0;1;
172;114.0;944.0;1;
173;770.0;194.0;1;
174;651.0;799.0;1;
175;587.0;342.0;1;
176;28.0;905.0;1;
177;801.0;273.0;1;
178;751.0;847.0;1;
179;731.0;720.0;1;
180;697.0;795.0;1;
181;772.0;118.0;1;
182;792.0;151.0;1;
183;810.0;528.0;1;
184;774.0;170.0;1;
185;777.0;280.0;1;
186;744.0;240.0;1;
187;154.0;979.0;1;
188;727.0;871.0;1;
189;929.0;479.0;1;
190;829.0;521.0;1;
191;768.0;859.0;1;
192;46.0;982.0;1;
193;820.0;200.0;1;
194;993.0;561.0;1;
195;791.0;811.0;1;
196;791.0;214.0;1;
197;776.0;192.0;1;
198;867.0;596.0;1;
199;794.0;860.0;1;
200;874.0;687.0;1;
201;908.0;509.0;1;
202;693.0;804.0;1;
203;837.0;794.0;1;
204;841.0;113.0;1;
205;824.0;151.0;1;
206;685.0;770.0;1;
207;2.0;965.0;1;
208;37.0;951.0;1;
209;719.0;687.0;1;
210;867.0;677.0;1;
211;778.0;712.0;1;
212;778.0;773.0;1;
213;672.0;256.0;1;
214;895.0;649.0;1;
215;767.0;659.0;1;
216;933.0;940.0;1;
217;808.0;192.0;1;
218;756.0;672.0;1;
219;629.0;734.0;1;
220;737.0;835.0;1;
221;850.0;733.0;1;
222;709.0;821.0;1;
223;873.0;132.0;1;
224;781.0;217.0;1;
225;747.0;280.0;1;
226;798.0;722.0;1;
227;622.0;834.0;1;
228;788.0;686.0;1;
229;735.0;225.0;1;
230;741.0;714.0;1;
231;660.0;873.0;1;
232;815.0;313.0;1;
233;836.0;517.0;1;
234;749.0;154.0;1;
235;69.0;964.0;1;
236;608.0;748.0;1;
237;695.0;628.0;1;
238;700.0;834.0;1;
239;888.0;919.0;1;
240;799.0;579.0;1;
241;792.0;173.0;1;
242;926.0;530.0;1;
243;609.0;672.0;1;
244;893.0;709.0;1;
245;855.0;697.0;1;
246;694.0;67.0;1;
247;652.0;229.0;1;
248;935.0;367.0;1;
249;738.0;799.0;1;
250;840.0;325.0;1;
251;613.0;812.0;1;
252;787.0;445.0;1;
253;601.0;678.0;1;
254;598.0;846.0;1;
255;916.0;40.0;1;
256;898.0;719.0;1;
257;649.0;783.0;1;
258;761.0;694.0;1;
259;632.0;810.0;1;
260;820.0;294.0;1;
261;774.0;903.0;1;
262;608.0;628.0;1;
263;788.0;226.0;1;
264;789.0;220.0;1;
265;675.0;742.0;1;
266;721.0;766.0;1;
267;671.0;265.0;1;
268;165.0;882.0;1;
269;722.0;999.0;1;
270;687.0;779.0;1;
271;815.0;198.0;1;
272;1000.0;632.0;1;
273;672.0;741.0;1;
274;657.0;729.0;1;
275;541.0;766.0;1;
276;828.0;177.0;1;
277;787.0;865.0;1;
278;882.0;395.0;1;
279;3.0;728.0;1;
280;783.0;271.0;1;
281;732.0;860.0;1;
282;797.0;236.0;1;
283;699.0;816.0;1;
284;922.0;375.0;1;
285;919.0;213.0;1;
286;426.0;763.0;1;
287;695.0;277.0;1;
288;870.0;685.0;1;
289;796.0;768.0;1;
290;795.0;172.0;1;
291;780.0;202.0;1;
292;855.0;77.0;1;
293;749.0;736.0;1;
294;36.0;925.0;1;
295;749.0;630.0;1;
296;594.0;675.0;1;
297;620.0;875.0;1;
298;976.0;319.0;1;
299;704.0;340.0;1;
300;761.0;242.0;1;
301;743.0;891.0;1;
302;834.0;181.0;1;
303;681.0;873.0;1;
304;877.0;678.0;1;
305;752.0;278.0;1;
306;805.0;276.0;1;
307;716.0;740.0;1;
308;660.0;617.0;1;
309;662.0;808.0;1;
310;752.0;919.0;1;
311;921.0;354.0;1;
312;737.0;854.0;1;
313;890.0;723.0;1;
314;651.0;178.0;1;
315;690.0;682.0;1;
316;657.0;805.0;1;
317;784.0;427.0;1;
318;694.0;162.0;1;
319;670.0;167.0;1;
