Nodo;X;Y;Demanda;Capacidad
1;352.0;58.0;0;8773
2;507.0;481.0;22;
3;539.0;882.0;90;
4;7.0;996.0;48;
5;19.0;704.0;28;
6;570.0;880.0;65;
7;385.0;660.0;35;
8;668.0;389.0;6;
9;688.0;459.0;35;
10;742.0;530.0;83;
11;263.0;655.0;48;
12;125.0;628.0;6;
13;384.0;556.0;40;
14;539.0;656.0;96;
15;977.0;931.0;96;
16;82.0;841.0;5;
17;673.0;490.0;45;
18;848.0;483.0;13;
19;330.0;735.0;39;
20;484.0;970.0;16;
21;798.0;546.0;98;
22;835.0;930.0;65;
23;89.0;12.0;77;
24;986.0;770.0;53;
25;53.0;489.0;95;
26;554.0;78.0;16;
27;592.0;149.0;9;
28;481.0;714.0;10;
29;839.0;99.0;38;
30;899.0;790.0;91;
31;111.0;977.0;28;
32;479.0;336.0;62;
33;118.0;48.0;72;
34;144.0;821.0;2;
35;460.0;904.0;50;
36;315.0;155.0;77;
37;245.0;179.0;56;
38;140.0;257.0;52;
39;697.0;920.0;62;
40;535.0;392.0;27;
41;931.0;743.0;82;
42;655.0;887.0;69;
43;738.0;231.0;7;
44;91.0;832.0;12;
45;248.0;212.0;51;
46;540.0;337.0;28;
47;887.0;522.0;60;
48;433.0;235.0;83;
49;514.0;308.0;2;
50;205.0;597.0;26;
51;258.0;502.0;26;
52;940.0;766.0;61;
53;837.0;130.0;39;
54;54.0;660.0;2;
55;704.0;217.0;39;
56;867.0;695.0;97;
57;248.0;69.0;93;
58;600.0;282.0;9;
59;879.0;616.0;71;
60;314.0;944.0;21;
61;656.0;491.0;26;
62;400.0;824.0;12;
63;859.0;660.0;81;
64;417.0;441.0;98;
65;1.0;58.0;87;
66;707.0;968.0;70;
67;655.0;680.0;61;
68;395.0;494.0;78;
69;125.0;99.0;65;
70;335.0;568.0;30;
71;547.0;992.0;94;
72;819.0;839.0;98;
73;141.0;847.0;31;
74;695.0;296.0;20;
75;882.0;497.0;14;
76;43.0;321.0;70;
77;907.0;280.0;32;
78;809.0;503.0;98;
79;397.0;842.0;17;
80;997.0;389.0;12;
81;179.0;796.0;48;
82;369.0;275.0;66;
83;276.0;185.0;76;
84;410.0;899.0;39;
85;808.0;990.0;70;
86;328.0;520.0;3;
87;91.0;891.0;39;
88;493.0;67.0;94;
89;716.0;490.0;29;
90;313.0;293.0;88;
91;1000.0;425.0;41;
92;432.0;693.0;17;
93;470.0;477.0;66;
94;109.0;115.0;63;
95;185.0;355.0;92;
96;503.0;159.0;40;
97;290.0;958.0;19;
98;227.0;73.0;76;
99;321.0;28.0;100;
100;907.0;821.0;64;
101;783.0;238.0;37;
102;273.0;913.0;50;
103;915.0;286.0;5;
104;311.0;761.0;27;
105;476.0;805.0;35;
106;612.0;991.0;53;
107;389.0;971.0;40;
108;212.0;354.0;89;
109;340.0;159.0;76;
110;268.0;652.0;22;
111;910.0;231.0;4;
112;772.0;12.0;28;
113;944.0;857.0;96;
114;317.0;185.0;73;
115;909.0;405.0;29;
116;359.0;290.0;62;
117;161.0;917.0;16;
118;454.0;114.0;97;
119;957.0;393.0;3;
120;835.0;821.0;76;
121;69.0;345.0;77;
122;587.0;148.0;27;
123;553.0;4.0;2;
124;449.0;845.0;37;
125;679.0;764.0;81;
126;350.0;306.0;51;
127;576.0;362.0;28;
128;231.0;245.0;65;
129;982.0;919.0;73;
130;434.0;857.0;36;
131;571.0;632.0;52;
132;364.0;410.0;83;
133;131.0;971.0;31;
134;44.0;536.0;29;
135;524.0;786.0;93;
136;501.0;369.0;22;
137;913.0;781.0;61;
138;509.0;356.0;39;
139;876.0;600.0;70;
140;681.0;377.0;17;
141;366.0;531.0;42;
142;872.0;824.0;60;
143;779.0;676.0;54;
144;211.0;486.0;98;
145;876.0;396.0;11;
146;510.0;150.0;38;
147;82.0;137.0;95;
148;338.0;31.0;57;
149;537.0;398.0;34;
150;763.0;770.0;65;
151;140.0;873.0;13;
152;768.0;514.0;76;
153;242.0;700.0;1;
154;54.0;995.0;15;
155;591.0;56.0;39;
156;150.0;310.0;56;
157;706.0;74.0;18;
158;675.0;117.0;37;
159;417.0;325.0;61;
160;326.0;658.0;25;
161;19.0;448.0;83;
162;797.0;570.0;94;
163;634.0;908.0;62;
164;663.0;637.0;89;
165;557.0;154.0;29;
166;279.0;884.0;42;
167;391.0;862.0;6;
168;566.0;104.0;2;
169;16.0;596.0;30;
170;660.0;229.0;14;
171;629.0;568.0;69;
172;264.0;558.0;21;
173;937.0;132.0;29;
174;234.0;296.0;69;
175;209.0;830.0;44;
176;590.0;141.0;38;
177;672.0;50.0;30;
178;388.0;887.0;32;
179;447.0;212.0;76;
180;330.0;766.0;11;
181;622.0;290.0;36;
182;553.0;889.0;52;
183;937.0;730.0;85;
184;977.0;201.0;38;
185;885.0;960.0;72;
186;981.0;641.0;75;
187;416.0;199.0;63;
188;470.0;398.0;84;
189;398.0;475.0;83;
190;816.0;600.0;86;
191;531.0;959.0;76;
192;53.0;271.0;69;
193;551.0;0.0;31;
194;117.0;636.0;21;
195;759.0;445.0;24;
196;946.0;634.0;91;
197;801.0;325.0;14;
198;113.0;237.0;93;
199;956.0;551.0;57;
200;925.0;764.0;90;
201;363.0;357.0;76;
202;736.0;921.0;78;
203;329.0;469.0;92;
204;807.0;760.0;51;
205;331.0;131.0;76;
206;773.0;824.0;80;
207;244.0;736.0;39;
208;80.0;385.0;76;
209;174.0;719.0;21;
210;742.0;229.0;42;
211;395.0;686.0;14;
212;658.0;179.0;21;
213;1.0;875.0;43;
214;383.0;255.0;81;
215;343.0;15.0;55;
216;429.0;918.0;28;
217;290.0;121.0;58;
218;688.0;991.0;99;
219;800.0;249.0;11;
220;306.0;78.0;92;
221;622.0;696.0;69;
222;625.0;372.0;47;
223;990.0;60.0;1;
224;648.0;445.0;34;
225;947.0;235.0;46;
226;36.0;906.0;31;
227;421.0;343.0;65;
228;884.0;598.0;81;
229;443.0;920.0;20;
230;796.0;924.0;72;
231;749.0;604.0;77;
232;978.0;382.0;49;
233;852.0;411.0;14;
234;391.0;361.0;70;
235;488.0;654.0;36;
236;789.0;438.0;11;
237;957.0;736.0;65;
238;11.0;858.0;28;
239;305.0;121.0;53;
240;694.0;509.0;100;
241;254.0;36.0;53;
242;680.0;155.0;17;
243;940.0;184.0;4;
244;774.0;581.0;80;
245;775.0;788.0;95;
246;957.0;593.0;58;
247;816.0;331.0;40;
248;637.0;765.0;52;
249;90.0;608.0;11;
250;14.0;786.0;8;
251;588.0;647.0;92;
252;91.0;374.0;52;
253;976.0;528.0;100;
254;171.0;318.0;60;
255;816.0;169.0;46;
256;910.0;807.0;89;
257;286.0;29.0;51;
258;487.0;900.0;40;
259;404.0;456.0;70;
260;262.0;26.0;51;
261;64.0;829.0;28;
262;708.0;126.0;12;
263;945.0;868.0;93;
264;214.0;483.0;78;
265;342.0;276.0;53;
266;414.0;225.0;86;
267;401.0;710.0;13;
268;648.0;705.0;82;
269;293.0;930.0;23;
270;812.0;460.0;11;
271;355.0;651.0;5;
272;545.0;335.0;6;
273;267.0;961.0;5;
274;859.0;107.0;32;
275;1000.0;157.0;43;
276;506.0;660.0;88;
277;807.0;250.0;23;
278;683.0;470.0;11;
279;721.0;159.0;47;
280;170.0;175.0;72;
281;595.0;642.0;80;
282;726.0;360.0;11;
283;857.0;495.0;13;
284;87.0;294.0;64;
285;805.0;875.0;58;
286;994.0;528.0;89;
287;332.0;399.0;55;
288;299.0;350.0;54;
289;189.0;556.0;50;
290;170.0;449.0;77;
291;210.0;883.0;2;
292;354.0;149.0;64;
293;964.0;387.0;5;
294;786.0;6.0;15;
295;127.0;440.0;64;
296;505.0;341.0;25;
297;296.0;262.0;99;
298;478.0;18.0;60;
299;597.0;184.0;45;
300;299.0;909.0;27;
301;598.0;227.0;45;
302;982.0;642.0;84;
303;821.0;512.0;90;
304;93.0;489.0;97;
305;240.0;99.0;84;
306;682.0;326.0;24;
307;597.0;41.0;2;
