Nodo;X;Y;Demanda;Capacidad
1;0.0;0.0;0;106
2;208.0;136.0;8;
3;309.0;91.0;5;
4;403.0;26.0;5;
5;9.0;183.0;7;
6;542.0;107.0;5;
7;990.0;179.0;5;
8;470.0;70.0;5;
9;772.0;724.0;9;
10;869.0;260.0;6;
11;23.0;152.0;9;
12;620.0;95.0;8;
13;938.0;143.0;7;
14;521.0;189.0;9;
15;460.0;255.0;6;
16;246.0;296.0;9;
17;972.0;98.0;6;
18;496.0;171.0;7;
19;853.0;225.0;8;
20;251.0;179.0;9;
21;285.0;231.0;10;
22;916.0;553.0;6;
23;991.0;23.0;7;
24;977.0;589.0;7;
25;407.0;166.0;8;
26;963.0;526.0;8;
27;595.0;116.0;10;
28;296.0;225.0;6;
29;578.0;203.0;10;
30;959.0;602.0;10;
31;249.0;199.0;5;
32;411.0;208.0;10;
33;88.0;67.0;9;
34;933.0;123.0;6;
35;487.0;218.0;9;
36;434.0;34.0;5;
37;2.0;318.0;8;
38;761.0;205.0;9;
39;905.0;619.0;7;
40;377.0;212.0;7;
41;932.0;180.0;8;
42;991.0;563.0;8;
43;536.0;128.0;5;
44;899.0;466.0;6;
45;46.0;90.0;7;
46;315.0;11.0;6;
47;552.0;86.0;9;
48;358.0;175.0;6;
49;841.0;71.0;10;
50;922.0;15.0;9;
51;609.0;227.0;7;
52;629.0;224.0;8;
53;847.0;89.0;6;
54;912.0;20.0;7;
55;585.0;74.0;7;
56;16.0;89.0;7;
57;931.0;82.0;10;
58;272.0;341.0;9;
59;510.0;197.0;7;
60;538.0;80.0;7;
61;352.0;227.0;8;
62;371.0;129.0;8;
63;633.0;342.0;10;
64;45.0;64.0;9;
65;211.0;296.0;9;
66;49.0;133.0;6;
67;451.0;249.0;5;
68;769.0;140.0;8;
69;254.0;206.0;5;
70;992.0;51.0;7;
71;495.0;224.0;5;
72;996.0;539.0;7;
73;543.0;86.0;10;
74;357.0;207.0;7;
75;508.0;365.0;10;
76;441.0;156.0;8;
77;499.0;146.0;5;
78;394.0;42.0;5;
79;19.0;91.0;7;
80;370.0;221.0;6;
81;977.0;451.0;5;
82;580.0;120.0;9;
83;343.0;242.0;5;
84;295.0;111.0;8;
85;208.0;159.0;7;
86;261.0;171.0;10;
87;229.0;231.0;8;
88;746.0;403.0;10;
89;75.0;294.0;9;
90;575.0;180.0;10;
91;356.0;254.0;7;
92;29.0;48.0;8;
93;892.0;24.0;7;
94;218.0;251.0;9;
95;294.0;188.0;8;
96;811.0;98.0;6;
97;964.0;524.0;5;
98;270.0;181.0;8;
99;837.0;33.0;6;
100;271.0;228.0;7;
101;455.0;139.0;6;
102;599.0;368.0;8;
103;322.0;220.0;8;
104;990.0;663.0;6;
105;901.0;142.0;8;
106;27.0;305.0;7;
107;948.0;175.0;7;
108;592.0;369.0;9;
109;478.0;90.0;7;
110;649.0;206.0;10;
111;941.0;40.0;5;
112;407.0;202.0;10;
113;502.0;76.0;7;
114;892.0;476.0;8;
115;530.0;59.0;9;
116;435.0;133.0;5;
117;41.0;30.0;7;
118;540.0;96.0;6;
119;444.0;77.0;10;
120;320.0;195.0;9;
121;18.0;58.0;6;
122;273.0;179.0;5;
123;40.0;194.0;10;
124;60.0;157.0;10;
125;226.0;245.0;9;
126;203.0;122.0;8;
127;913.0;527.0;8;
128;867.0;356.0;7;
129;26.0;140.0;10;
130;463.0;113.0;5;
131;781.0;44.0;6;
132;175.0;301.0;9;
133;306.0;140.0;9;
134;235.0;254.0;8;
135;486.0;160.0;6;
136;267.0;315.0;9;
137;225.0;149.0;9;
138;281.0;107.0;8;
139;500.0;25.0;7;
140;514.0;139.0;10;
141;951.0;482.0;10;
142;997.0;608.0;8;
143;965.0;194.0;5;
144;328.0;25.0;5;
145;898.0;157.0;10;
146;884.0;115.0;10;
147;903.0;140.0;5;
148;816.0;318.0;5;
149;28.0;138.0;7;
150;286.0;150.0;7;
151;125.0;406.0;5;
152;951.0;128.0;8;
153;314.0;199.0;5;
154;256.0;116.0;10;
155;827.0;271.0;8;
156;556.0;199.0;8;
157;495.0;117.0;6;
158;337.0;127.0;9;
159;580.0;205.0;9;
160;564.0;27.0;8;
161;91.0;8.0;10;
162;974.0;509.0;5;
163;523.0;103.0;6;
164;10.0;62.0;8;
165;323.0;205.0;9;
166;470.0;172.0;7;
167;256.0;146.0;8;
168;9.0;382.0;8;
169;143.0;239.0;6;
170;560.0;383.0;7;
171;858.0;124.0;10;
172;238.0;154.0;6;
173;76.0;17.0;8;
174;497.0;44.0;8;
175;425.0;287.0;9;
176;564.0;270.0;5;
177;602.0;121.0;6;
178;507.0;247.0;9;
179;659.0;242.0;8;
180;971.0;260.0;10;
181;555.0;69.0;5;
182;469.0;63.0;10;
183;307.0;140.0;7;
184;508.0;145.0;5;
185;32.0;117.0;10;
186;421.0;13.0;8;
187;351.0;204.0;5;
188;526.0;96.0;6;
189;108.0;55.0;10;
190;292.0;318.0;6;
191;4.0;138.0;8;
192;487.0;141.0;5;
193;969.0;662.0;5;
194;142.0;280.0;8;
195;960.0;511.0;5;
196;463.0;164.0;5;
197;88.0;170.0;5;
198;931.0;558.0;6;
199;917.0;527.0;6;
200;809.0;142.0;6;
201;3.0;67.0;7;
202;259.0;237.0;5;
203;165.0;243.0;9;
204;207.0;163.0;7;
205;302.0;77.0;5;
206;175.0;449.0;7;
207;74.0;212.0;8;
208;500.0;206.0;9;
209;871.0;457.0;8;
210;50.0;173.0;9;
211;69.0;95.0;8;
212;822.0;558.0;10;
213;281.0;71.0;7;
214;248.0;14.0;9;
215;879.0;563.0;6;
216;920.0;426.0;5;
217;993.0;180.0;5;
218;975.0;460.0;7;
219;444.0;53.0;10;
220;923.0;545.0;8;
221;31.0;36.0;8;
222;876.0;519.0;7;
223;163.0;244.0;9;
224;951.0;119.0;7;
225;954.0;201.0;7;
