Nodo;X;Y;Demanda;Capacidad
1;500.0;500.0;0;1386
2;582.0;713.0;67;
3;220.0;522.0;40;
4;204.0;391.0;79;
5;521.0;451.0;38;
6;982.0;633.0;56;
7;850.0;657.0;56;
8;872.0;489.0;50;
9;212.0;906.0;5;
10;564.0;423.0;33;
11;160.0;805.0;19;
12;953.0;104.0;20;
13;425.0;455.0;77;
14;99.0;312.0;92;
15;694.0;721.0;60;
16;695.0;648.0;72;
17;761.0;800.0;99;
18;777.0;11.0;29;
19;246.0;296.0;53;
20;247.0;1.0;83;
21;378.0;336.0;96;
22;108.0;713.0;16;
23;520.0;355.0;22;
24;811.0;292.0;49;
25;740.0;390.0;4;
26;341.0;61.0;54;
27;648.0;135.0;3;
28;578.0;88.0;37;
29;674.0;615.0;51;
30;814.0;746.0;59;
31;398.0;863.0;31;
32;352.0;601.0;10;
33;388.0;273.0;87;
34;138.0;789.0;19;
35;560.0;754.0;57;
36;624.0;917.0;72;
37;762.0;15.0;32;
38;156.0;644.0;11;
39;620.0;481.0;26;
40;71.0;283.0;55;
41;75.0;988.0;29;
42;810.0;409.0;19;
43;478.0;299.0;73;
44;693.0;929.0;53;
45;433.0;235.0;86;
46;951.0;361.0;43;
47;202.0;312.0;85;
48;274.0;989.0;29;
49;723.0;246.0;17;
50;979.0;96.0;22;
51;887.0;955.0;71;
52;747.0;12.0;6;
53;642.0;400.0;13;
54;625.0;744.0;71;
55;383.0;712.0;32;
56;394.0;417.0;72;
57;980.0;516.0;95;
58;353.0;813.0;7;
59;63.0;718.0;17;
60;15.0;875.0;5;
61;415.0;205.0;73;
62;54.0;775.0;10;
63;970.0;692.0;96;
64;870.0;165.0;27;
65;49.0;133.0;61;
66;148.0;319.0;87;
67;188.0;712.0;12;
68;997.0;814.0;98;
69;493.0;511.0;48;
70;768.0;339.0;35;
71;262.0;82.0;83;
72;836.0;115.0;32;
73;233.0;962.0;22;
74;767.0;517.0;79;
75;228.0;195.0;92;
76;802.0;46.0;29;
77;90.0;236.0;64;
78;842.0;831.0;79;
79;972.0;706.0;55;
80;336.0;100.0;65;
81;86.0;848.0;48;
82;603.0;38.0;14;
83;613.0;783.0;57;
84;260.0;341.0;97;
85;975.0;878.0;55;
86;513.0;432.0;42;
87;194.0;241.0;91;
88;933.0;586.0;82;
89;660.0;918.0;75;
90;241.0;170.0;73;
91;716.0;477.0;7;
92;40.0;646.0;49;
93;648.0;837.0;66;
94;82.0;813.0;11;
95;198.0;901.0;5;
96;549.0;523.0;89;
97;100.0;985.0;41;
98;417.0;556.0;21;
99;704.0;261.0;6;
100;749.0;52.0;32;
101;951.0;57.0;36;
102;626.0;257.0;13;
103;98.0;230.0;97;
104;117.0;698.0;14;
105;43.0;555.0;36;
106;201.0;759.0;32;
107;74.0;335.0;59;
108;312.0;696.0;16;
109;421.0;506.0;5;
110;378.0;953.0;13;
111;930.0;848.0;75;
112;109.0;951.0;12;
113;352.0;724.0;9;
114;281.0;223.0;99;
115;905.0;566.0;97;
116;288.0;528.0;45;
117;274.0;543.0;3;
118;386.0;101.0;84;
119;350.0;306.0;95;
120;247.0;734.0;40;
121;127.0;36.0;51;
122;952.0;742.0;99;
123;737.0;848.0;63;
124;679.0;845.0;87;
125;118.0;681.0;24;
126;931.0;784.0;62;
127;913.0;781.0;86;
128;862.0;312.0;48;
129;535.0;114.0;24;
130;884.0;784.0;68;
131;462.0;170.0;55;
132;340.0;706.0;23;
133;73.0;457.0;56;
134;58.0;383.0;98;
135;845.0;999.0;98;
136;650.0;603.0;63;
137;587.0;464.0;31;
138;504.0;752.0;75;
139;441.0;478.0;70;
140;295.0;463.0;78;
141;595.0;61.0;21;
142;836.0;145.0;18;
143;979.0;858.0;52;
144;600.0;613.0;56;
145;646.0;694.0;82;
146;828.0;589.0;68;
147;632.0;54.0;5;
148;23.0;685.0;4;
149;30.0;155.0;90;
150;413.0;817.0;2;
151;196.0;167.0;53;
152;524.0;188.0;34;
153;237.0;589.0;15;
154;650.0;268.0;34;
155;523.0;22.0;42;
156;617.0;951.0;96;
157;185.0;769.0;17;
158;284.0;689.0;18;
159;380.0;42.0;68;
160;751.0;21.0;27;
161;424.0;788.0;4;
162;665.0;762.0;92;
163;781.0;496.0;44;
164;133.0;965.0;31;
165;116.0;643.0;50;
166;66.0;488.0;87;
167;713.0;855.0;65;
168;536.0;248.0;40;
169;935.0;208.0;22;
170;189.0;494.0;73;
171;743.0;907.0;67;
172;868.0;559.0;66;
173;15.0;86.0;89;
174;57.0;836.0;6;
175;20.0;440.0;79;
176;4.0;965.0;44;
177;665.0;901.0;97;
178;15.0;199.0;53;
179;919.0;429.0;32;
180;591.0;944.0;68;
181;578.0;17.0;46;
182;749.0;81.0;34;
183;946.0;461.0;33;
184;194.0;358.0;56;
185;400.0;489.0;55;
186;623.0;515.0;91;
187;274.0;462.0;65;
188;353.0;463.0;53;
