Nodo;X;Y;Demanda
1;0.0;0.0;0
2;548.0;585.0;96
3;237.0;749.0;86
4;74.0;409.0;58
5;14.0;501.0;12
6;898.0;462.0;49
7;152.0;894.0;48
8;134.0;489.0;53
9;199.0;856.0;59
10;385.0;338.0;81
11;540.0;719.0;5
12;744.0;519.0;51
13;567.0;749.0;8
14;167.0;949.0;20
15;611.0;652.0;90
16;523.0;616.0;3
17;212.0;802.0;52
18;113.0;867.0;98
19;101.0;700.0;44
20;436.0;748.0;18
21;806.0;104.0;13
22;62.0;456.0;74
23;546.0;650.0;27
24;943.0;54.0;10
25;121.0;883.0;14
26;941.0;124.0;39
27;101.0;495.0;79
28;900.0;93.0;100
29;178.0;869.0;42
30;89.0;633.0;44
31;143.0;860.0;6
32;801.0;62.0;12
33;153.0;530.0;99
34;278.0;876.0;39
35;444.0;479.0;66
36;526.0;726.0;38
37;89.0;721.0;82
38;36.0;389.0;17
39;19.0;762.0;67
40;861.0;21.0;57
41;94.0;470.0;44
42;644.0;557.0;61
43;879.0;151.0;44
44;866.0;51.0;49
45;59.0;571.0;100
46;11.0;546.0;81
47;605.0;470.0;64
48;273.0;483.0;47
49;544.0;509.0;31
50;267.0;269.0;93
51;910.0;28.0;54
52;15.0;461.0;53
53;903.0;56.0;28
54;8.0;960.0;23
55;482.0;554.0;7
56;488.0;563.0;61
57;162.0;684.0;52
58;231.0;826.0;100
59;517.0;594.0;10
60;591.0;609.0;39
61;394.0;311.0;89
62;566.0;648.0;37
63;828.0;114.0;45
64;995.0;76.0;99
65;986.0;92.0;66
66;71.0;548.0;5
67;917.0;127.0;84
68;228.0;725.0;85
69;901.0;170.0;94
70;818.0;139.0;60
71;68.0;907.0;1
72;15.0;652.0;3
73;127.0;797.0;25
74;493.0;536.0;36
75;316.0;970.0;36
76;227.0;692.0;32
77;28.0;419.0;51
78;582.0;660.0;31
79;877.0;103.0;62
80;16.0;757.0;26
81;3.0;570.0;17
82;489.0;628.0;45
83;19.0;785.0;33
84;543.0;664.0;94
85;102.0;774.0;22
86;87.0;808.0;8
87;474.0;636.0;21
88;122.0;461.0;98
89;30.0;519.0;44
90;53.0;793.0;59
91;918.0;279.0;52
92;23.0;572.0;43
93;874.0;12.0;47
94;678.0;601.0;10
95;458.0;756.0;37
96;611.0;597.0;86
97;800.0;695.0;55
98;543.0;641.0;20
99;666.0;541.0;37
100;77.0;815.0;55
101;65.0;815.0;12
102;323.0;745.0;53
103;180.0;870.0;68
104;87.0;506.0;59
105;843.0;143.0;96
106;239.0;782.0;35
107;607.0;629.0;58
108;696.0;102.0;54
109;709.0;379.0;47
110;928.0;73.0;77
111;603.0;607.0;56
112;568.0;597.0;56
113;71.0;911.0;45
114;499.0;860.0;99
115;600.0;539.0;65
116;698.0;639.0;3
117;75.0;459.0;88
118;586.0;756.0;53
119;65.0;543.0;72
120;319.0;902.0;11
121;111.0;885.0;99
122;98.0;864.0;86
123;41.0;747.0;85
124;839.0;43.0;15
125;663.0;627.0;4
126;9.0;532.0;46
127;138.0;935.0;74
128;141.0;869.0;21
129;610.0;599.0;72
130;834.0;111.0;12
131;193.0;779.0;37
132;55.0;528.0;36
133;956.0;107.0;93
134;873.0;61.0;42
135;578.0;703.0;91
136;542.0;585.0;40
137;619.0;668.0;21
138;878.0;154.0;70
139;272.0;561.0;26
140;362.0;676.0;79
141;793.0;819.0;88
142;919.0;136.0;64
143;582.0;600.0;32
144;109.0;916.0;98
145;166.0;878.0;42
146;79.0;844.0;91
147;541.0;551.0;34
148;85.0;629.0;30
149;33.0;410.0;17
150;676.0;612.0;39
151;473.0;633.0;36
152;168.0;915.0;29
153;140.0;668.0;13
154;470.0;639.0;65
155;878.0;157.0;10
156;915.0;149.0;62
157;143.0;876.0;63
158;184.0;815.0;93
159;858.0;73.0;18
160;537.0;654.0;6
161;188.0;826.0;42
162;27.0;450.0;3
163;9.0;518.0;11
164;213.0;814.0;10
165;144.0;304.0;41
166;542.0;625.0;97
167;462.0;749.0;4
168;102.0;692.0;68
169;363.0;884.0;88
170;26.0;569.0;17
171;98.0;922.0;85
172;83.0;584.0;43
173;563.0;636.0;96
174;42.0;466.0;88
175;872.0;29.0;47
176;182.0;831.0;80
177;82.0;866.0;97
178;174.0;851.0;30
179;438.0;580.0;23
180;591.0;125.0;39
181;564.0;548.0;17
182;33.0;404.0;19
183;218.0;580.0;58
184;667.0;675.0;97
185;670.0;684.0;95
186;196.0;871.0;29
187;213.0;847.0;95
188;217.0;849.0;65
189;113.0;928.0;31
190;557.0;699.0;44
191;923.0;80.0;85
192;171.0;769.0;98
193;483.0;460.0;62
194;59.0;970.0;71
195;781.0;116.0;53
196;646.0;647.0;27
197;187.0;443.0;78
198;62.0;468.0;91
199;201.0;815.0;51
200;100.0;766.0;37
201;549.0;612.0;45
202;641.0;707.0;59
