Nodo;X;Y;Demanda;Capacidad
1;500.0;500.0;0;187
2;315.0;998.0;1;
3;450.0;3.0;1;
4;532.0;197.0;1;
5;137.0;91.0;1;
6;156.0;337.0;1;
7;86.0;22.0;1;
8;768.0;339.0;1;
9;143.0;85.0;1;
10;259.0;584.0;1;
11;423.0;965.0;1;
12;941.0;776.0;1;
13;1000.0;476.0;1;
14;13.0;585.0;1;
15;911.0;80.0;1;
16;155.0;280.0;1;
17;200.0;915.0;1;
18;652.0;759.0;1;
19;839.0;99.0;1;
20;217.0;240.0;1;
21;472.0;418.0;1;
22;74.0;442.0;1;
23;112.0;121.0;1;
24;365.0;617.0;1;
25;706.0;679.0;1;
26;448.0;91.0;1;
27;892.0;670.0;1;
28;491.0;31.0;1;
29;459.0;637.0;1;
30;278.0;147.0;1;
31;529.0;55.0;1;
32;93.0;144.0;1;
33;40.0;4.0;1;
34;993.0;418.0;1;
35;740.0;937.0;1;
36;227.0;630.0;1;
37;266.0;586.0;1;
38;858.0;992.0;1;
39;178.0;430.0;1;
40;783.0;767.0;1;
41;54.0;741.0;1;
42;991.0;632.0;1;
43;614.0;493.0;1;
44;904.0;572.0;1;
45;145.0;584.0;1;
46;934.0;712.0;1;
47;153.0;69.0;1;
48;724.0;788.0;1;
49;698.0;939.0;1;
50;71.0;863.0;1;
51;275.0;982.0;1;
52;318.0;920.0;1;
53;907.0;173.0;1;
54;324.0;9.0;1;
55;931.0;35.0;1;
56;606.0;611.0;1;
57;281.0;346.0;1;
58;444.0;674.0;1;
59;764.0;559.0;1;
60;54.0;33.0;1;
61;440.0;757.0;1;
62;681.0;985.0;1;
63;405.0;825.0;1;
64;776.0;931.0;1;
65;923.0;820.0;1;
66;854.0;536.0;1;
67;181.0;162.0;1;
68;328.0;810.0;1;
69;718.0;123.0;1;
70;793.0;288.0;1;
71;650.0;507.0;1;
72;708.0;181.0;1;
73;690.0;1000.0;1;
74;565.0;716.0;1;
75;488.0;16.0;1;
76;52.0;433.0;1;
77;510.0;641.0;1;
78;591.0;408.0;1;
79;742.0;988.0;1;
80;925.0;212.0;1;
81;693.0;168.0;1;
82;379.0;107.0;1;
83;631.0;460.0;1;
84;419.0;952.0;1;
85;475.0;728.0;1;
86;123.0;74.0;1;
