Nodo;X;Y;Demanda;Capacidad
1;0.0;0.0;0;318
2;963.0;632.0;94;
3;486.0;868.0;69;
4;423.0;45.0;77;
5;931.0;12.0;77;
6;418.0;969.0;99;
7;509.0;691.0;63;
8;274.0;399.0;82;
9;863.0;467.0;96;
10;77.0;911.0;55;
11;761.0;966.0;95;
12;792.0;723.0;53;
13;227.0;75.0;96;
14;229.0;409.0;54;
15;352.0;911.0;98;
16;466.0;646.0;75;
17;603.0;75.0;62;
18;567.0;97.0;93;
19;570.0;455.0;71;
20;398.0;852.0;67;
21;571.0;98.0;96;
22;536.0;128.0;91;
23;457.0;518.0;79;
24;187.0;290.0;93;
25;77.0;864.0;76;
26;686.0;79.0;51;
27;691.0;728.0;84;
28;834.0;358.0;62;
29;444.0;395.0;97;
30;947.0;496.0;90;
31;861.0;289.0;88;
32;338.0;130.0;56;
33;897.0;142.0;76;
34;330.0;466.0;80;
35;572.0;253.0;93;
36;98.0;45.0;100;
37;261.0;303.0;50;
38;279.0;64.0;99;
39;979.0;963.0;86;
40;883.0;263.0;77;
41;304.0;249.0;54;
42;620.0;951.0;63;
43;930.0;78.0;96;
44;179.0;212.0;50;
45;658.0;660.0;60;
46;399.0;177.0;96;
47;535.0;964.0;64;
48;916.0;698.0;80;
49;314.0;629.0;97;
50;367.0;237.0;61;
51;426.0;241.0;67;
52;940.0;633.0;98;
53;666.0;256.0;57;
54;339.0;465.0;85;
55;990.0;417.0;68;
56;34.0;289.0;92;
57;275.0;884.0;80;
58;382.0;651.0;64;
59;819.0;297.0;71;
60;132.0;854.0;70;
61;104.0;870.0;95;
62;577.0;298.0;83;
63;338.0;725.0;88;
64;64.0;584.0;63;
65;428.0;233.0;50;
66;49.0;337.0;95;
67;265.0;876.0;55;
68;213.0;243.0;74;
69;303.0;684.0;70;
70;895.0;971.0;57;
71;143.0;664.0;94;
72;471.0;831.0;94;
73;815.0;607.0;66;
74;745.0;188.0;90;
75;294.0;172.0;71;
76;543.0;588.0;52;
77;12.0;50.0;72;
78;104.0;456.0;72;
79;429.0;112.0;95;
80;706.0;932.0;60;
81;145.0;12.0;97;
82;794.0;178.0;69;
83;534.0;171.0;83;
84;203.0;207.0;68;
85;239.0;78.0;94;
86;970.0;845.0;92;
87;614.0;325.0;75;
88;505.0;929.0;63;
89;950.0;143.0;82;
90;781.0;748.0;67;
91;86.0;727.0;73;
92;332.0;629.0;55;
93;179.0;221.0;52;
94;254.0;116.0;52;
95;293.0;903.0;84;
96;662.0;207.0;75;
97;974.0;664.0;89;
98;520.0;191.0;57;
99;830.0;11.0;58;
100;831.0;155.0;81;
101;329.0;324.0;97;
102;762.0;48.0;51;
103;360.0;561.0;86;
104;32.0;379.0;74;
105;744.0;695.0;66;
106;200.0;48.0;81;
107;933.0;770.0;50;
108;458.0;681.0;53;
109;70.0;86.0;76;
110;369.0;732.0;84;
111;407.0;874.0;86;
112;563.0;756.0;80;
113;582.0;842.0;56;
114;646.0;841.0;71;
115;91.0;422.0;90;
116;532.0;957.0;62;
117;40.0;552.0;73;
118;848.0;949.0;70;
119;315.0;11.0;99;
120;560.0;239.0;90;
121;905.0;434.0;73;
122;55.0;544.0;57;
123;466.0;958.0;77;
124;995.0;233.0;65;
125;855.0;658.0;67;
126;450.0;492.0;71;
127;569.0;74.0;92;
128;825.0;765.0;81;
129;981.0;599.0;51;
130;173.0;409.0;95;
131;114.0;930.0;72;
132;975.0;20.0;56;
133;812.0;602.0;85;
134;305.0;439.0;58;
135;928.0;754.0;91;
136;104.0;287.0;72;
137;620.0;472.0;75;
138;930.0;64.0;51;
139;837.0;28.0;95;
140;933.0;954.0;100;
141;680.0;205.0;56;
142;862.0;37.0;78;
143;790.0;326.0;96;
144;919.0;635.0;89;
145;901.0;156.0;81;
146;960.0;61.0;66;
147;182.0;801.0;60;
148;156.0;408.0;94;
149;637.0;209.0;69;
150;267.0;529.0;89;
151;162.0;947.0;96;
152;842.0;49.0;68;
153;164.0;584.0;96;
154;56.0;337.0;59;
155;24.0;316.0;73;
156;631.0;503.0;86;
157;351.0;250.0;61;
158;577.0;879.0;94;
159;834.0;791.0;62;
160;846.0;755.0;100;
161;947.0;556.0;75;
162;737.0;404.0;97;
163;893.0;312.0;70;
164;967.0;297.0;62;
165;109.0;489.0;93;
166;403.0;469.0;84;
167;75.0;236.0;56;
168;883.0;139.0;98;
169;966.0;693.0;69;
170;775.0;692.0;90;
171;867.0;994.0;85;
172;62.0;162.0;94;
173;912.0;964.0;88;
174;655.0;323.0;87;
175;201.0;324.0;75;
176;548.0;836.0;80;
177;757.0;873.0;76;
178;808.0;984.0;87;
179;744.0;466.0;64;
180;483.0;93.0;69;
181;504.0;438.0;79;
182;88.0;651.0;67;
183;144.0;749.0;68;
184;329.0;65.0;88;
185;473.0;522.0;76;
186;439.0;989.0;50;
187;242.0;785.0;61;
188;162.0;110.0;97;
189;341.0;489.0;100;
190;393.0;995.0;79;
191;678.0;208.0;99;
192;1.0;901.0;57;
193;532.0;423.0;100;
194;427.0;516.0;61;
195;111.0;840.0;64;
196;601.0;521.0;64;
197;991.0;2.0;77;
198;974.0;206.0;70;
199;8.0;646.0;56;
200;762.0;838.0;64;
201;154.0;979.0;65;
202;283.0;67.0;90;
203;122.0;217.0;51;
204;51.0;949.0;53;
205;747.0;432.0;59;
206;855.0;563.0;60;
207;333.0;421.0;59;
208;454.0;232.0;59;
209;916.0;376.0;79;
210;314.0;864.0;92;
211;252.0;351.0;65;
212;977.0;427.0;67;
213;634.0;313.0;68;
214;941.0;272.0;71;
215;281.0;345.0;76;
216;20.0;219.0;63;
217;638.0;273.0;85;
218;565.0;31.0;54;
219;801.0;934.0;83;
220;987.0;523.0;88;
221;698.0;264.0;66;
222;456.0;465.0;71;
223;515.0;283.0;92;
224;992.0;296.0;96;
225;679.0;459.0;55;
226;313.0;841.0;70;
227;647.0;66.0;73;
228;886.0;30.0;75;
229;184.0;537.0;81;
230;604.0;300.0;55;
231;102.0;743.0;67;
232;512.0;463.0;67;
233;131.0;447.0;65;
234;683.0;375.0;57;
235;328.0;672.0;56;
236;187.0;714.0;64;
237;520.0;287.0;51;
238;131.0;949.0;98;
239;926.0;675.0;61;
240;774.0;130.0;59;
241;869.0;538.0;84;
242;174.0;576.0;54;
243;856.0;204.0;77;
244;123.0;424.0;92;
245;13.0;393.0;94;
246;180.0;484.0;52;
247;909.0;523.0;74;
248;802.0;712.0;61;
249;235.0;155.0;78;
250;496.0;38.0;94;
251;958.0;762.0;51;
252;473.0;436.0;82;
253;192.0;879.0;70;
254;238.0;828.0;94;
255;251.0;594.0;93;
256;196.0;740.0;100;
257;431.0;192.0;64;
258;469.0;381.0;82;
259;491.0;477.0;96;
260;366.0;769.0;81;
261;140.0;52.0;77;
262;633.0;396.0;61;
263;498.0;393.0;65;
264;232.0;518.0;89;
265;763.0;592.0;77;
266;872.0;646.0;97;
267;784.0;7.0;55;
268;527.0;721.0;68;
269;894.0;315.0;85;
270;90.0;440.0;80;
271;643.0;674.0;98;
272;718.0;991.0;72;
273;455.0;719.0;64;
274;920.0;753.0;80;
275;353.0;141.0;91;
276;460.0;679.0;98;
277;852.0;350.0;66;
278;433.0;866.0;82;
279;838.0;404.0;94;
280;470.0;745.0;76;
281;713.0;620.0;82;
282;94.0;798.0;58;
283;366.0;99.0;54;
284;436.0;792.0;65;
285;314.0;77.0;64;
286;42.0;182.0;58;
287;996.0;673.0;82;
288;79.0;335.0;83;
289;335.0;442.0;53;
290;912.0;122.0;57;
291;249.0;61.0;57;
292;853.0;884.0;91;
293;912.0;720.0;87;
294;985.0;62.0;56;
295;569.0;977.0;67;
296;290.0;763.0;64;
297;678.0;550.0;69;
298;682.0;504.0;60;
299;95.0;880.0;54;
300;592.0;360.0;74;
301;611.0;875.0;97;
302;704.0;460.0;71;
303;79.0;508.0;77;
304;725.0;567.0;97;
305;529.0;345.0;73;
306;88.0;492.0;63;
307;490.0;631.0;87;
308;16.0;974.0;68;
309;971.0;882.0;51;
310;218.0;518.0;89;
311;113.0;590.0;63;
312;517.0;764.0;92;
313;754.0;865.0;100;
314;756.0;589.0;52;
315;975.0;123.0;64;
316;135.0;693.0;63;
317;247.0;975.0;80;
318;522.0;561.0;72;
319;464.0;310.0;82;
320;431.0;259.0;88;
321;50.0;677.0;92;
322;490.0;83.0;72;
323;164.0;654.0;66;
324;148.0;832.0;89;
325;917.0;318.0;64;
326;936.0;670.0;85;
327;829.0;87.0;51;
328;371.0;803.0;50;
329;500.0;467.0;71;
330;883.0;751.0;99;
331;708.0;162.0;54;
332;818.0;277.0;51;
333;287.0;415.0;82;
334;141.0;512.0;86;
335;810.0;212.0;98;
336;135.0;253.0;88;
337;988.0;722.0;75;
338;111.0;758.0;63;
339;772.0;772.0;69;
340;518.0;744.0;87;
341;22.0;269.0;91;
342;689.0;637.0;99;
343;621.0;528.0;93;
344;627.0;827.0;58;
345;936.0;509.0;61;
346;604.0;994.0;87;
347;127.0;406.0;65;
