Nodo;X;Y;Demanda;Capacidad
1;500.0;500.0;0;206
2;102.0;595.0;8;
3;410.0;943.0;9;
4;547.0;802.0;6;
5;749.0;839.0;10;
6;655.0;923.0;7;
7;58.0;631.0;7;
8;554.0;912.0;7;
9;374.0;821.0;6;
10;578.0;811.0;5;
11;558.0;824.0;5;
12;867.0;894.0;8;
13;301.0;892.0;6;
14;156.0;596.0;9;
15;893.0;994.0;7;
16;306.0;658.0;7;
17;473.0;789.0;6;
18;241.0;635.0;7;
19;455.0;936.0;7;
20;21.0;568.0;10;
21;233.0;679.0;6;
22;846.0;595.0;7;
23;545.0;744.0;7;
24;372.0;876.0;9;
25;563.0;787.0;6;
26;802.0;745.0;7;
27;103.0;513.0;6;
28;584.0;833.0;9;
29;324.0;911.0;8;
30;407.0;753.0;7;
31;535.0;855.0;7;
32;699.0;717.0;10;
33;426.0;789.0;10;
34;390.0;823.0;10;
35;299.0;782.0;6;
36;882.0;888.0;7;
37;428.0;861.0;10;
38;268.0;906.0;8;
39;875.0;882.0;5;
40;588.0;808.0;9;
41;289.0;958.0;8;
42;179.0;651.0;9;
43;311.0;868.0;6;
44;386.0;902.0;8;
45;204.0;641.0;9;
46;557.0;824.0;6;
47;410.0;802.0;9;
48;134.0;523.0;10;
49;321.0;461.0;6;
50;818.0;901.0;7;
51;410.0;950.0;8;
52;820.0;929.0;9;
53;855.0;951.0;8;
54;87.0;553.0;6;
55;608.0;902.0;8;
56;207.0;548.0;7;
57;333.0;937.0;7;
58;227.0;625.0;7;
59;339.0;992.0;9;
60;545.0;769.0;9;
61;636.0;755.0;8;
62;589.0;890.0;9;
63;859.0;823.0;6;
64;767.0;902.0;10;
65;399.0;813.0;10;
66;932.0;870.0;8;
67;130.0;713.0;10;
68;721.0;810.0;9;
69;405.0;738.0;5;
70;542.0;808.0;10;
71;212.0;512.0;5;
72;321.0;850.0;7;
73;838.0;852.0;8;
74;378.0;933.0;9;
75;329.0;917.0;7;
76;269.0;733.0;9;
77;254.0;485.0;10;
78;751.0;809.0;6;
79;720.0;921.0;8;
80;644.0;575.0;7;
81;206.0;829.0;5;
82;228.0;640.0;6;
83;64.0;673.0;7;
84;669.0;593.0;8;
85;411.0;794.0;5;
86;156.0;644.0;10;
87;875.0;875.0;7;
88;415.0;818.0;7;
89;348.0;872.0;5;
90;149.0;573.0;7;
91;77.0;635.0;6;
92;189.0;726.0;9;
93;466.0;790.0;5;
94;377.0;878.0;8;
95;479.0;762.0;10;
96;247.0;762.0;10;
97;90.0;592.0;7;
98;255.0;640.0;8;
99;1.0;698.0;5;
100;629.0;825.0;6;
101;426.0;997.0;6;
102;393.0;947.0;8;
103;480.0;949.0;9;
104;95.0;434.0;6;
105;673.0;773.0;5;
106;300.0;914.0;9;
107;121.0;530.0;8;
108;195.0;897.0;7;
109;161.0;494.0;9;
110;451.0;763.0;10;
111;371.0;982.0;7;
112;445.0;814.0;9;
113;887.0;955.0;5;
114;555.0;746.0;6;
115;140.0;662.0;6;
116;361.0;774.0;6;
117;753.0;872.0;6;
118;537.0;779.0;10;
119;274.0;876.0;10;
120;518.0;966.0;7;
121;638.0;888.0;8;
122;172.0;876.0;8;
123;337.0;638.0;6;
124;765.0;925.0;10;
125;178.0;570.0;8;
126;52.0;426.0;10;
127;487.0;805.0;5;
128;73.0;446.0;7;
129;93.0;563.0;7;
130;575.0;899.0;6;
131;295.0;924.0;10;
132;495.0;883.0;9;
133;171.0;601.0;9;
134;815.0;782.0;8;
135;357.0;894.0;5;
136;229.0;649.0;9;
137;305.0;840.0;7;
138;213.0;591.0;7;
139;299.0;995.0;5;
140;290.0;799.0;8;
141;628.0;610.0;7;
142;499.0;891.0;8;
143;388.0;827.0;9;
144;528.0;722.0;8;
145;542.0;907.0;6;
146;814.0;876.0;10;
147;843.0;990.0;6;
148;361.0;894.0;7;
149;356.0;971.0;5;
150;316.0;842.0;9;
151;401.0;877.0;7;
152;293.0;855.0;9;
153;899.0;772.0;6;
154;607.0;863.0;9;
155;745.0;603.0;10;
156;523.0;836.0;9;
