Nodo;X;Y;Demanda
1;651.0;72.0;0
2;177.0;616.0;10
3;555.0;785.0;8
4;150.0;535.0;8
5;443.0;669.0;8
6;688.0;415.0;5
7;4.0;264.0;9
8;931.0;372.0;8
9;77.0;911.0;7
10;28.0;41.0;9
11;863.0;90.0;5
12;336.0;930.0;7
13;725.0;414.0;7
14;734.0;435.0;5
15;141.0;604.0;8
16;405.0;767.0;9
17;372.0;393.0;7
18;55.0;609.0;7
19;565.0;460.0;5
20;440.0;736.0;9
21;927.0;127.0;5
22;381.0;752.0;5
23;737.0;469.0;9
24;257.0;876.0;10
25;402.0;780.0;8
26;472.0;870.0;7
27;266.0;553.0;10
28;522.0;682.0;5
29;353.0;723.0;8
30;255.0;561.0;6
31;3.0;799.0;7
32;607.0;328.0;6
33;551.0;656.0;10
34;208.0;263.0;5
35;127.0;610.0;10
36;576.0;708.0;9
37;386.0;696.0;9
38;913.0;443.0;6
39;275.0;756.0;7
40;528.0;146.0;8
41;686.0;349.0;9
42;128.0;508.0;8
43;260.0;778.0;6
44;629.0;340.0;9
45;199.0;608.0;8
46;586.0;529.0;6
47;692.0;472.0;6
48;401.0;394.0;10
49;146.0;827.0;6
50;972.0;396.0;9
51;134.0;937.0;8
52;699.0;877.0;9
53;286.0;49.0;5
54;191.0;301.0;10
55;299.0;581.0;9
56;343.0;833.0;6
57;60.0;393.0;10
58;372.0;606.0;9
59;339.0;869.0;10
60;826.0;211.0;8
61;66.0;868.0;6
62;263.0;962.0;10
63;524.0;686.0;5
64;378.0;751.0;7
65;944.0;976.0;7
66;711.0;448.0;5
67;394.0;753.0;10
68;819.0;432.0;5
69;37.0;615.0;5
70;166.0;601.0;6
71;809.0;537.0;5
72;423.0;996.0;8
73;265.0;642.0;8
74;702.0;467.0;7
75;196.0;204.0;8
76;299.0;762.0;6
77;916.0;165.0;5
78;172.0;947.0;6
79;507.0;642.0;9
80;744.0;48.0;7
81;383.0;586.0;7
82;161.0;937.0;10
83;281.0;618.0;7
84;372.0;922.0;8
85;821.0;527.0;7
86;259.0;419.0;6
87;617.0;557.0;10
88;51.0;711.0;7
89;999.0;589.0;9
90;741.0;402.0;10
91;756.0;158.0;5
92;483.0;53.0;10
93;703.0;844.0;9
94;3.0;645.0;6
95;106.0;206.0;5
96;587.0;459.0;10
97;401.0;695.0;10
98;41.0;562.0;5
99;49.0;561.0;5
100;97.0;647.0;9
101;653.0;800.0;5
102;748.0;505.0;7
103;383.0;691.0;6
104;588.0;549.0;6
105;702.0;621.0;5
106;811.0;793.0;6
107;875.0;798.0;6
108;11.0;645.0;5
109;157.0;446.0;7
110;400.0;446.0;5
111;119.0;598.0;10
112;573.0;307.0;8
113;822.0;432.0;8
114;683.0;438.0;7
115;830.0;183.0;5
116;141.0;535.0;10
117;507.0;231.0;5
118;270.0;129.0;10
119;381.0;642.0;7
120;729.0;279.0;10
121;192.0;654.0;9
122;665.0;949.0;6
123;312.0;203.0;7
124;624.0;475.0;8
125;29.0;835.0;9
126;27.0;279.0;7
127;397.0;887.0;9
128;124.0;589.0;6
129;326.0;518.0;10
130;312.0;305.0;10
131;353.0;813.0;8
132;381.0;607.0;5
133;762.0;451.0;10
134;343.0;641.0;8
135;536.0;366.0;9
136;472.0;344.0;8
137;534.0;582.0;5
138;218.0;400.0;9
139;565.0;396.0;8
140;750.0;546.0;9
141;695.0;594.0;7
142;107.0;205.0;8
143;105.0;458.0;6
144;971.0;650.0;8
145;733.0;551.0;9
146;208.0;906.0;5
147;820.0;170.0;7
148;388.0;705.0;6
149;340.0;52.0;6
150;359.0;798.0;9
151;705.0;669.0;7
152;654.0;652.0;5
153;406.0;754.0;10
154;521.0;926.0;6
155;89.0;399.0;6
156;383.0;564.0;8
157;645.0;161.0;8
158;557.0;394.0;10
159;138.0;572.0;9
160;450.0;177.0;6
161;546.0;684.0;7
162;186.0;632.0;5
163;374.0;699.0;5
164;525.0;876.0;10
165;738.0;493.0;8
166;753.0;646.0;6
167;5.0;624.0;6
168;117.0;554.0;6
169;697.0;390.0;6
170;529.0;961.0;10
171;183.0;578.0;7
172;789.0;931.0;8
173;545.0;391.0;9
174;101.0;384.0;5
175;367.0;713.0;8
176;3.0;492.0;7
177;894.0;199.0;6
178;549.0;531.0;8
179;593.0;463.0;10
180;380.0;722.0;6
181;401.0;947.0;9
182;59.0;206.0;6
183;345.0;141.0;6
184;186.0;577.0;6
185;643.0;311.0;5
186;347.0;18.0;10
187;101.0;363.0;5
188;889.0;25.0;5
189;109.0;624.0;7
190;14.0;552.0;6
191;387.0;712.0;10
192;209.0;607.0;5
193;335.0;765.0;8
194;650.0;539.0;7
195;805.0;827.0;8
196;452.0;533.0;10
197;221.0;761.0;9
198;340.0;710.0;5
199;329.0;627.0;6
200;478.0;757.0;7
201;107.0;734.0;9
202;163.0;696.0;9
203;990.0;833.0;8
204;347.0;705.0;6
205;655.0;568.0;8
206;946.0;105.0;7
207;472.0;743.0;5
208;746.0;327.0;7
209;168.0;683.0;9
210;628.0;948.0;8
211;958.0;151.0;8
212;504.0;378.0;9
213;84.0;842.0;8
214;839.0;117.0;7
215;725.0;170.0;8
216;676.0;54.0;5
217;284.0;820.0;8
218;777.0;535.0;5
219;60.0;269.0;9
220;189.0;647.0;9
221;388.0;223.0;5
222;595.0;485.0;6
223;656.0;301.0;5
224;646.0;304.0;10
225;319.0;362.0;7
226;307.0;21.0;5
227;653.0;505.0;9
228;76.0;453.0;10
229;106.0;357.0;10
230;183.0;621.0;8
231;396.0;993.0;10
232;115.0;531.0;6
233;287.0;907.0;8
234;405.0;347.0;8
235;377.0;338.0;5
236;693.0;634.0;5
237;665.0;979.0;10
238;619.0;540.0;9
239;475.0;819.0;9
240;961.0;705.0;7
241;458.0;179.0;9
242;616.0;232.0;7
243;613.0;469.0;5
244;215.0;651.0;9
245;436.0;773.0;8
246;328.0;189.0;8
247;363.0;818.0;10
248;610.0;474.0;5
249;259.0;772.0;5
250;115.0;731.0;6
251;4.0;491.0;8
252;120.0;325.0;5
253;529.0;776.0;9
254;232.0;920.0;10
255;373.0;752.0;5
256;62.0;277.0;9
257;167.0;161.0;8
258;605.0;457.0;5
259;524.0;583.0;7
260;942.0;722.0;7
261;568.0;559.0;6
262;65.0;591.0;7
263;711.0;420.0;5
264;504.0;835.0;5
265;44.0;532.0;9
266;820.0;969.0;8
267;616.0;390.0;5
268;492.0;957.0;9
269;4.0;489.0;8
270;259.0;693.0;7
271;391.0;872.0;8
272;422.0;912.0;6
273;131.0;910.0;6
274;252.0;293.0;10
275;133.0;361.0;10
276;133.0;586.0;6
277;803.0;739.0;10
278;698.0;858.0;8
279;876.0;314.0;6
280;440.0;814.0;5
281;146.0;283.0;10
282;825.0;160.0;5
