Nodo;X;Y;Demanda;Capacidad
1;500.0;500.0;0;439
2;502.0;419.0;59;
3;347.0;280.0;78;
4;555.0;351.0;69;
5;802.0;492.0;70;
6;803.0;541.0;63;
7;760.0;606.0;13;
8;886.0;585.0;39;
9;354.0;342.0;71;
10;136.0;157.0;69;
11;356.0;312.0;77;
12;916.0;698.0;78;
13;890.0;503.0;65;
14;269.0;304.0;59;
15;825.0;384.0;30;
16;184.0;376.0;13;
17;922.0;554.0;67;
18;298.0;298.0;99;
19;908.0;585.0;66;
20;855.0;548.0;7;
21;314.0;646.0;49;
22;207.0;469.0;76;
23;652.0;582.0;22;
24;355.0;350.0;11;
25;904.0;506.0;27;
26;784.0;598.0;100;
27;820.0;316.0;98;
28;89.0;302.0;26;
29;882.0;597.0;22;
30;331.0;473.0;25;
31;323.0;275.0;79;
32;905.0;538.0;15;
33;872.0;462.0;79;
34;142.0;467.0;84;
35;787.0;538.0;26;
36;338.0;390.0;75;
37;897.0;523.0;57;
38;279.0;319.0;5;
39;874.0;487.0;57;
40;618.0;754.0;100;
41;421.0;538.0;81;
42;316.0;288.0;17;
43;245.0;326.0;97;
44;267.0;364.0;16;
45;785.0;495.0;3;
46;913.0;690.0;46;
47;850.0;544.0;3;
48;410.0;348.0;83;
49;234.0;120.0;9;
50;325.0;335.0;92;
51;845.0;520.0;95;
52;794.0;454.0;70;
53;758.0;575.0;84;
54;343.0;319.0;38;
55;291.0;320.0;22;
56;797.0;598.0;73;
57;417.0;298.0;45;
58;502.0;209.0;53;
59;399.0;494.0;32;
60;777.0;538.0;68;
61;760.0;958.0;28;
62;244.0;343.0;100;
63;889.0;542.0;67;
64;356.0;560.0;28;
65;788.0;510.0;55;
66;208.0;256.0;50;
67;820.0;527.0;53;
68;229.0;231.0;27;
69;105.0;297.0;42;
70;823.0;565.0;81;
71;317.0;322.0;91;
72;396.0;268.0;98;
73;274.0;185.0;3;
74;347.0;405.0;17;
75;829.0;553.0;34;
76;265.0;394.0;91;
77;341.0;255.0;91;
78;313.0;406.0;93;
79;811.0;499.0;19;
80;368.0;321.0;79;
81;356.0;476.0;100;
82;393.0;302.0;36;
83;436.0;340.0;10;
84;249.0;385.0;16;
85;322.0;335.0;21;
86;674.0;536.0;43;
87;269.0;340.0;74;
88;353.0;419.0;79;
89;835.0;535.0;64;
90;288.0;306.0;60;
91;455.0;318.0;89;
92;402.0;326.0;54;
93;829.0;493.0;36;
94;353.0;284.0;90;
95;853.0;487.0;79;
96;222.0;238.0;33;
97;207.0;350.0;33;
98;173.0;410.0;56;
99;874.0;569.0;36;
100;838.0;404.0;58;
101;151.0;423.0;41;
102;373.0;243.0;55;
103;301.0;374.0;47;
104;197.0;421.0;36;
105;861.0;497.0;27;
106;405.0;296.0;30;
107;904.0;585.0;19;
108;282.0;421.0;82;
109;267.0;315.0;61;
110;328.0;315.0;76;
111;182.0;394.0;16;
112;792.0;530.0;16;
113;896.0;600.0;60;
114;664.0;548.0;3;
115;774.0;601.0;73;
116;466.0;232.0;95;
117;781.0;442.0;96;
118;989.0;333.0;89;
119;828.0;589.0;88;
120;455.0;416.0;97;
121;116.0;207.0;95;
122;48.0;103.0;32;
123;215.0;133.0;70;
124;747.0;564.0;28;
125;824.0;631.0;61;
126;275.0;321.0;57;
127;295.0;130.0;12;
128;674.0;615.0;82;
129;263.0;416.0;16;
130;837.0;587.0;41;
131;369.0;319.0;80;
132;280.0;280.0;53;
133;195.0;391.0;63;
134;803.0;580.0;33;
135;33.0;209.0;4;
136;422.0;493.0;16;
137;354.0;431.0;65;
138;265.0;422.0;28;
139;748.0;547.0;55;
140;289.0;312.0;66;
141;240.0;266.0;57;
142;789.0;635.0;64;
143;228.0;315.0;40;
144;289.0;425.0;56;
145;1000.0;675.0;18;
146;895.0;562.0;64;
147;930.0;658.0;72;
148;274.0;462.0;76;
149;761.0;570.0;23;
150;264.0;328.0;23;
151;749.0;425.0;66;
152;531.0;266.0;86;
153;880.0;472.0;71;
154;202.0;188.0;44;
155;274.0;353.0;42;
156;62.0;384.0;66;
157;249.0;255.0;100;
158;344.0;165.0;44;
159;719.0;486.0;39;
160;813.0;541.0;99;
161;744.0;582.0;42;
162;302.0;226.0;65;
163;921.0;452.0;85;
164;297.0;418.0;55;
165;724.0;511.0;78;
166;853.0;733.0;88;
167;891.0;518.0;87;
168;753.0;537.0;30;
169;918.0;427.0;22;
170;940.0;567.0;76;
171;779.0;627.0;26;
172;282.0;441.0;82;
173;857.0;523.0;71;
174;362.0;235.0;55;
175;328.0;343.0;88;
176;867.0;638.0;80;
177;373.0;489.0;1;
178;233.0;350.0;34;
179;306.0;402.0;23;
180;913.0;634.0;91;
181;862.0;679.0;11;
182;849.0;516.0;32;
183;277.0;243.0;35;
184;819.0;624.0;26;
185;805.0;525.0;59;
186;307.0;272.0;57;
187;576.0;331.0;45;
188;798.0;478.0;61;
189;797.0;542.0;91;
190;285.0;298.0;81;
191;358.0;288.0;41;
192;958.0;531.0;9;
193;426.0;384.0;14;
194;854.0;576.0;46;
195;855.0;505.0;83;
196;512.0;257.0;23;
197;622.0;476.0;26;
198;686.0;589.0;71;
199;726.0;398.0;76;
200;841.0;548.0;11;
201;290.0;290.0;56;
202;884.0;462.0;54;
203;195.0;355.0;16;
204;642.0;702.0;84;
205;937.0;566.0;43;
206;760.0;579.0;90;
207;869.0;495.0;7;
208;802.0;312.0;6;
209;809.0;524.0;21;
210;403.0;479.0;5;
211;811.0;426.0;55;
212;903.0;542.0;44;
213;296.0;488.0;95;
214;846.0;672.0;49;
215;982.0;416.0;61;
216;269.0;267.0;31;
217;470.0;372.0;16;
218;808.0;579.0;82;
219;750.0;466.0;59;
220;869.0;594.0;15;
221;835.0;606.0;5;
222;855.0;515.0;96;
223;790.0;582.0;45;
224;297.0;83.0;33;
225;784.0;619.0;17;
226;804.0;614.0;70;
227;790.0;561.0;45;
228;335.0;348.0;66;
229;445.0;300.0;92;
230;122.0;395.0;74;
231;287.0;366.0;42;
232;490.0;358.0;7;
233;645.0;628.0;60;
234;848.0;640.0;85;
235;226.0;300.0;47;
236;338.0;306.0;56;
237;301.0;446.0;29;
238;335.0;227.0;31;
239;836.0;580.0;77;
240;344.0;468.0;28;
241;895.0;507.0;9;
242;701.0;834.0;94;
243;272.0;362.0;78;
244;419.0;237.0;45;
245;956.0;476.0;29;
246;225.0;334.0;61;
247;813.0;453.0;27;
248;755.0;489.0;57;
249;570.0;330.0;78;
250;589.0;542.0;61;
251;182.0;156.0;23;
252;976.0;621.0;82;
253;791.0;498.0;100;
254;10.0;261.0;29;
255;637.0;370.0;98;
256;267.0;190.0;36;
257;660.0;447.0;71;
258;186.0;450.0;11;
259;875.0;562.0;92;
260;238.0;278.0;29;
261;257.0;277.0;20;
262;702.0;673.0;21;
263;824.0;559.0;86;
264;9.0;293.0;78;
265;786.0;535.0;17;
266;772.0;582.0;70;
267;284.0;360.0;4;
268;266.0;303.0;85;
269;795.0;536.0;99;
270;927.0;534.0;93;
271;270.0;303.0;6;
272;146.0;265.0;2;
273;705.0;542.0;77;
274;635.0;861.0;71;
275;380.0;304.0;54;
276;787.0;496.0;70;
