Nodo;X;Y;Demanda
1;500.0;500.0;0
2;971.0;544.0;88
3;564.0;976.0;98
4;266.0;4.0;94
5;395.0;95.0;89
6;316.0;877.0;83
7;963.0;89.0;65
8;496.0;96.0;85
9;274.0;493.0;66
10;516.0;598.0;89
11;338.0;849.0;80
12;58.0;395.0;58
13;923.0;411.0;54
14;670.0;912.0;75
15;576.0;101.0;60
16;902.0;552.0;77
17;888.0;709.0;69
18;703.0;539.0;79
19;10.0;341.0;99
20;55.0;984.0;86
21;420.0;132.0;63
22;870.0;218.0;84
23;933.0;196.0;92
24;123.0;372.0;87
25;973.0;824.0;54
26;253.0;201.0;93
27;84.0;941.0;58
28;792.0;164.0;62
29;702.0;811.0;98
30;263.0;756.0;50
31;161.0;986.0;71
32;322.0;75.0;55
33;969.0;514.0;61
34;140.0;665.0;76
35;313.0;386.0;76
36;53.0;583.0;88
37;836.0;244.0;51
38;450.0;730.0;78
39;642.0;334.0;71
40;907.0;431.0;90
41;570.0;705.0;90
42;587.0;264.0;87
43;703.0;666.0;80
44;877.0;132.0;74
45;138.0;487.0;83
46;275.0;598.0;79
47;2.0;354.0;77
48;538.0;460.0;58
49;716.0;573.0;53
50;65.0;579.0;99
51;505.0;17.0;62
52;544.0;958.0;95
53;175.0;838.0;61
54;838.0;67.0;84
55;122.0;410.0;86
56;126.0;430.0;91
57;598.0;544.0;79
58;299.0;442.0;93
59;224.0;930.0;76
60;593.0;453.0;88
61;764.0;848.0;68
62;485.0;95.0;80
63;130.0;114.0;59
64;832.0;863.0;82
65;659.0;293.0;53
66;259.0;936.0;67
67;615.0;141.0;90
68;808.0;263.0;51
69;970.0;317.0;99
70;815.0;888.0;72
71;405.0;330.0;70
72;64.0;525.0;85
73;588.0;746.0;80
74;170.0;392.0;80
75;681.0;640.0;81
76;223.0;283.0;100
77;109.0;297.0;60
78;675.0;904.0;74
79;576.0;171.0;52
80;484.0;439.0;70
81;329.0;79.0;70
82;504.0;393.0;53
83;676.0;664.0;92
84;124.0;658.0;55
85;749.0;89.0;73
86;162.0;848.0;63
87;521.0;0.0;55
88;1.0;873.0;68
89;72.0;718.0;100
90;983.0;770.0;69
91;104.0;702.0;77
92;47.0;781.0;55
93;706.0;244.0;68
94;626.0;678.0;81
95;370.0;431.0;89
96;776.0;346.0;70
97;259.0;339.0;59
98;579.0;606.0;76
99;719.0;491.0;51
100;777.0;297.0;99
101;45.0;562.0;92
102;662.0;602.0;78
103;502.0;327.0;75
104;218.0;628.0;84
105;581.0;867.0;98
106;517.0;232.0;81
107;524.0;21.0;96
108;348.0;100.0;99
109;84.0;93.0;100
110;118.0;76.0;71
111;544.0;801.0;50
112;990.0;739.0;76
113;980.0;477.0;80
114;267.0;231.0;55
115;774.0;530.0;51
116;45.0;336.0;79
117;390.0;140.0;62
118;93.0;808.0;86
119;377.0;216.0;62
120;998.0;949.0;79
121;645.0;597.0;81
122;554.0;435.0;84
123;973.0;506.0;72
124;405.0;399.0;77
125;778.0;252.0;61
126;935.0;755.0;64
127;130.0;186.0;70
128;405.0;776.0;84
129;20.0;901.0;90
130;349.0;926.0;63
131;874.0;686.0;74
132;212.0;933.0;92
133;313.0;230.0;93
134;239.0;121.0;58
135;180.0;574.0;99
136;620.0;990.0;98
137;797.0;316.0;57
138;876.0;34.0;50
139;481.0;60.0;87
140;501.0;833.0;85
141;315.0;125.0;62
142;856.0;368.0;83
143;158.0;494.0;82
144;304.0;611.0;89
145;916.0;16.0;97
146;606.0;344.0;68
147;48.0;866.0;52
148;557.0;242.0;81
149;348.0;238.0;91
150;881.0;199.0;64
