Nodo;X;Y;Demanda
1;612.0;199.0;0
2;864.0;279.0;50
3;746.0;395.0;86
4;738.0;519.0;94
5;684.0;851.0;54
6;806.0;263.0;57
7;867.0;314.0;52
8;637.0;357.0;66
9;64.0;531.0;76
10;803.0;657.0;69
11;22.0;330.0;57
12;634.0;731.0;77
13;351.0;945.0;94
14;240.0;812.0;64
15;664.0;595.0;79
16;775.0;1000.0;91
17;971.0;313.0;55
18;953.0;717.0;79
19;317.0;25.0;68
20;812.0;410.0;51
21;677.0;874.0;93
22;731.0;504.0;91
23;89.0;803.0;68
24;697.0;604.0;51
25;53.0;379.0;93
26;817.0;947.0;91
27;164.0;875.0;91
28;86.0;108.0;59
29;9.0;596.0;76
30;406.0;956.0;57
31;304.0;456.0;96
32;843.0;846.0;97
33;285.0;809.0;69
34;148.0;84.0;83
35;349.0;524.0;58
36;527.0;626.0;56
37;947.0;317.0;81
38;646.0;27.0;96
39;718.0;325.0;52
40;906.0;651.0;86
41;889.0;936.0;78
42;953.0;118.0;92
43;908.0;868.0;67
44;447.0;13.0;56
45;335.0;495.0;56
46;77.0;834.0;51
47;992.0;428.0;91
48;826.0;196.0;93
49;337.0;341.0;73
50;482.0;288.0;70
51;123.0;49.0;77
52;415.0;572.0;91
53;274.0;837.0;64
54;581.0;738.0;81
55;33.0;36.0;76
56;795.0;906.0;51
57;353.0;858.0;75
58;242.0;80.0;81
59;532.0;464.0;57
60;246.0;853.0;50
61;109.0;299.0;80
62;285.0;353.0;53
63;5.0;669.0;86
64;255.0;457.0;61
65;909.0;568.0;62
66;986.0;234.0;100
67;920.0;756.0;94
68;7.0;655.0;89
69;441.0;88.0;88
70;569.0;543.0;52
71;317.0;94.0;60
72;897.0;775.0;83
73;226.0;802.0;79
74;716.0;738.0;64
75;320.0;820.0;82
76;15.0;31.0;72
77;114.0;664.0;90
78;60.0;419.0;72
79;629.0;333.0;51
80;662.0;34.0;88
81;780.0;143.0;82
82;689.0;829.0;78
83;19.0;801.0;80
84;836.0;281.0;82
85;227.0;730.0;98
86;640.0;347.0;70
87;850.0;655.0;74
88;742.0;663.0;61
89;290.0;424.0;88
90;407.0;997.0;51
91;553.0;92.0;60
92;286.0;957.0;57
93;129.0;245.0;84
94;435.0;940.0;65
95;141.0;578.0;57
96;578.0;334.0;51
97;732.0;726.0;77
98;624.0;979.0;63
99;705.0;340.0;55
100;431.0;858.0;53
101;416.0;416.0;88
102;826.0;58.0;90
103;913.0;873.0;89
104;862.0;977.0;70
105;326.0;380.0;94
106;344.0;764.0;50
107;512.0;437.0;62
108;589.0;34.0;87
109;937.0;700.0;56
110;439.0;819.0;89
111;826.0;559.0;73
112;535.0;764.0;88
113;547.0;971.0;94
114;822.0;590.0;63
115;257.0;530.0;90
116;324.0;789.0;86
117;788.0;804.0;53
118;156.0;583.0;70
119;788.0;907.0;75
120;788.0;123.0;92
121;115.0;327.0;94
122;561.0;946.0;67
123;477.0;11.0;59
124;455.0;671.0;94
125;317.0;685.0;52
126;105.0;965.0;52
127;962.0;433.0;71
128;62.0;729.0;79
129;5.0;534.0;76
130;314.0;568.0;87
131;957.0;527.0;54
132;47.0;482.0;63
133;123.0;549.0;92
134;665.0;826.0;69
135;756.0;911.0;51
136;50.0;508.0;60
137;439.0;921.0;83
138;86.0;447.0;61
139;731.0;971.0;72
140;417.0;273.0;61
141;52.0;855.0;68
142;463.0;281.0;64
143;832.0;357.0;70
144;693.0;636.0;57
145;890.0;71.0;71
146;131.0;820.0;91
147;85.0;486.0;70
148;130.0;344.0;67
149;204.0;308.0;96
150;381.0;694.0;95
151;98.0;41.0;91
152;182.0;538.0;57
153;78.0;818.0;56
154;954.0;175.0;90
155;555.0;470.0;70
156;4.0;246.0;72
157;925.0;867.0;99
158;546.0;678.0;80
159;717.0;485.0;91
160;958.0;891.0;56
161;980.0;240.0;72
162;306.0;252.0;83
163;925.0;566.0;55
164;105.0;781.0;80
165;812.0;738.0;62
166;337.0;94.0;53
167;96.0;457.0;60
168;713.0;619.0;65
169;815.0;673.0;60
170;193.0;37.0;60
171;229.0;668.0;73
172;750.0;998.0;58
173;713.0;377.0;88
174;383.0;57.0;59
175;898.0;976.0;53
176;388.0;899.0;57
177;57.0;697.0;76
178;869.0;771.0;72
179;755.0;921.0;82
180;504.0;197.0;86
181;727.0;494.0;87
182;564.0;932.0;55
183;30.0;311.0;83
184;175.0;156.0;68
185;429.0;144.0;89
186;836.0;939.0;81
187;35.0;719.0;52
188;183.0;932.0;54
189;200.0;42.0;83
190;6.0;329.0;2
191;656.0;984.0;6
192;515.0;67.0;10
193;904.0;97.0;6
194;850.0;281.0;3
195;858.0;708.0;4
196;856.0;1.0;4
197;732.0;232.0;3
198;92.0;113.0;2
199;183.0;762.0;6
200;99.0;558.0;10
201;703.0;888.0;8
202;914.0;786.0;2
203;255.0;781.0;6
204;838.0;456.0;9
205;167.0;519.0;6
206;448.0;397.0;8
207;273.0;665.0;8
208;869.0;804.0;1
209;300.0;97.0;5
210;282.0;690.0;4
211;514.0;82.0;8
212;694.0;598.0;2
213;606.0;610.0;8
214;955.0;545.0;3
215;835.0;965.0;4
216;16.0;229.0;8
217;418.0;558.0;1
218;458.0;484.0;1
219;169.0;8.0;5
220;242.0;978.0;1
221;395.0;462.0;4
222;739.0;169.0;1
223;29.0;177.0;10
224;983.0;512.0;2
225;28.0;353.0;2
226;195.0;905.0;9
227;6.0;201.0;2
228;549.0;395.0;8
229;132.0;282.0;2
230;180.0;133.0;8
231;267.0;75.0;4
232;459.0;577.0;5
233;354.0;814.0;6
234;499.0;941.0;5
235;59.0;558.0;10
236;931.0;901.0;5
237;666.0;528.0;1
238;909.0;551.0;3
239;208.0;677.0;7
240;386.0;600.0;1
241;869.0;521.0;5
242;622.0;830.0;9
243;615.0;221.0;1
244;953.0;797.0;9
245;92.0;906.0;3
246;803.0;785.0;8
247;762.0;251.0;1
248;957.0;6.0;7
249;294.0;309.0;2
250;68.0;61.0;5
251;207.0;587.0;8
252;431.0;633.0;7
253;760.0;373.0;4
254;991.0;448.0;5
255;88.0;318.0;2
256;612.0;473.0;2
257;603.0;258.0;4
258;593.0;372.0;7
259;621.0;298.0;8
260;434.0;211.0;1
261;265.0;137.0;1
262;852.0;404.0;3
263;599.0;648.0;8
264;41.0;925.0;10
265;17.0;702.0;9
266;198.0;753.0;3
267;893.0;251.0;1
268;278.0;581.0;4
269;458.0;655.0;4
270;15.0;767.0;10
271;953.0;259.0;10
272;189.0;538.0;4
273;11.0;220.0;8
274;139.0;439.0;3
275;306.0;589.0;7
276;528.0;43.0;1
277;434.0;633.0;5
278;359.0;900.0;7
279;60.0;422.0;1
280;245.0;738.0;2
281;307.0;647.0;5
