Nodo;X;Y;Demanda
1;0.0;0.0;0
2;236.0;951.0;38
3;735.0;289.0;48
4;841.0;735.0;57
5;846.0;821.0;60
6;907.0;810.0;56
7;55.0;136.0;74
8;699.0;326.0;41
9;731.0;899.0;95
10;739.0;753.0;77
11;807.0;828.0;95
12;775.0;783.0;54
13;891.0;689.0;85
14;62.0;93.0;66
15;780.0;220.0;18
16;799.0;739.0;83
17;661.0;348.0;3
18;865.0;688.0;84
19;12.0;4.0;86
20;829.0;827.0;96
21;845.0;896.0;69
22;136.0;243.0;51
23;878.0;584.0;100
24;908.0;794.0;77
25;820.0;771.0;51
26;895.0;788.0;96
27;747.0;915.0;53
28;860.0;746.0;70
29;829.0;754.0;99
30;94.0;149.0;58
31;940.0;847.0;53
32;884.0;747.0;87
33;226.0;904.0;12
34;738.0;802.0;64
35;194.0;98.0;62
36;789.0;744.0;64
37;929.0;895.0;59
38;864.0;696.0;64
39;84.0;161.0;51
40;764.0;615.0;55
41;283.0;937.0;7
42;776.0;807.0;64
43;877.0;427.0;47
44;828.0;266.0;5
45;297.0;994.0;20
46;665.0;900.0;100
47;15.0;93.0;75
48;100.0;956.0;41
49;850.0;790.0;87
50;854.0;794.0;72
51;898.0;679.0;74
52;948.0;888.0;68
53;731.0;282.0;27
54;60.0;87.0;72
55;826.0;362.0;18
56;716.0;264.0;25
57;885.0;814.0;68
58;932.0;825.0;56
59;308.0;926.0;14
60;225.0;130.0;68
61;853.0;861.0;85
62;794.0;753.0;83
63;771.0;729.0;88
64;264.0;853.0;2
65;780.0;693.0;78
66;837.0;723.0;98
67;895.0;849.0;59
68;746.0;715.0;99
69;736.0;862.0;88
70;734.0;730.0;59
71;616.0;228.0;9
72;7.0;80.0;87
73;93.0;860.0;4
74;860.0;765.0;62
75;877.0;734.0;89
76;819.0;798.0;86
77;706.0;922.0;82
78;861.0;714.0;74
79;710.0;149.0;50
80;268.0;903.0;5
81;783.0;808.0;72
82;811.0;865.0;86
83;231.0;950.0;20
84;929.0;771.0;98
85;717.0;857.0;77
86;767.0;755.0;71
87;250.0;924.0;29
88;972.0;543.0;55
89;114.0;955.0;13
90;931.0;866.0;57
91;796.0;414.0;29
92;708.0;270.0;24
93;893.0;755.0;82
94;175.0;956.0;45
95;928.0;757.0;55
96;712.0;401.0;42
97;911.0;968.0;85
98;73.0;240.0;69
99;273.0;9.0;90
100;729.0;595.0;93
101;35.0;166.0;78
102;144.0;36.0;78
103;855.0;718.0;56
104;246.0;872.0;39
105;145.0;125.0;56
106;828.0;875.0;77
107;991.0;591.0;53
108;256.0;913.0;43
109;916.0;785.0;65
110;572.0;373.0;10
111;794.0;708.0;67
112;293.0;607.0;23
113;954.0;807.0;96
114;929.0;743.0;52
115;766.0;280.0;36
116;649.0;291.0;10
117;467.0;677.0;18
118;754.0;655.0;74
119;739.0;882.0;73
120;914.0;788.0;95
121;840.0;785.0;88
122;688.0;415.0;47
123;872.0;383.0;11
124;100.0;253.0;73
125;825.0;737.0;57
126;934.0;881.0;100
127;61.0;122.0;51
128;805.0;306.0;34
129;723.0;293.0;50
130;210.0;984.0;34
131;871.0;845.0;87
132;263.0;916.0;13
133;689.0;176.0;39
134;916.0;696.0;71
135;267.0;798.0;5
136;709.0;162.0;42
137;778.0;748.0;79
138;868.0;711.0;65
139;888.0;705.0;56
140;275.0;849.0;15
141;721.0;780.0;76
142;39.0;209.0;72
143;725.0;784.0;56
144;732.0;339.0;4
145;153.0;957.0;8
146;228.0;685.0;28
147;133.0;309.0;70
148;968.0;772.0;56
149;856.0;654.0;73
150;9.0;152.0;65
151;241.0;951.0;8
152;713.0;376.0;41
153;838.0;377.0;12
154;876.0;764.0;80
155;597.0;423.0;36
156;114.0;992.0;4
157;877.0;851.0;77
158;919.0;703.0;69
159;904.0;766.0;69
160;72.0;31.0;91
161;466.0;393.0;79
162;781.0;784.0;89
163;901.0;846.0;70
164;832.0;916.0;79
165;82.0;123.0;89
166;854.0;803.0;52
167;860.0;788.0;83
168;886.0;728.0;72
169;721.0;227.0;9
170;821.0;575.0;95
171;833.0;775.0;53
172;740.0;699.0;80
173;815.0;870.0;68
174;987.0;925.0;57
175;912.0;794.0;70
176;52.0;131.0;94
177;278.0;957.0;33
178;978.0;690.0;51
179;771.0;292.0;3
180;823.0;346.0;47
181;707.0;335.0;40
182;169.0;906.0;21
183;735.0;870.0;67
184;881.0;748.0;62
185;286.0;992.0;49
