Nodo;X;Y;Demanda
1;643.0;512.0;0
2;707.0;407.0;86
3;394.0;355.0;42
4;140.0;470.0;29
5;364.0;215.0;22
6;493.0;857.0;21
7;117.0;466.0;61
8;462.0;38.0;22
9;551.0;479.0;12
10;545.0;460.0;72
11;423.0;274.0;71
12;440.0;602.0;28
13;525.0;357.0;16
14;574.0;994.0;14
15;387.0;377.0;4
16;583.0;424.0;74
17;16.0;481.0;64
18;615.0;427.0;40
19;511.0;799.0;38
20;110.0;518.0;64
21;223.0;506.0;46
22;163.0;520.0;65
23;834.0;419.0;82
24;442.0;482.0;99
25;42.0;547.0;65
26;478.0;421.0;53
27;372.0;108.0;1
28;320.0;252.0;13
29;731.0;372.0;29
30;341.0;234.0;68
31;787.0;331.0;64
32;433.0;254.0;37
33;555.0;397.0;52
34;640.0;350.0;47
35;565.0;185.0;7
36;320.0;196.0;86
37;64.0;374.0;88
38;283.0;411.0;9
39;46.0;582.0;36
40;328.0;453.0;80
41;779.0;448.0;91
42;602.0;152.0;75
43;466.0;934.0;42
44;280.0;317.0;75
45;403.0;425.0;94
46;482.0;80.0;23
47;504.0;575.0;48
48;649.0;348.0;33
49;388.0;331.0;22
50;518.0;731.0;63
51;550.0;364.0;80
52;745.0;421.0;6
53;384.0;205.0;21
54;236.0;226.0;39
55;602.0;498.0;61
56;670.0;80.0;55
57;380.0;177.0;15
58;135.0;333.0;56
59;594.0;841.0;35
60;189.0;250.0;86
61;682.0;470.0;93
62;515.0;19.0;32
63;311.0;39.0;5
64;398.0;363.0;15
65;217.0;615.0;14
66;530.0;879.0;71
67;410.0;679.0;10
68;382.0;240.0;57
69;146.0;456.0;39
70;543.0;339.0;70
71;316.0;436.0;19
72;397.0;382.0;40
73;507.0;783.0;90
74;436.0;314.0;42
75;88.0;469.0;48
76;127.0;428.0;43
77;158.0;431.0;35
78;639.0;444.0;68
79;722.0;341.0;9
80;121.0;445.0;63
81;470.0;876.0;92
82;452.0;69.0;76
83;82.0;446.0;79
84;353.0;318.0;100
85;220.0;551.0;63
86;534.0;495.0;37
87;502.0;5.0;94
88;411.0;463.0;76
89;338.0;218.0;93
90;282.0;593.0;99
91;457.0;514.0;73
92;321.0;215.0;68
93;363.0;948.0;53
94;524.0;256.0;33
95;642.0;783.0;59
96;722.0;576.0;79
97;265.0;503.0;45
98;113.0;541.0;10
99;638.0;920.0;91
100;523.0;805.0;20
101;722.0;444.0;39
102;364.0;408.0;6
103;310.0;484.0;100
104;519.0;392.0;29
105;240.0;338.0;26
106;662.0;429.0;24
107;603.0;451.0;29
108;336.0;290.0;9
109;759.0;337.0;5
110;64.0;496.0;52
111;490.0;148.0;79
112;297.0;386.0;92
113;167.0;488.0;89
114;402.0;351.0;30
115;424.0;152.0;76
116;472.0;108.0;25
117;580.0;538.0;38
118;157.0;385.0;62
119;695.0;410.0;71
120;104.0;462.0;90
121;404.0;98.0;15
122;114.0;450.0;35
123;456.0;111.0;57
124;756.0;305.0;38
125;446.0;59.0;74
126;711.0;772.0;75
127;86.0;489.0;17
128;557.0;516.0;55
129;440.0;70.0;62
130;44.0;553.0;18
131;618.0;456.0;89
132;404.0;261.0;52
133;460.0;908.0;55
134;542.0;837.0;20
135;379.0;268.0;70
136;633.0;383.0;76
137;331.0;210.0;13
138;706.0;444.0;77
139;570.0;378.0;26
140;218.0;347.0;52
141;47.0;445.0;69
142;514.0;367.0;77
143;175.0;505.0;48
144;198.0;390.0;48
145;586.0;552.0;29
146;386.0;95.0;80
147;855.0;567.0;12
148;734.0;396.0;59
149;301.0;140.0;11
150;93.0;530.0;18
151;791.0;501.0;82
152;417.0;932.0;27
153;389.0;341.0;97
154;479.0;232.0;18
155;527.0;829.0;28
156;378.0;185.0;74
157;447.0;23.0;23
158;665.0;479.0;60
159;306.0;896.0;69
160;527.0;14.0;73
161;517.0;904.0;80
162;441.0;419.0;48
163;325.0;83.0;47
164;766.0;356.0;32
165;213.0;449.0;51
166;337.0;208.0;17
167;62.0;529.0;20
168;523.0;506.0;9
169;470.0;121.0;68
170;510.0;286.0;52
171;620.0;439.0;80
172;79.0;545.0;51
173;426.0;246.0;93
174;335.0;881.0;48
175;772.0;362.0;6
176;486.0;62.0;60
177;156.0;404.0;29
178;418.0;385.0;79
179;393.0;293.0;27
180;511.0;494.0;80
181;650.0;348.0;48
182;830.0;577.0;6
183;271.0;262.0;18
184;411.0;558.0;13
185;691.0;255.0;54
