Nodo;X;Y;Demanda
1;940.0;231.0;0
2;721.0;848.0;7
3;618.0;44.0;9
4;993.0;145.0;6
5;636.0;512.0;7
6;274.0;496.0;6
7;245.0;945.0;8
8;449.0;812.0;9
9;29.0;650.0;5
10;399.0;8.0;8
11;548.0;19.0;10
12;769.0;717.0;7
13;221.0;850.0;5
14;980.0;233.0;7
15;477.0;922.0;10
16;498.0;720.0;6
17;136.0;832.0;5
18;351.0;663.0;5
19;58.0;67.0;7
20;889.0;569.0;6
21;28.0;334.0;10
22;804.0;928.0;8
23;900.0;138.0;10
24;393.0;403.0;9
25;982.0;609.0;6
26;79.0;299.0;10
27;684.0;582.0;10
28;169.0;252.0;10
29;405.0;925.0;10
30;875.0;191.0;5
31;674.0;112.0;7
32;576.0;537.0;8
33;539.0;63.0;9
34;338.0;657.0;5
35;210.0;209.0;7
36;676.0;568.0;10
37;949.0;826.0;9
38;572.0;890.0;6
39;210.0;615.0;7
40;737.0;46.0;6
41;30.0;527.0;7
42;131.0;724.0;7
43;671.0;842.0;9
44;727.0;566.0;6
45;507.0;497.0;8
46;524.0;134.0;6
47;167.0;665.0;5
48;819.0;108.0;7
49;929.0;582.0;6
50;713.0;738.0;7
51;352.0;626.0;6
52;887.0;547.0;10
53;176.0;645.0;6
54;611.0;289.0;7
55;457.0;532.0;6
56;11.0;147.0;7
57;958.0;60.0;5
58;587.0;187.0;6
59;790.0;956.0;9
60;974.0;63.0;7
61;306.0;225.0;7
62;961.0;969.0;8
63;238.0;736.0;9
64;758.0;840.0;10
65;88.0;44.0;10
66;507.0;811.0;8
67;768.0;476.0;8
68;51.0;914.0;5
69;494.0;445.0;9
70;953.0;33.0;9
71;922.0;45.0;10
72;748.0;111.0;9
73;544.0;867.0;7
74;477.0;596.0;10
75;322.0;79.0;5
76;439.0;150.0;5
77;586.0;764.0;10
78;214.0;599.0;8
79;168.0;480.0;8
80;925.0;138.0;10
81;797.0;107.0;6
82;751.0;783.0;6
83;738.0;913.0;8
84;703.0;73.0;8
85;681.0;886.0;5
86;627.0;27.0;9
87;887.0;310.0;7
88;478.0;345.0;8
89;571.0;600.0;6
90;834.0;858.0;6
91;549.0;370.0;6
92;657.0;233.0;9
93;126.0;769.0;7
94;317.0;934.0;10
95;237.0;55.0;10
96;851.0;409.0;10
97;838.0;426.0;10
98;477.0;559.0;7
99;542.0;94.0;6
100;370.0;432.0;8
101;520.0;621.0;6
102;666.0;178.0;8
103;631.0;484.0;8
104;733.0;255.0;10
105;820.0;918.0;10
106;687.0;877.0;7
107;752.0;983.0;7
108;157.0;720.0;9
109;709.0;898.0;7
110;300.0;878.0;10
111;728.0;617.0;7
112;66.0;59.0;5
113;991.0;657.0;9
114;717.0;47.0;5
115;463.0;177.0;5
116;586.0;397.0;9
117;792.0;307.0;8
118;100.0;392.0;7
119;438.0;722.0;9
120;43.0;247.0;5
121;71.0;476.0;5
122;69.0;560.0;8
123;211.0;73.0;7
124;471.0;14.0;9
125;115.0;806.0;10
126;194.0;337.0;10
127;921.0;320.0;6
128;104.0;495.0;8
129;36.0;456.0;5
130;500.0;152.0;10
131;782.0;316.0;10
132;881.0;374.0;10
133;277.0;601.0;7
134;962.0;575.0;9
135;588.0;181.0;8
136;941.0;728.0;7
137;108.0;931.0;6
138;11.0;814.0;7
139;209.0;800.0;9
140;129.0;525.0;9
141;126.0;149.0;10
142;31.0;219.0;8
143;97.0;324.0;6
144;495.0;122.0;10
145;759.0;480.0;6
146;859.0;782.0;7
147;780.0;669.0;8
148;786.0;769.0;5
149;759.0;159.0;9
150;282.0;633.0;6
151;361.0;17.0;9
152;957.0;103.0;7
153;711.0;939.0;10
154;544.0;544.0;8
155;27.0;318.0;10
156;665.0;656.0;5
157;523.0;586.0;10
158;842.0;429.0;8
159;539.0;783.0;5
160;769.0;347.0;10
161;937.0;386.0;10
162;824.0;841.0;8
163;738.0;391.0;7
164;833.0;988.0;8
165;16.0;637.0;7
166;91.0;472.0;5
167;41.0;388.0;6
168;623.0;780.0;10
169;660.0;155.0;6
170;700.0;658.0;6
171;946.0;783.0;10
172;607.0;815.0;10
173;87.0;771.0;8
174;658.0;874.0;6
175;527.0;853.0;6
176;459.0;577.0;9
177;352.0;829.0;5
178;427.0;235.0;7
179;937.0;639.0;10
180;554.0;438.0;6
181;833.0;692.0;8
182;421.0;999.0;6
183;908.0;447.0;8
184;469.0;163.0;7
185;737.0;238.0;8
