Nodo;X;Y;Demanda
1;0.0;0.0;0
2;300.0;71.0;35
3;434.0;4.0;74
4;257.0;798.0;5
5;718.0;17.0;43
6;879.0;206.0;27
7;929.0;330.0;97
8;353.0;793.0;68
9;389.0;540.0;77
10;202.0;55.0;78
11;417.0;253.0;8
12;921.0;572.0;66
13;94.0;788.0;15
14;870.0;327.0;92
15;281.0;124.0;3
16;411.0;288.0;90
17;882.0;116.0;39
18;307.0;240.0;57
19;359.0;935.0;29
20;352.0;858.0;82
21;502.0;776.0;81
22;269.0;33.0;4
23;440.0;814.0;90
24;850.0;461.0;9
25;909.0;404.0;95
26;339.0;458.0;6
27;767.0;535.0;82
28;86.0;47.0;66
29;758.0;532.0;50
30;426.0;282.0;83
31;534.0;10.0;48
32;826.0;830.0;4
33;911.0;79.0;54
34;270.0;791.0;45
35;391.0;794.0;64
36;908.0;787.0;77
37;929.0;858.0;96
38;938.0;281.0;56
39;941.0;579.0;44
40;752.0;162.0;25
41;579.0;68.0;18
42;323.0;570.0;23
43;238.0;700.0;74
44;853.0;970.0;69
45;329.0;805.0;8
46;651.0;486.0;9
47;291.0;631.0;70
48;286.0;481.0;42
49;855.0;547.0;25
50;972.0;378.0;73
51;561.0;490.0;61
52;205.0;741.0;41
53;528.0;672.0;38
54;664.0;605.0;35
55;462.0;532.0;97
56;340.0;54.0;97
57;929.0;941.0;3
58;936.0;46.0;62
59;864.0;654.0;79
60;501.0;495.0;87
61;339.0;10.0;52
62;324.0;595.0;85
63;585.0;893.0;21
64;73.0;401.0;50
65;244.0;926.0;18
66;190.0;659.0;38
67;900.0;929.0;30
68;525.0;878.0;48
69;832.0;622.0;80
70;228.0;662.0;19
71;36.0;578.0;15
72;897.0;292.0;33
73;492.0;426.0;28
74;958.0;546.0;83
75;674.0;303.0;19
76;312.0;781.0;58
77;320.0;557.0;67
78;226.0;264.0;53
79;446.0;702.0;78
80;470.0;746.0;97
81;613.0;620.0;28
82;710.0;289.0;61
83;439.0;15.0;2
84;148.0;352.0;99
85;371.0;115.0;21
86;414.0;108.0;12
87;693.0;626.0;86
88;703.0;31.0;64
89;798.0;932.0;1
90;170.0;723.0;71
91;700.0;554.0;38
92;569.0;984.0;46
93;801.0;849.0;64
94;139.0;150.0;79
95;907.0;964.0;42
96;757.0;670.0;76
97;490.0;37.0;71
98;311.0;927.0;92
99;210.0;657.0;37
100;357.0;320.0;20
101;677.0;558.0;84
102;1.0;599.0;43
103;464.0;579.0;26
104;39.0;430.0;47
105;379.0;863.0;50
106;355.0;233.0;36
107;974.0;313.0;9
108;551.0;258.0;37
109;315.0;294.0;81
110;846.0;911.0;54
111;997.0;585.0;42
112;214.0;331.0;7
113;407.0;584.0;89
114;775.0;225.0;100
115;244.0;761.0;17
116;433.0;941.0;60
117;281.0;357.0;20
118;771.0;792.0;66
119;381.0;345.0;73
120;188.0;643.0;62
121;766.0;627.0;30
122;292.0;735.0;13
123;526.0;487.0;26
124;540.0;762.0;46
125;392.0;298.0;79
126;124.0;199.0;93
127;748.0;473.0;28
128;123.0;885.0;34
129;896.0;666.0;51
130;882.0;844.0;85
131;572.0;231.0;51
132;656.0;366.0;96
133;715.0;918.0;1
134;505.0;341.0;58
135;475.0;831.0;92
136;430.0;827.0;18
137;489.0;629.0;22
138;765.0;883.0;61
139;388.0;981.0;10
140;817.0;650.0;9
141;565.0;267.0;43
142;759.0;674.0;39
143;192.0;532.0;78
144;767.0;488.0;27
145;488.0;690.0;49
146;414.0;436.0;68
147;226.0;976.0;71
148;308.0;756.0;27
149;509.0;647.0;26
150;985.0;906.0;23
151;778.0;941.0;73
152;45.0;137.0;45
153;81.0;276.0;30
154;552.0;334.0;65
155;591.0;702.0;7
156;664.0;79.0;90
157;363.0;607.0;85
158;529.0;992.0;56
159;361.0;670.0;93
160;425.0;296.0;78
161;714.0;61.0;1
162;152.0;660.0;96
163;236.0;900.0;37
164;670.0;265.0;80
165;194.0;950.0;20
166;991.0;139.0;90
167;320.0;583.0;30
168;317.0;732.0;100
169;73.0;974.0;86
170;437.0;745.0;35
171;166.0;556.0;87
172;362.0;207.0;76
173;319.0;725.0;42
174;216.0;807.0;36
175;284.0;793.0;2
176;380.0;466.0;7
177;104.0;187.0;49
178;879.0;171.0;42
179;635.0;910.0;31
180;23.0;49.0;4
181;304.0;234.0;30
182;304.0;700.0;12
183;132.0;663.0;3
184;525.0;767.0;65
