Nodo;X;Y;Demanda
1;0.0;-19.0;0
2;-1.0;-18.0;300
3;1.0;-18.0;300
4;-2.0;-17.0;180
5;0.0;-17.0;300
6;2.0;-17.0;180
7;-3.0;-16.0;128
8;-1.0;-16.0;180
9;1.0;-16.0;180
10;3.0;-16.0;128
11;-4.0;-15.0;100
12;-2.0;-15.0;128
13;0.0;-15.0;180
14;2.0;-15.0;128
15;4.0;-15.0;100
16;-5.0;-14.0;81
17;-3.0;-14.0;100
18;-1.0;-14.0;128
19;1.0;-14.0;128
20;3.0;-14.0;100
21;5.0;-14.0;81
22;-6.0;-13.0;69
23;-4.0;-13.0;81
24;-2.0;-13.0;100
25;0.0;-13.0;128
26;2.0;-13.0;100
27;4.0;-13.0;81
28;6.0;-13.0;69
29;-7.0;-12.0;60
30;-5.0;-12.0;69
31;-3.0;-12.0;81
32;-1.0;-12.0;100
33;1.0;-12.0;100
34;3.0;-12.0;81
35;5.0;-12.0;69
36;7.0;-12.0;60
37;-8.0;-11.0;52
38;-6.0;-11.0;60
39;-4.0;-11.0;69
40;-2.0;-11.0;81
41;0.0;-11.0;100
42;2.0;-11.0;81
43;4.0;-11.0;69
44;6.0;-11.0;60
45;8.0;-11.0;52
46;-9.0;-10.0;47
47;-7.0;-10.0;52
48;-5.0;-10.0;60
49;-3.0;-10.0;69
50;-1.0;-10.0;81
51;1.0;-10.0;81
52;3.0;-10.0;69
53;5.0;-10.0;60
54;7.0;-10.0;52
55;9.0;-10.0;47
56;-10.0;-9.0;42
57;-8.0;-9.0;47
58;-6.0;-9.0;52
59;-4.0;-9.0;60
60;-2.0;-9.0;69
61;0.0;-9.0;81
62;2.0;-9.0;69
63;4.0;-9.0;60
64;6.0;-9.0;52
65;8.0;-9.0;47
66;10.0;-9.0;42
67;-11.0;-8.0;39
68;-9.0;-8.0;42
69;-7.0;-8.0;47
70;-5.0;-8.0;52
71;-3.0;-8.0;60
72;-1.0;-8.0;69
73;1.0;-8.0;69
74;3.0;-8.0;60
75;5.0;-8.0;52
76;7.0;-8.0;47
77;9.0;-8.0;42
78;11.0;-8.0;39
79;-12.0;-7.0;36
80;-10.0;-7.0;39
81;-8.0;-7.0;42
82;-6.0;-7.0;47
83;-4.0;-7.0;52
84;-2.0;-7.0;60
85;0.0;-7.0;69
86;2.0;-7.0;60
87;4.0;-7.0;52
88;6.0;-7.0;47
89;8.0;-7.0;42
90;10.0;-7.0;39
91;12.0;-7.0;36
92;-13.0;-6.0;33
93;-11.0;-6.0;36
94;-9.0;-6.0;39
95;-7.0;-6.0;42
96;-5.0;-6.0;47
97;-3.0;-6.0;52
98;-1.0;-6.0;60
99;1.0;-6.0;60
100;3.0;-6.0;52
101;5.0;-6.0;47
102;7.0;-6.0;42
103;9.0;-6.0;39
104;11.0;-6.0;36
105;13.0;-6.0;33
106;-14.0;-5.0;31
107;-12.0;-5.0;33
108;-10.0;-5.0;36
109;-8.0;-5.0;39
110;-6.0;-5.0;42
111;-4.0;-5.0;47
112;-2.0;-5.0;52
113;0.0;-5.0;60
114;2.0;-5.0;52
115;4.0;-5.0;47
116;6.0;-5.0;42
117;8.0;-5.0;39
118;10.0;-5.0;36
119;12.0;-5.0;33
120;14.0;-5.0;31
121;-15.0;-4.0;29
122;-13.0;-4.0;31
123;-11.0;-4.0;33
124;-9.0;-4.0;36
125;-7.0;-4.0;39
126;-5.0;-4.0;42
127;-3.0;-4.0;47
128;-1.0;-4.0;52
129;1.0;-4.0;52
130;3.0;-4.0;47
131;5.0;-4.0;42
132;7.0;-4.0;39
133;9.0;-4.0;36
134;11.0;-4.0;33
135;13.0;-4.0;31
136;15.0;-4.0;29
137;-16.0;-3.0;27
138;-14.0;-3.0;29
139;-12.0;-3.0;31
140;-10.0;-3.0;33
141;-8.0;-3.0;36
142;-6.0;-3.0;39
143;-4.0;-3.0;42
144;-2.0;-3.0;47
145;0.0;-3.0;52
146;2.0;-3.0;47
147;4.0;-3.0;42
148;6.0;-3.0;39
149;8.0;-3.0;36
150;10.0;-3.0;33
151;12.0;-3.0;31
152;14.0;-3.0;29
153;16.0;-3.0;27
154;-17.0;-2.0;25
155;-15.0;-2.0;27
156;-13.0;-2.0;29
157;-11.0;-2.0;31
158;-9.0;-2.0;33
159;-7.0;-2.0;36
160;-5.0;-2.0;39
161;-3.0;-2.0;42
162;-1.0;-2.0;47
163;1.0;-2.0;47
164;3.0;-2.0;42
165;5.0;-2.0;39
166;7.0;-2.0;36
167;9.0;-2.0;33
168;11.0;-2.0;31
169;13.0;-2.0;29
170;15.0;-2.0;27
171;17.0;-2.0;25
172;-18.0;-1.0;24
173;-16.0;-1.0;25
174;-14.0;-1.0;27
175;-12.0;-1.0;29
176;-10.0;-1.0;31
177;-8.0;-1.0;33
178;-6.0;-1.0;36
179;-4.0;-1.0;39
180;-2.0;-1.0;42
181;0.0;-1.0;47
182;2.0;-1.0;42
183;4.0;-1.0;39
184;6.0;-1.0;36
185;8.0;-1.0;33
186;10.0;-1.0;31
187;12.0;-1.0;29
188;14.0;-1.0;27
189;16.0;-1.0;25
190;18.0;-1.0;24
191;-19.0;0.0;23
192;-17.0;0.0;24
193;-15.0;0.0;25
194;-13.0;0.0;27
195;-11.0;0.0;29
196;-9.0;0.0;31
197;-7.0;0.0;33
198;-5.0;0.0;36
199;-3.0;0.0;39
200;-1.0;0.0;42
201;1.0;0.0;42
202;3.0;0.0;39
203;5.0;0.0;36
204;7.0;0.0;33
205;9.0;0.0;31
206;11.0;0.0;29
207;13.0;0.0;27
208;15.0;0.0;25
209;17.0;0.0;24
210;19.0;0.0;23
211;-18.0;1.0;23
212;-16.0;1.0;24
213;-14.0;1.0;25
214;-12.0;1.0;27
215;-10.0;1.0;29
216;-8.0;1.0;31
217;-6.0;1.0;33
218;-4.0;1.0;36
219;-2.0;1.0;39
220;0.0;1.0;42
221;2.0;1.0;39
222;4.0;1.0;36
223;6.0;1.0;33
224;8.0;1.0;31
225;10.0;1.0;29
226;12.0;1.0;27
227;14.0;1.0;25
228;16.0;1.0;24
229;18.0;1.0;23
230;-17.0;2.0;23
231;-15.0;2.0;24
232;-13.0;2.0;25
233;-11.0;2.0;27
234;-9.0;2.0;29
235;-7.0;2.0;31
236;-5.0;2.0;33
237;-3.0;2.0;36
238;-1.0;2.0;39
239;1.0;2.0;39
240;3.0;2.0;36
241;5.0;2.0;33
242;7.0;2.0;31
243;9.0;2.0;29
244;11.0;2.0;27
245;13.0;2.0;25
246;15.0;2.0;24
247;17.0;2.0;23
248;-16.0;3.0;23
249;-14.0;3.0;24
250;-12.0;3.0;25
251;-10.0;3.0;27
252;-8.0;3.0;29
253;-6.0;3.0;31
254;-4.0;3.0;33
255;-2.0;3.0;36
256;0.0;3.0;39
257;2.0;3.0;36
258;4.0;3.0;33
259;6.0;3.0;31
260;8.0;3.0;29
261;10.0;3.0;27
262;12.0;3.0;25
263;14.0;3.0;24
264;16.0;3.0;23
265;-15.0;4.0;23
266;-13.0;4.0;24
267;-11.0;4.0;25
268;-9.0;4.0;27
269;-7.0;4.0;29
270;-5.0;4.0;31
271;-3.0;4.0;33
272;-1.0;4.0;36
273;1.0;4.0;36
274;3.0;4.0;33
275;5.0;4.0;31
276;7.0;4.0;29
277;9.0;4.0;27
278;11.0;4.0;25
279;13.0;4.0;24
280;15.0;4.0;23
281;-14.0;5.0;23
282;-12.0;5.0;24
283;-10.0;5.0;25
284;-8.0;5.0;27
285;-6.0;5.0;29
286;-4.0;5.0;31
287;-2.0;5.0;33
288;0.0;5.0;36
289;2.0;5.0;33
290;4.0;5.0;31
291;6.0;5.0;29
292;8.0;5.0;27
293;10.0;5.0;25
294;12.0;5.0;24
295;14.0;5.0;23
296;-13.0;6.0;23
297;-11.0;6.0;24
298;-9.0;6.0;25
299;-7.0;6.0;27
300;-5.0;6.0;29
301;-3.0;6.0;31
302;-1.0;6.0;33
303;1.0;6.0;33
304;3.0;6.0;31
305;5.0;6.0;29
306;7.0;6.0;27
307;9.0;6.0;25
308;11.0;6.0;24
309;13.0;6.0;23
310;-12.0;7.0;23
311;-10.0;7.0;24
312;-8.0;7.0;25
313;-6.0;7.0;27
314;-4.0;7.0;29
315;-2.0;7.0;31
316;0.0;7.0;33
317;2.0;7.0;31
318;4.0;7.0;29
319;6.0;7.0;27
320;8.0;7.0;25
321;10.0;7.0;24
322;12.0;7.0;23
323;-11.0;8.0;23
324;-9.0;8.0;24
325;-7.0;8.0;25
326;-5.0;8.0;27
327;-3.0;8.0;29
328;-1.0;8.0;31
329;1.0;8.0;31
330;3.0;8.0;29
331;5.0;8.0;27
332;7.0;8.0;25
333;9.0;8.0;24
334;11.0;8.0;23
335;-10.0;9.0;23
336;-8.0;9.0;24
337;-6.0;9.0;25
338;-4.0;9.0;27
339;-2.0;9.0;29
340;0.0;9.0;31
341;2.0;9.0;29
342;4.0;9.0;27
343;6.0;9.0;25
344;8.0;9.0;24
345;10.0;9.0;23
346;-9.0;10.0;23
347;-7.0;10.0;24
348;-5.0;10.0;25
349;-3.0;10.0;27
350;-1.0;10.0;29
351;1.0;10.0;29
352;3.0;10.0;27
353;5.0;10.0;25
354;7.0;10.0;24
355;9.0;10.0;23
356;-8.0;11.0;23
357;-6.0;11.0;24
358;-4.0;11.0;25
359;-2.0;11.0;27
360;0.0;11.0;29
361;2.0;11.0;27
362;4.0;11.0;25
363;6.0;11.0;24
364;8.0;11.0;23
365;-7.0;12.0;23
366;-5.0;12.0;24
367;-3.0;12.0;25
368;-1.0;12.0;27
369;1.0;12.0;27
370;3.0;12.0;25
371;5.0;12.0;24
372;7.0;12.0;23
373;-6.0;13.0;23
374;-4.0;13.0;24
375;-2.0;13.0;25
376;0.0;13.0;27
377;2.0;13.0;25
378;4.0;13.0;24
379;6.0;13.0;23
380;-5.0;14.0;23
381;-3.0;14.0;24
382;-1.0;14.0;25
383;1.0;14.0;25
384;3.0;14.0;24
385;5.0;14.0;23
386;-4.0;15.0;23
387;-2.0;15.0;24
388;0.0;15.0;25
389;2.0;15.0;24
390;4.0;15.0;23
391;-3.0;16.0;23
392;-1.0;16.0;24
393;1.0;16.0;24
394;3.0;16.0;23
395;-2.0;17.0;23
396;0.0;17.0;24
397;2.0;17.0;23
398;-1.0;18.0;23
399;1.0;18.0;23
400;0.0;19.0;23
