Nodo;X;Y;Demanda
1;0.0;-21.0;0
2;-1.0;-20.0;300
3;1.0;-20.0;300
4;-2.0;-19.0;180
5;0.0;-19.0;300
6;2.0;-19.0;180
7;-3.0;-18.0;128
8;-1.0;-18.0;180
9;1.0;-18.0;180
10;3.0;-18.0;128
11;-4.0;-17.0;100
12;-2.0;-17.0;128
13;0.0;-17.0;180
14;2.0;-17.0;128
15;4.0;-17.0;100
16;-5.0;-16.0;81
17;-3.0;-16.0;100
18;-1.0;-16.0;128
19;1.0;-16.0;128
20;3.0;-16.0;100
21;5.0;-16.0;81
22;-6.0;-15.0;69
23;-4.0;-15.0;81
24;-2.0;-15.0;100
25;0.0;-15.0;128
26;2.0;-15.0;100
27;4.0;-15.0;81
28;6.0;-15.0;69
29;-7.0;-14.0;60
30;-5.0;-14.0;69
31;-3.0;-14.0;81
32;-1.0;-14.0;100
33;1.0;-14.0;100
34;3.0;-14.0;81
35;5.0;-14.0;69
36;7.0;-14.0;60
37;-8.0;-13.0;52
38;-6.0;-13.0;60
39;-4.0;-13.0;69
40;-2.0;-13.0;81
41;0.0;-13.0;100
42;2.0;-13.0;81
43;4.0;-13.0;69
44;6.0;-13.0;60
45;8.0;-13.0;52
46;-9.0;-12.0;47
47;-7.0;-12.0;52
48;-5.0;-12.0;60
49;-3.0;-12.0;69
50;-1.0;-12.0;81
51;1.0;-12.0;81
52;3.0;-12.0;69
53;5.0;-12.0;60
54;7.0;-12.0;52
55;9.0;-12.0;47
56;-10.0;-11.0;42
57;-8.0;-11.0;47
58;-6.0;-11.0;52
59;-4.0;-11.0;60
60;-2.0;-11.0;69
61;0.0;-11.0;81
62;2.0;-11.0;69
63;4.0;-11.0;60
64;6.0;-11.0;52
65;8.0;-11.0;47
66;10.0;-11.0;42
67;-11.0;-10.0;39
68;-9.0;-10.0;42
69;-7.0;-10.0;47
70;-5.0;-10.0;52
71;-3.0;-10.0;60
72;-1.0;-10.0;69
73;1.0;-10.0;69
74;3.0;-10.0;60
75;5.0;-10.0;52
76;7.0;-10.0;47
77;9.0;-10.0;42
78;11.0;-10.0;39
79;-12.0;-9.0;36
80;-10.0;-9.0;39
81;-8.0;-9.0;42
82;-6.0;-9.0;47
83;-4.0;-9.0;52
84;-2.0;-9.0;60
85;0.0;-9.0;69
86;2.0;-9.0;60
87;4.0;-9.0;52
88;6.0;-9.0;47
89;8.0;-9.0;42
90;10.0;-9.0;39
91;12.0;-9.0;36
92;-13.0;-8.0;33
93;-11.0;-8.0;36
94;-9.0;-8.0;39
95;-7.0;-8.0;42
96;-5.0;-8.0;47
97;-3.0;-8.0;52
98;-1.0;-8.0;60
99;1.0;-8.0;60
100;3.0;-8.0;52
101;5.0;-8.0;47
102;7.0;-8.0;42
103;9.0;-8.0;39
104;11.0;-8.0;36
105;13.0;-8.0;33
106;-14.0;-7.0;31
107;-12.0;-7.0;33
108;-10.0;-7.0;36
109;-8.0;-7.0;39
110;-6.0;-7.0;42
111;-4.0;-7.0;47
112;-2.0;-7.0;52
113;0.0;-7.0;60
114;2.0;-7.0;52
115;4.0;-7.0;47
116;6.0;-7.0;42
117;8.0;-7.0;39
118;10.0;-7.0;36
119;12.0;-7.0;33
120;14.0;-7.0;31
121;-15.0;-6.0;29
122;-13.0;-6.0;31
123;-11.0;-6.0;33
124;-9.0;-6.0;36
125;-7.0;-6.0;39
126;-5.0;-6.0;42
127;-3.0;-6.0;47
128;-1.0;-6.0;52
129;1.0;-6.0;52
130;3.0;-6.0;47
131;5.0;-6.0;42
132;7.0;-6.0;39
133;9.0;-6.0;36
134;11.0;-6.0;33
135;13.0;-6.0;31
136;15.0;-6.0;29
137;-16.0;-5.0;27
138;-14.0;-5.0;29
139;-12.0;-5.0;31
140;-10.0;-5.0;33
141;-8.0;-5.0;36
142;-6.0;-5.0;39
143;-4.0;-5.0;42
144;-2.0;-5.0;47
145;0.0;-5.0;52
146;2.0;-5.0;47
147;4.0;-5.0;42
148;6.0;-5.0;39
149;8.0;-5.0;36
150;10.0;-5.0;33
151;12.0;-5.0;31
152;14.0;-5.0;29
153;16.0;-5.0;27
