Nodo;X;Y;Demanda
1;0.0;-17.0;0
2;-1.0;-16.0;300
3;1.0;-16.0;300
4;-2.0;-15.0;180
5;0.0;-15.0;300
6;2.0;-15.0;180
7;-3.0;-14.0;128
8;-1.0;-14.0;180
9;1.0;-14.0;180
10;3.0;-14.0;128
11;-4.0;-13.0;100
12;-2.0;-13.0;128
13;0.0;-13.0;180
14;2.0;-13.0;128
15;4.0;-13.0;100
16;-5.0;-12.0;81
17;-3.0;-12.0;100
18;-1.0;-12.0;128
19;1.0;-12.0;128
20;3.0;-12.0;100
21;5.0;-12.0;81
22;-6.0;-11.0;69
23;-4.0;-11.0;81
24;-2.0;-11.0;100
25;0.0;-11.0;128
26;2.0;-11.0;100
27;4.0;-11.0;81
28;6.0;-11.0;69
29;-7.0;-10.0;60
30;-5.0;-10.0;69
31;-3.0;-10.0;81
32;-1.0;-10.0;100
33;1.0;-10.0;100
34;3.0;-10.0;81
35;5.0;-10.0;69
36;7.0;-10.0;60
37;-8.0;-9.0;52
38;-6.0;-9.0;60
39;-4.0;-9.0;69
40;-2.0;-9.0;81
41;0.0;-9.0;100
42;2.0;-9.0;81
43;4.0;-9.0;69
44;6.0;-9.0;60
45;8.0;-9.0;52
46;-9.0;-8.0;47
47;-7.0;-8.0;52
48;-5.0;-8.0;60
49;-3.0;-8.0;69
50;-1.0;-8.0;81
51;1.0;-8.0;81
52;3.0;-8.0;69
53;5.0;-8.0;60
54;7.0;-8.0;52
55;9.0;-8.0;47
56;-10.0;-7.0;42
57;-8.0;-7.0;47
58;-6.0;-7.0;52
59;-4.0;-7.0;60
60;-2.0;-7.0;69
61;0.0;-7.0;81
62;2.0;-7.0;69
63;4.0;-7.0;60
64;6.0;-7.0;52
65;8.0;-7.0;47
66;10.0;-7.0;42
67;-11.0;-6.0;39
68;-9.0;-6.0;42
69;-7.0;-6.0;47
70;-5.0;-6.0;52
71;-3.0;-6.0;60
72;-1.0;-6.0;69
73;1.0;-6.0;69
74;3.0;-6.0;60
75;5.0;-6.0;52
76;7.0;-6.0;47
77;9.0;-6.0;42
78;11.0;-6.0;39
79;-12.0;-5.0;36
80;-10.0;-5.0;39
81;-8.0;-5.0;42
82;-6.0;-5.0;47
83;-4.0;-5.0;52
84;-2.0;-5.0;60
85;0.0;-5.0;69
86;2.0;-5.0;60
87;4.0;-5.0;52
88;6.0;-5.0;47
89;8.0;-5.0;42
90;10.0;-5.0;39
91;12.0;-5.0;36
92;-13.0;-4.0;33
93;-11.0;-4.0;36
94;-9.0;-4.0;39
95;-7.0;-4.0;42
96;-5.0;-4.0;47
97;-3.0;-4.0;52
98;-1.0;-4.0;60
99;1.0;-4.0;60
100;3.0;-4.0;52
101;5.0;-4.0;47
102;7.0;-4.0;42
103;9.0;-4.0;39
104;11.0;-4.0;36
105;13.0;-4.0;33
106;-14.0;-3.0;31
107;-12.0;-3.0;33
108;-10.0;-3.0;36
109;-8.0;-3.0;39
110;-6.0;-3.0;42
111;-4.0;-3.0;47
112;-2.0;-3.0;52
113;0.0;-3.0;60
114;2.0;-3.0;52
115;4.0;-3.0;47
116;6.0;-3.0;42
117;8.0;-3.0;39
118;10.0;-3.0;36
119;12.0;-3.0;33
120;14.0;-3.0;31
121;-15.0;-2.0;29
122;-13.0;-2.0;31
123;-11.0;-2.0;33
124;-9.0;-2.0;36
125;-7.0;-2.0;39
126;-5.0;-2.0;42
127;-3.0;-2.0;47
128;-1.0;-2.0;52
129;1.0;-2.0;52
130;3.0;-2.0;47
131;5.0;-2.0;42
132;7.0;-2.0;39
133;9.0;-2.0;36
134;11.0;-2.0;33
135;13.0;-2.0;31
136;15.0;-2.0;29
137;-16.0;-1.0;27
138;-14.0;-1.0;29
139;-12.0;-1.0;31
140;-10.0;-1.0;33
141;-8.0;-1.0;36
142;-6.0;-1.0;39
143;-4.0;-1.0;42
144;-2.0;-1.0;47
145;0.0;-1.0;52
146;2.0;-1.0;47
147;4.0;-1.0;42
148;6.0;-1.0;39
149;8.0;-1.0;36
150;10.0;-1.0;33
151;12.0;-1.0;31
152;14.0;-1.0;29
153;16.0;-1.0;27
154;-17.0;0.0;25
155;-15.0;0.0;27
156;-13.0;0.0;29
157;-11.0;0.0;31
158;-9.0;0.0;33
159;-7.0;0.0;36
160;-5.0;0.0;39
161;-3.0;0.0;42
162;-1.0;0.0;47
163;1.0;0.0;47
164;3.0;0.0;42
165;5.0;0.0;39
166;7.0;0.0;36
167;9.0;0.0;33
168;11.0;0.0;31
169;13.0;0.0;29
170;15.0;0.0;27
171;17.0;0.0;25
172;-16.0;1.0;25
173;-14.0;1.0;27
174;-12.0;1.0;29
175;-10.0;1.0;31
176;-8.0;1.0;33
177;-6.0;1.0;36
178;-4.0;1.0;39
179;-2.0;1.0;42
180;0.0;1.0;47
181;2.0;1.0;42
182;4.0;1.0;39
183;6.0;1.0;36
184;8.0;1.0;33
185;10.0;1.0;31
186;12.0;1.0;29
187;14.0;1.0;27
188;16.0;1.0;25
189;-15.0;2.0;25
190;-13.0;2.0;27
191;-11.0;2.0;29
192;-9.0;2.0;31
193;-7.0;2.0;33
194;-5.0;2.0;36
195;-3.0;2.0;39
196;-1.0;2.0;42
197;1.0;2.0;42
198;3.0;2.0;39
199;5.0;2.0;36
200;7.0;2.0;33
201;9.0;2.0;31
202;11.0;2.0;29
203;13.0;2.0;27
204;15.0;2.0;25
205;-14.0;3.0;25
206;-12.0;3.0;27
207;-10.0;3.0;29
208;-8.0;3.0;31
209;-6.0;3.0;33
210;-4.0;3.0;36
211;-2.0;3.0;39
212;0.0;3.0;42
213;2.0;3.0;39
214;4.0;3.0;36
215;6.0;3.0;33
216;8.0;3.0;31
217;10.0;3.0;29
218;12.0;3.0;27
219;14.0;3.0;25
220;-13.0;4.0;25
221;-11.0;4.0;27
222;-9.0;4.0;29
223;-7.0;4.0;31
224;-5.0;4.0;33
225;-3.0;4.0;36
226;-1.0;4.0;39
227;1.0;4.0;39
228;3.0;4.0;36
229;5.0;4.0;33
230;7.0;4.0;31
231;9.0;4.0;29
232;11.0;4.0;27
233;13.0;4.0;25
234;-12.0;5.0;25
235;-10.0;5.0;27
236;-8.0;5.0;29
237;-6.0;5.0;31
238;-4.0;5.0;33
239;-2.0;5.0;36
240;0.0;5.0;39
241;2.0;5.0;36
242;4.0;5.0;33
243;6.0;5.0;31
244;8.0;5.0;29
245;10.0;5.0;27
246;12.0;5.0;25
247;-11.0;6.0;25
248;-9.0;6.0;27
249;-7.0;6.0;29
250;-5.0;6.0;31
251;-3.0;6.0;33
252;-1.0;6.0;36
253;1.0;6.0;36
254;3.0;6.0;33
255;5.0;6.0;31
256;7.0;6.0;29
257;9.0;6.0;27
258;11.0;6.0;25
259;-10.0;7.0;25
260;-8.0;7.0;27
261;-6.0;7.0;29
262;-4.0;7.0;31
263;-2.0;7.0;33
264;0.0;7.0;36
265;2.0;7.0;33
266;4.0;7.0;31
267;6.0;7.0;29
268;8.0;7.0;27
269;10.0;7.0;25
270;-9.0;8.0;25
271;-7.0;8.0;27
272;-5.0;8.0;29
273;-3.0;8.0;31
274;-1.0;8.0;33
275;1.0;8.0;33
276;3.0;8.0;31
277;5.0;8.0;29
278;7.0;8.0;27
279;9.0;8.0;25
280;-8.0;9.0;25
281;-6.0;9.0;27
282;-4.0;9.0;29
283;-2.0;9.0;31
284;0.0;9.0;33
285;2.0;9.0;31
286;4.0;9.0;29
287;6.0;9.0;27
288;8.0;9.0;25
289;-7.0;10.0;25
290;-5.0;10.0;27
291;-3.0;10.0;29
292;-1.0;10.0;31
293;1.0;10.0;31
294;3.0;10.0;29
295;5.0;10.0;27
296;7.0;10.0;25
297;-6.0;11.0;25
298;-4.0;11.0;27
299;-2.0;11.0;29
300;0.0;11.0;31
301;2.0;11.0;29
302;4.0;11.0;27
303;6.0;11.0;25
304;-5.0;12.0;25
305;-3.0;12.0;27
306;-1.0;12.0;29
307;1.0;12.0;29
308;3.0;12.0;27
309;5.0;12.0;25
310;-4.0;13.0;25
311;-2.0;13.0;27
312;0.0;13.0;29
313;2.0;13.0;27
314;4.0;13.0;25
315;-3.0;14.0;25
316;-1.0;14.0;27
317;1.0;14.0;27
318;3.0;14.0;25
319;-2.0;15.0;25
320;0.0;15.0;27
321;2.0;15.0;25
322;-1.0;16.0;25
323;1.0;16.0;25
324;0.0;17.0;25
